1,1,1,1,2023-10-13 12:45:42.001000
1,1,2,2023-10-13 12:46:18.805000
1,1,3,2023-10-13 12:46:56.493000
1,4,2023-10-13 12:47:33.188000
1,5,2023-10-13 12:48:09.982000
3,3,3,1,2023-10-13 12:46:08.144000
3,3,2,2023-10-13 12:47:11.326000
4,4,1,2023-10-13 12:46:18.623000
4,2,2023-10-13 12:47:22.107000
5,5,5,1,2023-10-13 12:45:40.963000
5,5,2,2023-10-13 12:46:34.262000
5,3,2023-10-13 12:47:27.652000
6,6,6,1,2023-10-13 12:45:05.380000
6,6,6,2,2023-10-13 12:45:27.386000
6,6,6,3,2023-10-13 12:46:04.297000
6,6,4,2023-10-13 12:46:41.587000
6,5,2023-10-13 12:47:19.278000
6,6,2023-10-13 12:47:56.275000
7,7,7,1,2023-10-13 12:45:05.370000
7,7,7,2,2023-10-13 12:45:30.377000
7,7,3,2023-10-13 12:46:16.486000
7,7,4,2023-10-13 12:47:02.671000
7,5,2023-10-13 12:47:49.567000
9,9,9,1,2023-10-13 12:45:05.416000
9,9,9,2,2023-10-13 12:45:28.521000
9,9,9,3,2023-10-13 12:46:05.232000
9,9,4,2023-10-13 12:46:43.321000
9,5,2023-10-13 12:47:19.414000
9,6,2023-10-13 12:47:55.510000
10,10,10,1,2023-10-13 12:45:05.379000
10,10,10,2,2023-10-13 12:45:20.382000
10,10,10,3,2023-10-13 12:45:50.493000
10,10,4,2023-10-13 12:46:21.291000
10,10,5,2023-10-13 12:46:52.081000
10,6,2023-10-13 12:47:22.676000
10,7,2023-10-13 12:47:53.373000
10,8,2023-10-13 12:48:23.568000
11,11,11,1,2023-10-13 12:45:05.380000
11,11,11,2,2023-10-13 12:45:21.384000
11,11,3,2023-10-13 12:46:29.890000
11,11,4,2023-10-13 12:47:02.380000
11,5,2023-10-13 12:47:35.278000
11,6,2023-10-13 12:48:17.571000
