,time_sec,node,is_curph_mingreenmet,curr_phase_elapsed_time,cycle_elapsed_time,iscurrsg_mainstreet,sg_vehexists,isotherphases_demand
0,1697052971212,1,0,5.1,5.1,0,True,True
1,1697052971157,2,0,16.2,28.6,1,True,True
2,1697052971103,3,0,12.6,12.6,0,True,True
3,1697052971149,4,1,27.1,0.0,0,True,True
4,1697052970993,5,0,2.1,2.1,0,True,True
5,1697052970958,6,1,47.0,0.0,1,True,True
6,1697052971111,7,0,15.8,15.8,0,True,True
7,1697052970999,8,0,0.8,36.0,1,True,False
8,1697052970994,9,0,2.6,2.6,0,True,True
9,1697052971011,10,0,1.4,16.9,1,True,True
10,1697052971184,11,1,13.9,13.9,0,True,True
11,1697052971312,1,0,5.2,5.2,0,True,True
12,1697052971257,2,0,16.3,28.7,1,True,True
13,1697052971303,3,0,12.8,12.8,0,True,True
14,1697052971249,4,0,0.1,0.1,1,True,True
15,1697052971093,5,0,2.2,2.2,0,True,True
16,1697052971157,6,1,47.2,0.0,1,True,True
17,1697052971211,7,0,15.9,15.9,0,True,True
18,1697052971098,8,0,0.9,36.1,1,True,False
19,1697052971093,9,0,2.7,2.7,0,True,True
20,1697052971111,10,0,1.5,17.0,1,True,True
21,1697052971284,11,1,14.0,14.0,0,True,True
22,1697052971413,1,0,5.3,5.3,0,True,True
23,1697052971458,2,0,16.5,28.9,1,True,True
24,1697052971404,3,0,12.9,12.9,0,True,True
25,1697052971349,4,0,0.2,0.2,1,True,True
26,1697052971193,5,0,2.3,2.3,0,True,True
27,1697052971157,6,1,47.2,0.0,1,True,True
28,1697052971311,7,0,16.0,16.0,0,True,True
29,1697052971198,8,0,1.0,36.2,1,True,False
30,1697052971193,9,0,2.8,2.8,0,True,True
31,1697052971211,10,0,1.6,17.1,1,True,True
32,1697052971384,11,1,14.1,14.1,0,True,True
33,1697052971512,1,0,5.4,5.4,0,True,True
34,1697052971557,2,0,16.6,29.0,1,True,True
35,1697052971503,3,0,13.0,13.0,0,True,True
36,1697052971450,4,0,0.3,0.3,1,True,True
37,1697052971293,5,0,2.4,2.4,0,True,True
38,1697052971258,6,1,47.3,0.0,1,True,True
39,1697052971412,7,0,16.1,16.1,0,True,True
40,1697052971298,8,0,1.1,36.3,1,True,False
41,1697052971293,9,0,2.9,2.9,0,True,True
42,1697052971311,10,0,1.7,17.2,1,True,True
43,1697052971485,11,1,14.2,14.2,0,True,True
44,1697052971612,1,0,5.5,5.5,0,True,True
45,1697052971657,2,0,16.7,29.1,1,True,True
46,1697052971603,3,0,13.1,13.1,0,True,True
47,1697052971549,4,0,0.4,0.4,1,True,True
48,1697052971393,5,0,2.5,2.5,0,True,True
49,1697052971357,6,1,47.4,0.0,1,True,True
50,1697052971511,7,0,16.2,16.2,0,True,True
51,1697052971298,8,0,1.1,36.3,1,True,False
52,1697052971393,9,0,3.0,3.0,0,True,True
53,1697052971412,10,0,1.8,17.3,1,True,True
54,1697052971584,11,1,14.3,14.3,0,True,True
55,1697052971812,1,0,5.7,5.7,0,True,True
56,1697052971657,2,0,16.7,29.1,1,True,True
57,1697052971703,3,0,13.2,13.2,0,True,True
58,1697052971649,4,0,0.5,0.5,1,True,True
59,1697052971494,5,0,2.6,2.6,0,True,True
60,1697052971557,6,1,47.6,0.0,1,True,True
61,1697052971711,7,0,16.4,16.4,0,True,True
62,1697052971499,8,0,1.3,36.5,1,True,False
63,1697052971593,9,0,3.2,3.2,0,True,True
64,1697052971511,10,0,1.9,17.4,1,True,True
65,1697052971784,11,1,14.5,14.5,0,True,True
66,1697052971912,1,0,5.8,5.8,0,True,True
67,1697052971857,2,0,16.9,29.3,1,True,True
68,1697052971803,3,0,13.3,13.3,0,True,True
69,1697052971849,4,0,0.7,0.7,1,True,True
70,1697052971693,5,0,2.8,2.8,0,True,True
71,1697052971657,6,1,47.7,0.0,1,True,True
72,1697052971811,7,0,16.5,16.5,0,True,True
73,1697052971698,8,0,1.5,36.7,1,True,False
74,1697052971693,9,0,3.3,3.3,0,True,True
75,1697052971711,10,0,2.1,17.6,1,True,True
76,1697052971884,11,1,14.6,14.6,0,True,True
77,1697052971912,1,0,5.8,5.8,0,True,True
78,1697052971857,2,0,16.9,29.3,1,True,True
79,1697052971803,3,0,13.3,13.3,0,True,True
80,1697052971949,4,0,0.8,0.8,1,True,True
81,1697052971793,5,0,2.9,2.9,0,True,True
82,1697052971758,6,1,47.8,0.0,1,True,True
83,1697052971811,7,0,16.5,16.5,0,True,True
84,1697052971698,8,0,1.5,36.7,1,True,False
85,1697052971793,9,0,3.4,3.4,0,True,True
86,1697052971711,10,0,2.1,17.6,1,True,True
87,1697052971984,11,1,14.7,14.7,0,True,True
88,1697052972012,1,0,5.9,5.9,0,True,True
89,1697052972057,2,0,17.1,29.5,1,True,True
90,1697052972002,3,0,13.5,13.5,0,True,True
91,1697052972048,4,0,0.9,0.9,1,True,True
92,1697052971893,5,0,3.0,3.0,0,True,True
93,1697052971857,6,1,47.9,0.0,1,True,True
94,1697052972010,7,0,16.7,16.7,0,True,True
95,1697052971898,8,0,1.7,36.9,1,True,False
96,1697052971893,9,0,3.5,3.5,0,True,True
97,1697052971911,10,0,2.3,17.8,1,True,True
98,1697052972083,11,1,14.8,14.8,0,True,True
99,1697052972112,1,0,6.0,6.0,0,True,True
100,1697052972057,2,0,17.1,29.5,1,True,True
101,1697052972002,3,0,13.5,13.5,0,True,True
102,1697052972048,4,0,0.9,0.9,1,True,True
103,1697052971893,5,0,3.0,3.0,0,True,True
104,1697052971957,6,1,48.0,0.0,1,True,True
105,1697052972010,7,0,16.7,16.7,0,True,True
106,1697052971898,8,0,1.7,36.9,1,True,False
107,1697052971893,9,0,3.5,3.5,0,True,True
108,1697052972010,10,0,2.4,17.9,1,True,True
109,1697052972083,11,1,14.8,14.8,0,True,True
110,1697052972312,1,0,6.2,6.2,0,True,True
111,1697052972257,2,0,17.3,29.7,1,True,True
112,1697052972202,3,0,13.7,13.7,0,True,True
113,1697052972148,4,0,1.0,1.0,1,True,True
114,1697052972092,5,0,3.2,3.2,0,True,True
115,1697052971957,6,1,48.0,0.0,1,True,True
116,1697052972210,7,0,16.9,16.9,0,True,True
117,1697052971998,8,0,1.8,37.0,1,True,False
118,1697052972092,9,0,3.7,3.7,0,True,True
119,1697052972110,10,0,2.5,18.0,1,True,True
120,1697052972283,11,1,15.0,15.0,0,True,True
121,1697052972413,1,0,6.3,6.3,0,True,True
122,1697052972357,2,0,17.4,29.8,1,True,True
123,1697052972403,3,0,13.9,13.9,0,True,True
124,1697052972348,4,0,1.2,1.2,1,True,True
125,1697052972192,5,0,3.3,3.3,0,True,True
126,1697052972157,6,1,48.2,0.0,1,True,True
127,1697052972310,7,0,17.0,17.0,0,True,True
128,1697052972198,8,0,2.0,37.2,1,True,False
129,1697052972193,9,0,3.8,3.8,0,True,True
130,1697052972210,10,0,2.6,18.1,1,True,False
131,1697052972383,11,1,15.1,15.1,0,True,True
132,1697052972512,1,0,6.4,6.4,0,True,True
133,1697052972458,2,0,17.5,29.9,1,True,True
134,1697052972403,3,0,13.9,13.9,0,True,True
135,1697052972449,4,0,1.3,1.3,1,True,True
136,1697052972292,5,0,3.4,3.4,0,True,True
137,1697052972257,6,1,48.3,0.0,1,True,True
138,1697052972411,7,0,17.1,17.1,0,True,True
139,1697052972298,8,0,2.1,37.3,1,True,False
140,1697052972292,9,0,3.9,3.9,0,True,True
141,1697052972310,10,0,2.7,18.2,1,True,True
142,1697052972484,11,1,15.2,15.2,0,True,True
143,1697052972512,1,0,6.4,6.4,0,True,True
144,1697052972557,2,0,17.6,30.0,1,True,True
145,1697052972502,3,0,14.0,14.0,0,True,True
146,1697052972449,4,0,1.3,1.3,1,True,True
147,1697052972292,5,0,3.4,3.4,0,True,True
148,1697052972257,6,1,48.3,0.0,1,True,True
149,1697052972411,7,0,17.1,17.1,0,True,True
150,1697052972298,8,0,2.1,37.3,1,True,False
151,1697052972292,9,0,3.9,3.9,0,True,True
152,1697052972411,10,0,2.8,18.3,1,True,True
153,1697052972484,11,1,15.2,15.2,0,True,True
154,1697052972712,1,0,6.6,6.6,0,True,True
155,1697052972657,2,0,17.7,30.1,1,True,True
156,1697052972702,3,0,14.2,14.2,0,True,True
157,1697052972648,4,0,1.5,1.5,1,True,True
158,1697052972493,5,0,3.6,3.6,0,True,True
159,1697052972458,6,1,48.5,0.0,1,True,True
160,1697052972610,7,0,17.3,17.3,0,True,True
161,1697052972499,8,0,2.3,37.5,1,True,False
162,1697052972494,9,0,4.1,4.1,0,True,True
163,1697052972510,10,0,2.9,18.4,1,True,True
164,1697052972683,11,1,15.4,15.4,0,True,True
165,1697052972812,1,0,6.7,6.7,0,True,True
166,1697052972757,2,0,17.8,30.2,1,True,True
167,1697052972702,3,0,14.2,14.2,0,True,True
168,1697052972748,4,0,1.6,1.6,1,True,True
169,1697052972592,5,0,3.7,3.7,0,True,True
170,1697052972557,6,1,48.6,0.0,1,True,True
171,1697052972710,7,0,17.4,17.4,0,True,True
172,1697052972499,8,0,2.3,37.5,1,True,False
173,1697052972592,9,0,4.2,4.2,0,True,True
174,1697052972610,10,0,3.0,18.5,1,True,True
175,1697052972783,11,1,15.5,15.5,0,True,True
176,1697052972912,1,0,6.8,6.8,0,True,True
177,1697052972857,2,0,17.9,30.3,1,True,True
178,1697052972902,3,0,14.4,14.4,0,True,True
179,1697052972848,4,0,1.7,1.7,1,True,True
180,1697052972692,5,0,3.8,3.8,0,True,True
181,1697052972657,6,1,48.7,0.0,1,True,True
182,1697052972810,7,0,17.5,17.5,0,True,True
183,1697052972698,8,0,2.5,37.7,1,True,False
184,1697052972693,9,0,4.3,4.3,0,True,True
185,1697052972710,10,0,3.1,18.6,1,True,True
186,1697052972883,11,1,15.6,15.6,0,True,True
187,1697052973011,1,0,6.9,6.9,0,True,True
188,1697052972957,2,0,18.0,30.4,1,True,True
189,1697052973002,3,0,14.5,14.5,0,True,True
190,1697052972948,4,0,1.8,1.8,1,True,True
191,1697052972792,5,0,3.9,3.9,0,True,True
192,1697052972757,6,1,48.8,0.0,1,True,True
193,1697052972910,7,0,17.6,17.6,0,True,True
194,1697052972798,8,0,2.6,37.8,1,True,False
195,1697052972792,9,0,4.4,4.4,0,True,True
196,1697052972810,10,0,3.2,18.7,1,True,True
197,1697052972983,11,1,15.7,15.7,0,True,True
198,1697052973011,1,0,6.9,6.9,0,True,True
199,1697052973056,2,0,18.1,30.5,1,True,True
200,1697052973002,3,0,14.5,14.5,0,True,True
201,1697052973048,4,0,1.9,1.9,1,True,True
202,1697052972892,5,0,4.0,4.0,0,True,True
203,1697052972857,6,1,48.9,0.0,1,True,True
204,1697052973010,7,0,17.7,17.7,0,True,True
205,1697052972798,8,0,2.6,37.8,1,True,False
206,1697052972892,9,0,4.5,4.5,0,True,True
207,1697052972910,10,0,3.3,18.8,1,True,True
208,1697052973082,11,1,15.8,15.8,0,True,True
209,1697052973211,1,0,7.1,7.1,0,True,True
210,1697052973156,2,0,18.2,30.6,1,True,True
211,1697052973102,3,0,14.6,14.6,0,True,True
212,1697052973148,4,0,2.0,2.0,1,True,True
213,1697052972992,5,0,4.1,4.1,0,True,True
214,1697052972957,6,1,49.0,0.0,1,True,True
215,1697052973110,7,0,17.8,17.8,0,True,True
216,1697052972998,8,0,2.8,38.0,1,True,False
217,1697052972993,9,0,4.6,4.6,0,True,True
218,1697052973009,10,0,3.4,18.9,1,True,True
219,1697052973182,11,1,15.9,15.9,0,True,True
220,1697052973311,1,0,7.2,7.2,0,True,True
221,1697052973256,2,0,18.3,30.7,1,True,True
222,1697052973302,3,0,14.8,14.8,0,True,True
223,1697052973248,4,0,2.1,2.1,1,True,True
224,1697052973092,5,0,4.2,4.2,0,True,True
225,1697052973056,6,1,49.1,0.0,1,True,True
226,1697052973210,7,0,17.9,17.9,0,True,True
227,1697052973097,8,0,2.9,38.1,1,True,False
228,1697052973092,9,0,4.7,4.7,0,True,True
229,1697052973109,10,0,3.5,19.0,1,True,True
230,1697052973282,11,1,16.0,16.0,0,True,True
231,1697052973412,1,0,7.3,7.3,0,True,True
232,1697052973356,2,0,18.4,30.8,1,True,True
233,1697052973403,3,0,14.9,14.9,0,True,True
234,1697052973348,4,0,2.2,2.2,1,True,True
235,1697052973192,5,0,4.3,4.3,0,True,True
236,1697052973156,6,1,49.2,0.0,1,True,True
237,1697052973310,7,0,18.0,18.0,0,True,True
238,1697052973097,8,0,2.9,38.1,1,True,False
239,1697052973192,9,0,4.8,4.8,0,True,True
240,1697052973209,10,0,3.6,19.1,1,True,True
