1,1,1,2023-10-13 10:23:17.420000
1,1,2,2023-10-13 10:23:39.427000
1,1,3,2023-10-13 10:24:16.233000
1,4,2023-10-13 10:24:53.625000
1,5,2023-10-13 10:25:31.119000
2,2,1,2023-10-13 10:24:10.993000
3,3,1,2023-10-13 10:23:17.323000
3,3,2,2023-10-13 10:23:54.834000
3,3,2023-10-13 10:24:40.633000
3,4,2023-10-13 10:25:27.424000
4,4,1,2023-10-13 10:24:23.058000
5,5,1,2023-10-13 10:24:17.854000
5,2,2023-10-13 10:25:18.041000
6,6,1,2023-10-13 10:23:54.317000
6,2,2023-10-13 10:24:31.818000
6,3,2023-10-13 10:25:10.208000
7,7,1,2023-10-13 10:24:03.582000
7,2,2023-10-13 10:24:50.377000
8,8,1,2023-10-13 10:23:54.740000
8,2,2023-10-13 10:24:55.935000
9,9,1,2023-10-13 10:23:17.427000
9,9,2,2023-10-13 10:23:41.333000
9,9,3,2023-10-13 10:24:17.940000
9,4,2023-10-13 10:24:54.231000
9,5,2023-10-13 10:25:30.427000
10,10,1,2023-10-13 10:23:17.435000
10,10,2,2023-10-13 10:23:32.738000
10,10,3,2023-10-13 10:24:03.046000
10,4,2023-10-13 10:24:34.446000
10,5,2023-10-13 10:25:05.737000
11,11,1,2023-10-13 10:24:18.798000
11,2,2023-10-13 10:24:50.791000
