,episode,time_sec,action,updated action
0,1,180.1,"0,1,1,1,1,1,0,1,1,1,1","0,1,0,0,0,1,0,0,0,1,1"
1,1,180.2,"0,1,1,0,1,1,0,0,1,1,1","0,1,0,0,0,1,0,0,0,1,1"
2,1,180.3,"0,0,1,1,0,1,0,0,1,0,0","0,0,0,0,0,1,0,0,0,0,0"
3,1,180.4,"0,0,0,0,0,1,0,0,1,0,0","0,0,0,0,0,1,0,0,0,0,0"
4,1,180.5,"0,1,0,1,0,1,0,1,1,0,0","0,1,0,0,0,1,0,0,0,0,0"
5,1,180.6,"0,1,1,1,0,0,0,1,1,0,1","0,1,0,1,0,0,0,0,0,0,1"
6,1,180.7,"1,1,1,1,0,1,1,0,0,1,0","0,1,0,1,0,1,0,0,0,1,0"
7,1,180.8,"0,1,1,1,1,1,1,0,1,1,0","0,1,0,1,0,1,0,0,0,1,0"
8,1,180.9,"0,1,1,1,1,1,1,1,0,0,0","0,1,0,1,0,1,0,0,0,0,0"
9,1,181.0,"1,0,1,1,1,1,0,0,0,1,0","0,0,0,1,0,1,0,0,0,1,0"
10,1,181.1,"0,1,1,1,1,0,0,0,0,0,0","0,1,0,1,0,0,0,0,0,0,0"
11,1,181.2,"0,0,0,1,0,1,1,1,0,1,0","0,0,0,1,0,1,0,0,0,1,0"
12,1,181.3,"1,1,1,0,0,0,0,1,1,1,0","0,1,0,0,0,0,0,0,0,1,0"
13,1,181.4,"0,1,1,1,0,1,0,1,1,0,1","0,1,0,1,0,1,0,0,0,0,1"
14,1,181.5,"1,0,0,1,1,1,0,1,0,1,0","0,0,0,1,0,1,0,0,0,1,0"
15,1,181.6,"1,1,0,0,1,1,0,0,0,0,1","0,1,0,0,0,1,0,0,0,0,1"
16,1,181.7,"0,1,1,1,1,1,0,1,1,0,0","0,1,0,1,0,1,0,0,0,0,0"
17,1,181.8,"0,1,0,1,0,1,1,0,1,1,0","0,1,0,1,0,1,0,0,0,1,0"
18,1,181.9,"1,1,1,1,0,1,1,0,1,1,1","0,1,0,1,0,1,0,0,0,1,1"
19,1,182.0,"0,1,1,1,1,1,0,0,1,1,0","0,1,0,1,0,1,0,0,0,1,0"
20,1,182.1,"0,0,1,0,1,1,0,0,1,0,0","0,0,0,0,0,1,0,0,0,0,0"
21,1,182.2,"0,0,1,1,1,1,0,1,0,0,1","0,0,0,1,0,1,0,0,0,0,1"
22,1,182.3,"0,1,1,0,1,1,0,1,1,0,0","0,1,0,0,0,1,0,0,0,0,0"
23,1,182.4,"0,0,0,1,0,0,1,0,1,1,0","0,0,0,1,0,0,0,0,0,1,0"
24,1,182.5,"0,0,0,1,1,0,0,1,1,1,0","0,0,0,1,0,0,0,0,0,1,0"
25,1,182.6,"1,1,0,1,1,0,1,0,0,1,1","0,1,0,1,0,0,0,0,0,1,1"
26,1,182.7,"0,0,1,1,1,0,0,1,0,1,0","0,0,0,1,0,0,0,0,0,1,0"
27,1,182.8,"0,1,1,1,0,1,1,1,1,1,0","0,1,0,1,0,1,0,0,1,1,0"
28,1,182.9,"1,0,1,1,0,1,1,1,1,0,0","0,0,0,1,0,1,0,0,1,0,0"
29,1,183.0,"1,1,0,1,0,1,1,1,1,0,0","0,1,0,1,0,1,0,0,1,0,0"
30,1,183.1,"1,1,1,1,0,1,1,1,1,0,0","0,1,0,1,0,1,0,0,1,0,0"
31,1,183.2,"1,1,0,0,1,1,0,1,1,0,0","0,1,0,0,0,1,0,0,1,0,0"
32,1,183.3,"0,1,1,0,1,1,1,1,1,0,1","0,1,0,0,0,0,0,1,1,0,1"
33,1,183.4,"1,0,1,1,1,1,1,0,1,1,0","0,0,0,1,0,0,0,0,1,1,0"
34,1,183.5,"0,0,1,1,0,1,0,1,1,1,1","0,0,0,1,0,0,0,1,1,1,1"
35,1,183.6,"1,0,0,1,0,1,1,1,1,1,0","0,0,0,1,0,0,1,1,1,1,0"
36,1,183.7,"0,0,0,1,1,1,0,0,1,1,0","0,0,0,1,0,0,0,0,1,1,0"
37,1,183.8,"0,1,1,1,0,1,1,0,0,1,0","0,1,0,1,0,0,1,0,0,1,0"
38,1,183.9,"0,1,0,1,1,1,0,1,1,1,0","0,1,0,1,0,0,0,1,1,1,0"
39,1,184.0,"1,0,1,1,1,0,1,0,1,0,1","0,0,0,1,0,0,1,0,1,0,1"
40,1,184.1,"0,1,0,1,1,1,1,0,1,1,1","0,0,0,1,0,0,1,0,1,0,1"
41,1,184.2,"0,1,1,1,1,1,0,1,0,0,0","0,0,0,1,0,0,0,1,0,0,0"
42,1,184.3,"0,0,1,1,1,1,0,1,1,1,0","0,0,0,1,0,0,0,1,1,0,0"
43,1,184.4,"0,1,1,0,1,0,1,1,1,1,0","0,0,0,0,0,0,1,1,1,0,0"
44,1,184.5,"1,1,0,1,1,1,0,0,0,1,0","0,0,0,1,0,0,0,0,0,0,0"
45,1,184.6,"0,1,1,1,1,1,1,1,1,1,0","0,0,0,1,0,0,1,1,1,0,0"
46,1,184.7,"0,1,1,1,1,1,1,1,1,0,1","0,0,0,1,0,0,1,1,1,0,1"
47,1,184.8,"1,1,1,1,1,0,1,1,1,1,0","0,0,0,1,0,0,1,1,1,0,0"
48,1,184.9,"0,1,1,1,0,0,0,1,0,1,0","0,0,0,1,0,0,0,1,0,0,0"
49,1,185.0,"1,1,1,0,0,0,0,0,1,0,0","0,0,0,0,0,0,0,0,1,0,0"
50,1,185.1,"0,1,1,1,1,0,1,1,1,1,1","0,0,0,0,1,0,1,1,1,0,1"
51,1,185.2,"1,1,1,0,1,1,1,1,0,1,0","0,0,0,0,1,0,1,1,0,0,0"
52,1,185.3,"0,1,1,1,1,1,0,0,1,0,1","0,0,0,0,1,0,0,0,1,0,1"
53,1,185.4,"0,0,1,0,1,0,0,1,0,0,1","0,0,0,0,1,0,0,1,0,0,1"
54,1,185.5,"0,1,1,0,1,1,0,0,0,0,0","0,0,0,0,1,0,0,0,0,0,0"
55,1,185.6,"0,0,1,1,1,1,1,0,1,1,0","0,0,0,0,1,0,1,0,1,0,0"
56,1,185.7,"1,0,1,1,1,1,0,1,0,0,0","0,0,0,0,1,0,0,1,0,0,0"
57,1,185.8,"0,0,0,0,1,1,1,1,1,0,0","0,0,0,0,1,0,1,1,1,0,0"
58,1,185.9,"0,0,0,0,1,1,1,1,1,0,1","0,0,0,0,1,0,1,1,1,0,1"
59,1,186.0,"0,1,1,1,1,1,0,0,1,1,1","0,0,0,0,1,0,0,0,1,0,1"
60,1,186.1,"1,1,1,1,1,1,1,1,1,1,0","0,0,0,0,1,0,1,1,1,0,0"
61,1,186.2,"0,0,0,1,1,0,0,1,1,1,0","0,0,0,0,1,0,0,1,1,0,0"
62,1,186.3,"1,1,1,1,1,0,1,0,0,0,0","0,0,0,0,1,0,1,0,0,0,0"
63,1,186.4,"0,1,1,1,1,0,0,1,0,1,1","0,0,0,0,1,0,0,1,0,0,1"
64,1,186.5,"0,0,1,1,1,0,1,1,0,0,1","0,0,0,0,1,0,1,1,0,0,1"
65,1,186.6,"0,0,0,1,0,1,1,0,0,1,0","0,0,0,0,0,0,1,0,0,0,0"
66,1,186.7,"0,0,1,1,1,0,0,1,1,0,0","0,0,0,0,1,0,0,1,0,0,0"
67,1,186.8,"1,1,1,1,1,0,1,1,0,1,0","1,0,0,0,1,0,1,1,0,0,0"
68,1,186.9,"0,0,1,1,0,1,0,0,0,1,1","0,0,0,0,0,0,0,0,0,0,1"
69,1,187.0,"0,0,1,1,0,1,1,0,0,0,1","0,0,0,0,0,0,1,0,0,0,1"
70,1,187.1,"0,1,1,1,1,1,0,1,1,0,1","0,1,0,0,1,0,0,1,0,0,1"
71,1,187.2,"0,0,0,1,1,1,0,0,0,1,1","0,0,0,0,1,0,0,0,0,0,1"
72,1,187.3,"0,1,1,1,0,0,1,1,0,0,0","0,1,0,0,0,0,1,0,0,0,0"
73,1,187.4,"1,1,1,1,1,1,0,1,1,0,0","1,1,0,0,1,0,0,0,0,0,0"
74,1,187.5,"1,0,1,0,1,1,1,0,0,1,1","1,0,0,0,1,0,1,0,0,0,1"
75,1,187.6,"1,1,1,1,1,1,0,1,1,0,0","1,1,0,0,1,0,0,0,0,0,0"
76,1,187.7,"0,0,1,1,0,1,0,1,1,1,0","0,0,0,0,0,0,0,0,0,0,0"
77,1,187.8,"1,1,1,1,1,0,0,1,1,1,1","1,1,0,0,1,0,0,0,0,0,1"
78,1,187.9,"1,0,0,0,1,0,1,1,1,1,0","1,0,0,0,1,0,1,0,0,0,0"
79,1,188.0,"1,1,0,0,0,1,0,1,1,1,0","1,1,0,0,0,0,0,0,0,0,0"
80,1,188.1,"1,1,1,1,1,1,1,1,1,1,0","1,1,0,0,1,0,1,0,0,0,0"
81,1,188.2,"0,1,1,1,0,1,0,0,1,0,0","0,1,0,0,0,0,0,0,0,0,0"
82,1,188.3,"0,0,0,1,1,0,0,1,1,0,1","0,0,0,0,1,0,0,0,0,0,1"
83,1,188.4,"1,0,1,1,1,1,0,0,1,0,1","1,0,0,0,1,0,0,0,0,0,1"
84,1,188.5,"0,1,0,1,1,0,0,1,1,1,1","0,1,0,0,1,0,0,0,0,0,1"
85,1,188.6,"0,0,1,1,1,1,0,1,1,0,1","0,0,0,0,1,0,0,0,0,0,1"
86,1,188.7,"1,1,0,0,0,1,0,0,1,1,0","1,1,0,0,0,0,0,0,0,0,0"
87,1,188.8,"0,1,1,1,0,1,0,1,1,1,0","0,1,0,0,0,0,0,0,0,0,0"
88,1,188.9,"1,0,0,1,1,0,1,1,0,0,1","1,0,0,0,1,0,0,0,0,0,1"
89,1,189.0,"0,1,1,1,0,1,0,0,1,1,0","0,1,0,0,0,0,0,0,0,0,0"
90,1,189.1,"0,0,1,1,1,0,1,1,0,1,0","0,0,0,0,1,0,0,0,0,0,0"
91,1,189.2,"0,1,0,1,1,1,0,1,1,0,0","0,1,0,0,1,0,0,0,0,0,0"
92,1,189.3,"1,1,1,1,1,1,0,1,1,1,0","1,1,0,0,0,0,0,0,0,0,0"
93,1,189.4,"1,1,1,1,1,1,1,1,1,1,0","1,1,0,0,0,0,0,0,0,0,0"
94,1,189.5,"0,1,1,1,0,0,0,1,1,1,1","0,1,0,0,0,0,0,0,0,0,1"
95,1,189.6,"0,0,1,1,1,0,1,1,0,1,1","0,0,0,0,0,0,0,0,0,0,1"
96,1,189.7,"1,1,1,1,0,0,0,0,1,1,0","1,1,0,0,0,0,0,0,0,0,0"
97,1,189.8,"1,1,1,1,0,1,0,1,1,0,0","1,1,0,0,0,0,0,0,0,0,0"
98,1,189.9,"0,1,0,1,0,1,0,1,0,1,0","0,1,0,0,0,0,0,0,0,0,0"
99,1,190.0,"1,0,1,1,1,1,1,1,1,1,0","1,0,0,0,0,0,0,0,0,0,0"
100,1,190.1,"0,0,0,1,0,1,1,0,0,1,0","0,0,0,0,0,0,0,0,0,0,0"
