,episode,time_sec,action,updated action
0,1,240.1,"1,1,0,0,1,1,0,0,0,1,0","0,1,0,0,0,1,0,0,0,1,0"
1,1,240.2,"1,0,0,0,1,1,0,1,0,1,1","0,0,0,0,0,1,0,0,0,1,1"
2,1,240.3,"1,1,1,0,0,1,0,1,0,0,1","0,1,0,0,0,1,0,0,0,0,1"
3,1,240.4,"0,1,0,1,0,1,1,0,1,0,1","0,1,0,1,0,1,0,0,0,0,1"
4,1,240.5,"1,1,0,0,1,1,0,1,1,0,1","0,1,0,0,0,1,0,0,0,0,1"
5,1,240.6,"1,1,1,1,1,1,0,1,1,1,0","0,1,0,1,0,1,0,0,0,1,0"
6,1,240.7,"1,0,1,1,1,1,0,1,1,0,1","0,0,0,1,0,1,0,0,0,0,1"
7,1,240.8,"1,1,0,1,1,1,1,1,0,1,1","0,1,0,1,0,1,0,0,0,1,1"
8,1,240.9,"0,1,0,1,0,1,1,1,1,1,0","0,1,0,1,0,1,1,0,0,1,0"
9,1,241.0,"1,1,0,1,0,1,0,0,1,0,0","0,1,0,1,0,1,0,0,0,0,0"
10,1,241.1,"1,1,0,0,1,1,0,1,0,1,1","0,1,0,0,0,1,0,0,0,1,1"
11,1,241.2,"1,1,0,1,0,1,0,1,1,0,0","0,1,0,1,0,1,0,0,0,0,0"
12,1,241.3,"1,1,0,1,0,1,0,1,0,1,0","0,1,0,1,0,1,0,0,0,1,0"
13,1,241.4,"0,1,1,0,1,1,1,1,1,1,0","0,1,0,0,1,1,1,0,0,1,0"
14,1,241.5,"1,1,1,1,1,1,0,1,1,0,0","0,1,0,1,1,1,0,0,0,0,0"
15,1,241.6,"1,1,0,0,0,1,0,1,1,0,0","0,1,0,0,0,1,0,0,0,0,0"
16,1,241.7,"0,0,1,1,0,1,0,1,1,0,0","0,0,0,1,0,1,0,0,0,0,0"
17,1,241.8,"0,1,0,0,0,0,0,0,0,1,0","0,1,0,0,0,0,0,0,0,1,0"
18,1,241.9,"1,1,1,0,1,1,0,0,0,1,0","0,1,0,0,1,1,0,0,0,1,0"
19,1,242.0,"1,0,1,1,0,1,0,1,1,1,0","0,0,0,1,0,1,0,0,0,1,0"
20,1,242.1,"1,1,1,1,0,1,0,1,1,1,0","0,1,0,1,0,1,0,0,0,1,0"
21,1,242.2,"1,0,1,1,0,0,0,0,0,0,1","0,0,0,1,0,0,0,0,0,0,1"
22,1,242.3,"1,1,0,1,1,1,0,1,1,1,1","0,1,0,1,1,1,0,0,0,1,1"
23,1,242.4,"1,1,1,1,1,1,0,1,0,0,0","0,1,0,1,1,1,0,0,0,0,0"
24,1,242.5,"1,1,0,1,1,1,1,0,1,1,0","0,1,0,1,1,1,1,0,0,1,0"
25,1,242.6,"1,0,0,1,0,0,0,0,1,1,0","0,0,0,1,0,0,0,0,0,1,0"
26,1,242.7,"1,1,0,1,1,1,0,0,1,1,0","0,1,0,1,1,1,0,0,0,1,0"
27,1,242.8,"1,1,0,0,1,1,0,0,0,0,1","0,1,0,0,1,0,0,0,0,0,1"
28,1,242.9,"1,1,0,1,1,1,1,1,0,0,1","0,1,0,1,1,0,1,0,0,0,1"
29,1,243.0,"0,1,0,1,1,0,1,0,0,0,0","0,1,0,1,1,0,1,0,0,0,0"
30,1,243.1,"0,1,1,1,1,1,1,1,1,1,1","0,1,0,1,1,0,1,0,0,1,1"
31,1,243.2,"1,1,0,0,1,1,1,1,1,1,1","0,1,0,0,1,0,1,0,0,1,1"
32,1,243.3,"0,1,1,1,1,1,1,1,0,1,1","0,1,0,1,1,0,1,0,0,1,1"
33,1,243.4,"1,1,1,1,1,1,1,1,0,1,1","0,1,0,1,1,0,1,0,0,1,1"
34,1,243.5,"1,1,0,1,0,0,1,1,1,1,0","0,1,0,1,0,0,1,0,0,1,0"
35,1,243.6,"1,1,0,1,0,1,0,1,1,1,0","0,1,0,1,0,0,0,0,0,1,0"
36,1,243.7,"1,1,1,1,0,0,0,0,1,0,0","0,1,0,0,0,0,0,0,0,0,0"
37,1,243.8,"1,1,0,1,0,1,0,0,0,1,0","0,1,0,0,0,0,0,0,0,0,0"
