1,1,2023-10-11 15:55:17.969000
1,2,2023-10-11 15:55:38.577000
1,3,2023-10-11 15:56:16.092000
2,1,2023-10-11 15:55:17.917000
2,2,2023-10-11 15:55:51.231000
3,1,2023-10-11 15:55:17.964000
3,2,2023-10-11 15:55:55.779000
5,1,2023-10-11 15:55:17.757000
5,2,2023-10-11 15:55:45.068000
6,1,2023-10-11 15:55:17.814000
6,2,2023-10-11 15:55:40.222000
6,3,2023-10-11 15:56:17.137000
7,1,2023-10-11 15:55:17.971000
7,2,2023-10-11 15:55:43.281000
8,1,2023-10-11 15:55:17.758000
8,2,2023-10-11 15:55:43.768000
9,1,2023-10-11 15:55:17.852000
9,2,2023-10-11 15:55:40.861000
9,3,2023-10-11 15:56:17.276000
10,1,2023-10-11 15:55:17.763000
10,2,2023-10-11 15:55:32.969000
10,3,2023-10-11 15:56:04.181000
11,1,2023-10-11 15:55:55.658000
