1,1,1,1,1,1,1,2023-10-18 14:39:07.980000
1,1,1,1,1,1,2,2023-10-18 14:39:28.578000
1,1,1,1,1,3,2023-10-18 14:40:15.594000
1,1,1,1,1,4,2023-10-18 14:41:10.606000
1,1,1,5,2023-10-18 14:43:34.871000
1,1,6,2023-10-18 14:44:22.875000
1,1,7,2023-10-18 14:45:20.388000
1,8,2023-10-18 14:46:02.800000
2,2,2,2,2,2,1,2023-10-18 14:39:52.226000
2,2,2,2,2,2,2023-10-18 14:40:33.643000
2,2,2,2,3,2023-10-18 14:41:52.741000
2,2,2,2,4,2023-10-18 14:42:37.136000
2,5,2023-10-18 14:45:46.038000
2,6,2023-10-18 14:46:50.748000
3,3,3,3,3,3,1,2023-10-18 14:40:13.143000
3,3,3,3,2,2023-10-18 14:41:46.650000
3,3,3,3,2023-10-18 14:42:57.236000
3,3,4,2023-10-18 14:44:32.027000
3,3,5,2023-10-18 14:45:23.740000
3,6,2023-10-18 14:46:24.256000
4,4,4,4,4,4,1,2023-10-18 14:39:59.783000
4,4,4,4,4,2,2023-10-18 14:41:00.802000
4,4,4,4,3,2023-10-18 14:42:01.495000
4,4,4,4,2023-10-18 14:43:20.069000
4,4,5,2023-10-18 14:44:35.773000
4,6,2023-10-18 14:45:44.889000
4,7,2023-10-18 14:46:53.800000
5,5,5,5,5,5,1,2023-10-18 14:39:22.066000
5,5,5,5,5,5,2,2023-10-18 14:39:50.072000
5,5,5,5,5,3,2023-10-18 14:40:27.388000
5,5,5,5,5,4,2023-10-18 14:41:27.692000
5,5,5,5,5,2023-10-18 14:42:21.187000
5,5,5,6,2023-10-18 14:43:28.261000
5,5,7,2023-10-18 14:44:28.567000
5,8,2023-10-18 14:45:33.483000
5,9,2023-10-18 14:46:23.995000
6,6,6,6,6,6,1,2023-10-18 14:39:44.022000
6,6,6,6,6,2,2023-10-18 14:40:21.137000
6,6,6,6,6,3,2023-10-18 14:40:58.048000
6,6,6,6,4,2023-10-18 14:41:35.343000
6,6,6,6,5,2023-10-18 14:42:12.139000
6,6,6,6,2023-10-18 14:43:09.020000
6,6,6,7,2023-10-18 14:43:46.311000
6,6,8,2023-10-18 14:44:34.518000
6,6,9,2023-10-18 14:45:11.326000
6,10,2023-10-18 14:45:49.438000
6,11,2023-10-18 14:46:26.246000
7,7,7,7,7,7,1,2023-10-18 14:39:59.681000
7,7,7,7,7,2,2023-10-18 14:40:46.799000
7,7,7,7,7,3,2023-10-18 14:41:33.096000
7,7,7,7,4,2023-10-18 14:42:19.292000
7,7,7,5,2023-10-18 14:43:05.575000
7,7,7,6,2023-10-18 14:43:52.165000
7,7,7,2023-10-18 14:44:38.172000
7,7,8,2023-10-18 14:45:24.485000
7,9,2023-10-18 14:46:10.697000
8,8,8,8,8,1,2023-10-18 14:40:33.633000
8,8,8,8,2,2023-10-18 14:41:47.232000
8,8,8,8,3,2023-10-18 14:42:24.830000
8,8,8,4,2023-10-18 14:43:40.603000
8,8,5,2023-10-18 14:45:02.815000
8,6,2023-10-18 14:46:04.233000
9,9,9,9,9,1,2023-10-18 14:41:05.256000
9,9,9,9,2,2023-10-18 14:41:51.949000
9,9,9,9,3,2023-10-18 14:42:29.147000
9,9,9,4,2023-10-18 14:43:05.531000
9,9,9,5,2023-10-18 14:43:47.220000
9,9,6,2023-10-18 14:44:35.328000
9,9,7,2023-10-18 14:45:11.536000
9,8,2023-10-18 14:45:47.546000
9,9,2023-10-18 14:46:24.256000
10,10,10,10,10,1,2023-10-18 14:40:56.654000
10,10,10,10,10,2,2023-10-18 14:41:27.051000
10,10,10,10,3,2023-10-18 14:42:02.046000
10,10,10,10,4,2023-10-18 14:42:32.343000
10,10,10,5,2023-10-18 14:43:07.527000
10,10,10,6,2023-10-18 14:43:38.017000
10,10,10,7,2023-10-18 14:44:13.120000
10,10,8,2023-10-18 14:44:47.926000
10,10,9,2023-10-18 14:45:23.035000
10,10,2023-10-18 14:45:59.446000
10,11,2023-10-18 14:46:30.652000
11,11,11,11,11,11,1,2023-10-18 14:39:05.834000
