,time_sec,node,is_curph_mingreenmet,curr_phase_elapsed_time,cycle_elapsed_time,iscurrsg_mainstreet,sg_vehexists,isotherphases_demand
0,1697207134119.0,1,0,3.0,3.0,0,True,True
1,1697207133980.0,2,0,31.3,83.0,0,True,True
2,1697207134023.0,3,1,6.6,6.6,0,True,True
3,1697207134045.0,4,1,27.0,71.0,0,True,True
4,1697207134041.0,5,0,16.0,16.0,0,True,True
5,1697207134106.0,6,0,8.5,23.9,1,True,True
6,1697207134070.0,7,1,22.7,43.7,1,True,True
7,1697207134030.0,8,0,3.1,38.1,1,True,True
8,1697207134126.0,9,0,3.7,3.7,0,True,True
9,1697207134134.0,10,1,12.9,28.4,1,True,True
10,1697207134085.0,11,1,16.5,43.3,0,True,True
11,1697207134219.0,1,0,3.1,3.1,0,True,True
12,1697207134080.0,2,0,31.4,83.1,0,True,True
13,1697207134123.0,3,1,6.7,6.7,0,True,True
14,1697207134245.0,4,1,27.2,71.2,0,True,True
15,1697207134141.0,5,0,16.1,16.1,0,True,True
16,1697207132197.753,6,0,6.6,22.0,1,True,True
17,1697207134171.0,7,1,22.8,43.8,1,True,True
18,1697207134230.0,8,0,3.3,38.3,1,True,True
19,1697207132197.753,9,0,1.8,1.8,0,True,True
20,1697207134234.0,10,1,13.0,28.5,1,True,True
21,1697207134185.0,11,1,16.6,43.4,0,True,True
22,1697207134319.0,1,0,3.2,3.2,0,True,True
23,1697207134180.0,2,0,31.5,83.2,0,True,True
24,1697207134223.0,3,1,6.8,6.8,0,True,True
25,1697207132303.815,4,0,25.3,69.2,0,True,True
26,1697207134241.0,5,0,16.2,16.2,0,True,True
27,1697207134206.0,6,0,8.6,24.0,1,True,True
28,1697207134370.0,7,1,23.0,44.0,1,True,True
29,1697207132298.82,8,0,1.4,36.4,1,True,True
30,1697207134326.0,9,0,3.9,3.9,0,True,True
31,1697207134334.0,10,1,13.1,28.6,1,True,True
32,1697207134285.0,11,1,16.7,43.5,0,True,True
33,1697207134421.0,1,0,3.3,3.3,0,True,True
34,1697207134280.0,2,0,31.6,83.3,0,True,True
35,1697207134424.0,3,1,7.0,7.0,0,True,True
36,1697207134446.0,4,1,27.4,71.4,0,True,True
37,1697207134341.0,5,0,16.3,16.3,0,True,True
38,1697207134306.0,6,0,8.7,24.1,1,True,True
39,1697207134471.0,7,1,23.1,44.1,1,True,True
40,1697207134431.0,8,0,3.5,38.5,1,True,True
41,1697207134427.0,9,0,4.0,4.0,0,True,True
42,1697207134435.0,10,1,13.2,28.7,1,True,True
43,1697207134385.0,11,0,0.1,43.6,1,True,True
44,1697207134619.0,1,0,3.5,3.5,0,True,True
45,1697207134481.0,2,0,31.8,83.5,0,True,True
46,1697207134523.0,3,1,7.1,7.1,0,True,True
47,1697207134545.0,4,1,27.5,71.5,0,True,True
48,1697207134541.0,5,0,16.5,16.5,0,True,True
49,1697207134506.0,6,0,8.9,24.3,1,True,True
50,1697207134571.0,7,1,23.2,44.2,1,True,True
51,1697207134530.0,8,0,3.6,38.6,1,True,True
52,1697207134526.0,9,0,4.1,4.1,0,True,True
53,1697207134534.0,10,1,13.3,28.8,1,True,True
54,1697207134585.0,11,0,0.3,43.8,1,True,True
55,1697207134719.0,1,0,3.6,3.6,0,True,True
56,1697207134580.0,2,0,31.9,83.6,0,True,True
57,1697207134623.0,3,1,7.2,7.2,0,True,True
58,1697207134645.0,4,1,27.6,71.6,0,True,True
59,1697207134641.0,5,0,16.6,16.6,0,True,True
60,1697207134606.0,6,0,9.0,24.4,1,True,True
61,1697207134670.0,7,1,23.3,44.3,1,True,True
62,1697207134630.0,8,0,3.7,38.7,1,True,True
63,1697207134626.0,9,0,4.2,4.2,0,True,True
64,1697207134634.0,10,1,13.4,28.9,1,True,True
65,1697207134685.0,11,0,0.4,43.9,1,True,True
66,1697207134819.0,1,0,3.7,3.7,0,True,True
67,1697207134680.0,2,0,32.0,83.7,0,True,True
68,1697207134723.0,3,1,7.3,7.3,0,True,True
69,1697207134745.0,4,1,27.7,71.7,0,True,True
70,1697207134741.0,5,0,16.7,16.7,0,True,True
71,1697207134706.0,6,0,9.1,24.5,1,True,True
72,1697207134771.0,7,1,23.4,44.4,1,False,True
73,1697207134730.0,8,0,3.8,38.8,1,True,True
74,1697207134726.0,9,0,4.3,4.3,0,True,True
75,1697207134734.0,10,1,13.5,29.0,1,True,True
76,1697207134785.0,11,0,0.5,44.0,1,True,True
77,1697207134919.0,1,0,3.8,3.8,0,True,True
78,1697207134780.0,2,0,32.1,83.8,0,True,True
79,1697207134823.0,3,1,7.4,7.4,0,True,True
80,1697207134845.0,4,1,27.8,71.8,0,True,True
81,1697207134841.0,5,0,16.8,16.8,0,True,True
82,1697207134806.0,6,0,9.2,24.6,1,True,True
83,1697207134871.0,7,1,23.5,44.5,1,True,True
84,1697207134830.0,8,0,3.9,38.9,1,True,True
85,1697207134826.0,9,0,4.4,4.4,0,True,True
86,1697207134934.0,10,1,13.7,29.2,1,True,True
87,1697207134885.0,11,0,0.6,44.1,1,True,True
88,1697207135020.0,1,0,3.9,3.9,0,True,True
89,1697207134980.0,2,0,32.3,84.0,0,True,True
90,1697207134923.0,3,1,7.5,7.5,0,True,True
91,1697207134945.0,4,1,27.9,71.9,0,True,True
92,1697207134941.0,5,0,16.9,16.9,0,True,True
93,1697207134906.0,6,0,9.3,24.7,1,True,True
94,1697207134970.0,7,1,23.6,44.6,1,True,True
95,1697207135030.0,8,0,4.1,39.1,1,True,True
96,1697207135026.0,9,0,4.6,4.6,0,True,True
97,1697207135034.0,10,1,13.8,29.3,1,True,True
98,1697207134985.0,11,0,0.7,44.2,1,True,True
99,1697207135120.0,1,0,4.0,4.0,0,True,True
100,1697207133077.361,2,0,30.4,82.1,0,True,True
101,1697207135024.0,3,1,7.6,7.6,0,True,True
102,1697207135045.0,4,1,28.0,72.0,0,True,True
103,1697207135041.0,5,0,17.0,17.0,0,True,True
104,1697207135007.0,6,0,9.4,24.8,1,True,True
105,1697207135071.0,7,1,23.7,44.7,1,True,True
106,1697207133078.358,8,0,2.1,37.1,1,True,True
107,1697207133084.356,9,0,2.7,2.7,0,True,True
108,1697207133068.361,10,1,11.8,27.3,1,True,False
109,1697207135085.0,11,0,0.8,44.3,1,True,True
110,1697207135220.0,1,0,4.1,4.1,0,True,True
111,1697207135080.0,2,0,32.4,84.1,0,True,True
112,1697207135224.0,3,1,7.8,7.8,0,True,True
113,1697207135145.0,4,1,28.1,72.1,0,True,True
114,1697207135141.0,5,0,17.1,17.1,0,True,True
115,1697207135107.0,6,0,9.5,24.9,1,True,True
116,1697207135171.0,7,1,23.8,44.8,1,True,True
117,1697207135130.0,8,0,4.2,39.2,1,True,True
118,1697207135126.0,9,0,4.7,4.7,0,True,True
119,1697207135234.0,10,1,14.0,29.5,1,False,True
120,1697207135185.0,11,0,0.9,44.4,1,True,True
121,1697207135320.0,1,0,4.2,4.2,0,True,True
122,1697207135280.0,2,0,32.6,84.3,0,True,True
123,1697207135324.0,3,1,7.9,7.9,0,True,True
124,1697207135345.0,4,1,28.3,72.3,0,True,True
125,1697207135341.0,5,0,17.3,17.3,0,True,True
126,1697207135307.0,6,0,9.7,25.1,1,True,True
127,1697207135371.0,7,1,24.0,45.0,1,True,True
128,1697207135330.0,8,0,4.4,39.4,1,True,True
129,1697207135326.0,9,0,4.9,4.9,0,True,True
130,1697207135334.0,10,1,14.1,29.6,1,True,True
131,1697207135285.0,11,0,1.0,44.5,1,True,True
132,1697207135520.0,1,0,4.4,4.4,0,True,True
133,1697207135380.0,2,0,32.7,84.4,0,True,True
134,1697207135425.0,3,1,8.0,8.0,0,True,True
135,1697207135446.0,4,1,28.4,72.4,0,True,True
136,1697207135442.0,5,0,17.4,17.4,0,True,True
137,1697207135408.0,6,0,9.8,25.2,1,True,True
138,1697207135472.0,7,1,24.1,45.1,1,True,True
139,1697207135431.0,8,0,4.5,39.5,1,True,True
140,1697207135427.0,9,0,5.0,5.0,0,True,True
