,time_sec,node,sg_id,demand,sig_state,pedrecall,ped.min.recall,pedwalktime,redduration
0,1697052909035,1,2,0.0,1,0,1,23,0.0
1,1697052909035,1,7,0.03,0,0,0,0,0.0
2,1697052909035,1,6,0.37,1,0,1,0,0.0
3,1697052909035,1,1,0.28,0,0,0,0,0.0
4,1697052909079,2,1,0.42,0,0,0,0,0.0
5,1697052909079,2,2,0.44,1,1,1,29,0.0
6,1697052909079,2,3,0.36,0,0,0,0,0.0
7,1697052909079,2,4,0.02,0,0,0,39,0.0
8,1697052908925,3,1,0.29,0,0,0,0,0.0
9,1697052908925,3,2,0.44,0,1,1,33,0.0
10,1697052908925,3,3,0.37,0,0,0,0,0.0
11,1697052908925,3,4,0.29,1,0,0,29,0.0
12,1697052908972,4,1,0.21,0,0,0,0,0.0
13,1697052908972,4,2,0.38,0,1,0,22,0.0
14,1697052908972,4,3,0.02,0,0,0,0,0.0
15,1697052908972,4,4,0.27,0,1,0,19,0.0
16,1697052908815,5,1,0.42,0,0,0,0,0.0
17,1697052908815,5,2,0.13,0,1,1,22,0.0
18,1697052908815,5,4,0.22,1,1,0,28,0.0
19,1697052908780,6,2,0.25,0,1,1,17,0.0
20,1697052908780,6,4,0.15,0,0,0,25,0.0
21,1697052908933,7,2,0.3,0,1,0,20,0.0
22,1697052908933,7,4,0.43,1,0,0,20,0.0
23,1697052908821,8,2,3.0,1,1,1,21,0.0
24,1697052908821,8,4,6.0,0,1,0,29,0.0
25,1697052908821,8,1,0.0,0,0,0,0,0.0
26,1697052908916,9,2,0.35,1,1,1,18,0.0
27,1697052908916,9,4,0.35,0,0,0,20,0.0
28,1697052908834,10,2,0.22,1,1,1,0,0.0
29,1697052908834,10,4,0.22,0,0,0,20,0.0
30,1697052909106,11,1,0.39,0,0,0,0,0.0
31,1697052909106,11,2,0.18,1,0,1,20,0.0
32,1697052909106,11,3,0.37,0,0,0,0,0.0
33,1697052909106,11,4,0.29,0,0,0,20,0.0
34,1697052909106,11,5,0.06,0,0,0,0,0.0
35,1697052909106,11,6,0.06,1,0,1,20,0.0
36,1697052909135,1,2,0.14,1,0,1,23,0.0
37,1697052909135,1,7,0.5,0,0,0,0,0.1
38,1697052909135,1,6,0.47,1,0,1,0,0.0
39,1697052909135,1,1,0.08,0,0,0,0,0.1
40,1697052909179,2,1,0.12,0,0,0,0,0.1
41,1697052909179,2,2,0.28,1,1,1,29,0.0
42,1697052909179,2,3,0.12,0,0,0,0,0.1
43,1697052909179,2,4,0.18,0,0,0,39,0.1
44,1697052909025,3,1,0.09,0,0,0,0,0.1
45,1697052909025,3,2,0.28,0,1,1,33,0.1
46,1697052909025,3,3,0.49,0,0,0,0,0.1
47,1697052909025,3,4,0.42,1,0,0,29,0.0
48,1697052909072,4,1,0.43,0,0,0,0,0.0
49,1697052909072,4,2,0.01,0,1,0,22,0.1
50,1697052909072,4,3,0.0,0,0,0,0,0.1
51,1697052909072,4,4,0.07,0,1,0,19,0.1
52,1697052908915,5,1,0.3,0,0,0,0,0.1
53,1697052908915,5,2,0.32,0,1,1,22,0.1
54,1697052908915,5,4,0.39,1,1,0,28,0.0
55,1697052908880,6,2,0.23,0,1,1,17,0.1
56,1697052908880,6,4,0.33,0,0,0,25,0.0
57,1697052909033,7,2,0.0,0,1,0,20,0.1
58,1697052909033,7,4,0.28,1,0,0,20,0.0
59,1697052908921,8,2,3.0,1,1,1,21,0.0
60,1697052908921,8,4,6.0,0,1,0,29,0.1
