2,0.27,1,2023-10-12 11:08:21.667961,12.99999999999997
7,0.37,1,2023-10-12 11:08:21.667961,0.9999999999999999
6,0.05,1,2023-10-12 11:08:21.667961,33.70000000000021
1,0.27,1,2023-10-12 11:08:21.667961,13.599999999999968
1,0.34,2,2023-10-12 11:08:21.668959,2.7755575615628914e-17
2,0.01,2,2023-10-12 11:08:21.668959,0.20000000000000004
3,0.32,2,2023-10-12 11:08:21.668959,44.90000000000037
4,0.41,2,2023-10-12 11:08:21.668959,43.900000000000354
1,0.03,3,2023-10-12 11:08:21.669981,0.30000000000000004
2,0.0,3,2023-10-12 11:08:21.669981,0.0
3,0.26,3,2023-10-12 11:08:21.669981,45.10000000000037
4,0.39,3,2023-10-12 11:08:21.669981,38.10000000000027
1,0.26,4,2023-10-12 11:08:21.671969,19.500000000000007
2,0.26,4,2023-10-12 11:08:21.671969,17.899999999999984
3,0.05,4,2023-10-12 11:08:21.671969,0.20000000000000004
4,0.35,4,2023-10-12 11:08:21.671969,-0.10000000000000003
1,0.48,5,2023-10-12 11:08:21.672960,0.2
2,0.13,5,2023-10-12 11:08:21.672960,0.0
4,0.3,5,2023-10-12 11:08:21.672960,9.399999999999983
2,0.19,6,2023-10-12 11:08:21.674958,10.599999999999978
4,0.04,6,2023-10-12 11:08:21.674958,24.800000000000082
2,0.18,7,2023-10-12 11:08:21.675978,0.4
4,0.04,7,2023-10-12 11:08:21.675978,21.300000000000033
2,3,8,2023-10-12 11:08:23.464962,30.400000000000162
4,0,8,2023-10-12 11:08:23.464962,0.0
1,0,8,2023-10-12 11:08:23.464962,0.0
2,0.45,9,2023-10-12 11:08:21.687958,10.29999999999998
4,0.49,9,2023-10-12 11:08:21.687958,-0.10000000000000003
2,0.19,10,2023-10-12 11:08:21.688967,39.30000000000029
4,0.22,10,2023-10-12 11:08:21.688967,7.499999999999989
1,0.16,11,2023-10-12 11:08:21.689964,5.4999999999999964
2,0.39,11,2023-10-12 11:08:21.689964,42.90000000000034
3,0.44,11,2023-10-12 11:08:21.689964,20.000000000000014
4,0.36,11,2023-10-12 11:08:21.689964,42.10000000000033
5,0.03,11,2023-10-12 11:08:21.689964,5.1999999999999975
6,0.38,11,2023-10-12 11:08:21.689964,26.600000000000108
2,0.05,1,2023-10-12 11:08:21.780960,13.09999999999997
7,0.27,1,2023-10-12 11:08:21.780960,0.8999999999999999
6,0.13,1,2023-10-12 11:08:21.780960,33.80000000000021
1,0.18,1,2023-10-12 11:08:21.780960,13.699999999999967
1,0.19,2,2023-10-12 11:08:21.781960,-0.09999999999999998
2,0.22,2,2023-10-12 11:08:21.781960,0.30000000000000004
3,0.1,2,2023-10-12 11:08:21.781960,45.00000000000037
4,0.1,2,2023-10-12 11:08:21.781960,44.000000000000355
1,0.04,3,2023-10-12 11:08:21.783042,0.4
2,0.46,3,2023-10-12 11:08:21.783042,0.1
3,0.36,3,2023-10-12 11:08:21.783042,45.20000000000037
4,0.13,3,2023-10-12 11:08:21.783042,38.20000000000027
1,0.39,4,2023-10-12 11:08:21.783966,19.60000000000001
2,0.06,4,2023-10-12 11:08:21.783966,17.999999999999986
3,0.19,4,2023-10-12 11:08:21.783966,0.30000000000000004
4,0.15,4,2023-10-12 11:08:21.783966,-0.20000000000000004
1,0.41,5,2023-10-12 11:08:21.784963,0.1
2,0.49,5,2023-10-12 11:08:21.784963,0.1
4,0.12,5,2023-10-12 11:08:21.784963,9.499999999999982
2,0.48,6,2023-10-12 11:08:21.785959,10.699999999999978
4,0.14,6,2023-10-12 11:08:21.785959,24.900000000000084
2,0.15,7,2023-10-12 11:08:21.786959,0.30000000000000004
4,0.09,7,2023-10-12 11:08:21.786959,21.400000000000034
2,3,8,2023-10-12 11:08:23.576648,30.500000000000163
4,0,8,2023-10-12 11:08:23.576648,0.0
1,0,8,2023-10-12 11:08:23.576648,0.0
2,0.02,9,2023-10-12 11:08:21.798961,10.399999999999979
4,0.21,9,2023-10-12 11:08:21.798961,-0.20000000000000004
2,0.16,10,2023-10-12 11:08:21.799962,39.20000000000029
4,0.22,10,2023-10-12 11:08:21.799962,7.599999999999989
1,0.18,11,2023-10-12 11:08:21.800960,5.599999999999996
2,0.02,11,2023-10-12 11:08:21.800960,43.00000000000034
3,0.25,11,2023-10-12 11:08:21.800960,19.900000000000013
4,0.01,11,2023-10-12 11:08:21.800960,42.00000000000033
5,0.46,11,2023-10-12 11:08:21.800960,5.299999999999997
6,0.07,11,2023-10-12 11:08:21.800960,26.70000000000011
2,0.19,1,2023-10-12 11:08:21.895961,13.199999999999969
7,0.22,1,2023-10-12 11:08:21.896961,0.7999999999999999
6,0.28,1,2023-10-12 11:08:21.896961,33.90000000000021
1,0.46,1,2023-10-12 11:08:21.896961,13.799999999999967
1,0.42,2,2023-10-12 11:08:21.897959,2.7755575615628914e-17
2,0.12,2,2023-10-12 11:08:21.897959,0.20000000000000004
3,0.26,2,2023-10-12 11:08:21.897959,45.10000000000037
4,0.14,2,2023-10-12 11:08:21.897959,44.10000000000036
1,0.26,3,2023-10-12 11:08:21.897959,0.5
2,0.43,3,2023-10-12 11:08:21.897959,0.0
3,0.36,3,2023-10-12 11:08:21.897959,45.300000000000374
4,0.06,3,2023-10-12 11:08:21.898964,38.300000000000274
1,0.01,4,2023-10-12 11:08:21.899961,19.70000000000001
2,0.31,4,2023-10-12 11:08:21.899961,18.099999999999987
3,0.14,4,2023-10-12 11:08:21.899961,0.20000000000000004
4,0.2,4,2023-10-12 11:08:21.899961,-0.10000000000000003
1,0.29,5,2023-10-12 11:08:21.901964,0.0
2,0.32,5,2023-10-12 11:08:21.901964,0.0
4,0.35,5,2023-10-12 11:08:21.901964,9.599999999999982
2,0.08,6,2023-10-12 11:08:21.902960,10.799999999999978
4,0.34,6,2023-10-12 11:08:21.902960,25.000000000000085
2,0.22,7,2023-10-12 11:08:21.903960,0.4
4,0.43,7,2023-10-12 11:08:21.903960,21.500000000000036
2,3,8,2023-10-12 11:08:23.693911,30.600000000000165
4,0,8,2023-10-12 11:08:23.693911,0.0
1,0,8,2023-10-12 11:08:23.693911,0.0
2,0.29,9,2023-10-12 11:08:21.916956,10.499999999999979
4,0.24,9,2023-10-12 11:08:21.916956,-0.10000000000000003
2,0.43,10,2023-10-12 11:08:21.916956,39.30000000000029
4,0.25,10,2023-10-12 11:08:21.916956,7.699999999999989
1,0.31,11,2023-10-12 11:08:21.917963,5.699999999999996
2,0.47,11,2023-10-12 11:08:21.917963,43.10000000000034
3,0.16,11,2023-10-12 11:08:21.918957,19.80000000000001
4,0.29,11,2023-10-12 11:08:21.918957,42.10000000000033
5,0.4,11,2023-10-12 11:08:21.918957,5.399999999999997
6,0.24,11,2023-10-12 11:08:21.918957,26.80000000000011
2,0.0,1,2023-10-12 11:08:22.009958,13.299999999999969
7,0.04,1,2023-10-12 11:08:22.009958,0.7
6,0.1,1,2023-10-12 11:08:22.009958,34.00000000000021
