1,1,2023-10-13 18:30:47.264000
1,2,2023-10-13 18:36:28.103682
1,3,2023-10-13 18:37:16.797000
1,4,2023-10-13 18:37:54.502000
1,5,2023-10-13 18:39:03.518000
2,1,2023-10-13 18:37:09.550000
3,1,2023-10-13 18:37:13.817000
4,1,2023-10-13 18:30:47.168000
4,2,2023-10-13 18:36:24.100461
4,3,2023-10-13 18:37:26.403000
4,4,2023-10-13 18:38:24.912000
5,1,2023-10-13 18:30:46.721000
6,1,2023-10-13 18:30:47.145000
6,2,2023-10-13 18:36:26.386532
6,3,2023-10-13 18:37:04.476000
6,4,2023-10-13 18:38:01.883000
6,5,2023-10-13 18:38:58.798000
7,1,2023-10-13 18:30:47.219000
7,2,2023-10-13 18:36:27.067518
7,3,2023-10-13 18:37:13.552000
7,4,2023-10-13 18:37:59.958000
7,5,2023-10-13 18:39:13.376000
8,1,2023-10-13 18:30:47.151000
8,2,2023-10-13 18:36:27.068518
8,3,2023-10-13 18:37:37.987000
8,4,2023-10-13 18:38:48.604000
9,1,2023-10-13 18:30:47.133000
9,2,2023-10-13 18:36:22.496456
9,3,2023-10-13 18:37:03.164000
9,4,2023-10-13 18:37:39.969000
9,5,2023-10-13 18:38:18.277000
9,6,2023-10-13 18:39:10.089000
10,1,2023-10-13 18:30:47.185000
10,2,2023-10-13 18:36:27.071518
10,3,2023-10-13 18:36:59.613000
10,4,2023-10-13 18:37:31.118000
10,5,2023-10-13 18:38:08.324000
10,6,2023-10-13 18:38:46.834000
10,7,2023-10-13 18:39:19.441000
11,1,2023-10-13 18:36:51.440000
11,2,2023-10-13 18:37:39.346000
11,3,2023-10-13 18:38:14.152000
11,4,2023-10-13 18:39:15.366000
