1,1,2023-10-13 11:45:30.296000
1,2,2023-10-13 11:45:51.593000
2,1,2023-10-13 11:45:30.272000
2,2,2023-10-13 11:46:03.566000
3,1,2023-10-13 11:45:30.319000
3,2,2023-10-13 11:46:07.811000
5,1,2023-10-13 11:46:06.540000
6,1,2023-10-13 11:45:30.287000
6,2,2023-10-13 11:45:51.884000
6,3,2023-10-13 11:46:29.668000
7,1,2023-10-13 11:45:30.263000
7,2,2023-10-13 11:45:55.259000
8,1,2023-10-13 11:45:30.224000
8,2,2023-10-13 11:45:56.619000
9,1,2023-10-13 11:45:30.213000
9,2,2023-10-13 11:45:53.809000
9,3,2023-10-13 11:46:33.592000
10,1,2023-10-13 11:45:30.296000
10,2,2023-10-13 11:45:45.393000
10,3,2023-10-13 11:46:15.784000
