,time_sec,node,is_curph_mingreenmet,curr_phase_elapsed_time,cycle_elapsed_time,iscurrsg_mainstreet,sg_vehexists,isotherphases_demand
0,1697129407978.0,1,0,0.0,0.0,1,True,True
1,1697129406043.0,2,0,0.0,0.0,0,True,True
2,1697129406042.0,3,0,0.0,0.0,0,True,True
3,1697129407933.0,4,1,0.0,0.0,0,True,True
4,1697129407734.0,5,0,0.0,0.0,1,True,True
5,1697129407754.0,6,0,0.0,0.0,0,True,True
6,1697129407922.0,7,0,0.0,0.0,0,True,True
7,1697129407688.0,8,0,0.0,0.0,0,True,True
8,1697129407778.0,9,0,0.0,0.0,1,True,False
9,1697129407850.0,10,0,0.0,0.0,1,True,True
10,1697129405952.0,11,0,0.0,0.0,1,True,True
11,1697129408178.0,1,0,0.2,0.2,1,True,True
12,1697129406143.0,2,0,0.1,0.0,0,True,True
13,1697129406242.0,3,0,0.2,0.0,0,True,True
14,1697129408133.0,4,0,0.2,0.0,0,True,True
15,1697129407934.0,5,0,0.2,0.2,1,True,True
16,1697129407954.0,6,0,0.2,0.0,0,True,True
17,1697129408122.0,7,0,0.2,0.0,0,True,True
18,1697129407888.0,8,0,0.2,0.0,0,True,True
19,1697129407978.0,9,0,0.2,0.2,1,True,False
20,1697129407950.0,10,0,0.1,0.1,1,True,True
21,1697129406152.0,11,0,0.2,0.2,1,True,True
22,1697129408278.0,1,0,0.3,0.3,1,True,True
23,1697129406243.0,2,0,0.2,0.0,0,True,True
24,1697129406342.0,3,0,0.3,0.0,0,True,True
25,1697129408233.0,4,0,0.3,0.0,0,True,True
26,1697129408034.0,5,0,0.3,0.3,1,True,True
27,1697129408054.0,6,0,0.3,0.0,0,True,True
28,1697129408222.0,7,0,0.3,0.0,0,True,True
29,1697129407988.0,8,0,0.3,0.0,0,True,True
30,1697129408078.0,9,0,0.3,0.3,1,True,False
31,1697129408050.0,10,0,0.2,0.2,1,True,True
32,1697129406252.0,11,0,0.3,0.3,1,True,True
33,1697129408378.0,1,0,0.4,0.4,1,True,True
34,1697129406444.0,2,0,0.4,0.0,0,True,True
35,1697129406443.0,3,0,0.4,0.0,0,True,True
36,1697129408333.0,4,0,0.4,0.0,0,True,True
37,1697129408134.0,5,0,0.4,0.4,1,True,True
38,1697129408154.0,6,0,0.4,0.0,0,True,True
39,1697129408322.0,7,0,0.4,0.0,0,False,True
40,1697129408088.0,8,0,0.4,0.0,0,True,True
41,1697129408178.0,9,0,0.4,0.4,1,True,False
42,1697129408150.0,10,0,0.3,0.3,1,True,True
43,1697129406353.0,11,0,0.4,0.4,1,True,True
44,1697129408479.0,1,0,0.5,0.5,1,True,True
45,1697129406543.0,2,0,0.5,0.0,0,True,True
46,1697129406542.0,3,0,0.5,0.0,0,True,True
47,1697129408434.0,4,0,0.5,0.0,0,True,True
48,1697129408334.0,5,0,0.6,0.6,1,True,True
49,1697129408254.0,6,0,0.5,0.0,0,True,True
50,1697129408522.0,7,0,0.6,0.0,0,True,True
51,1697129408288.0,8,0,0.6,0.0,0,True,True
52,1697129408278.0,9,0,0.5,0.5,1,True,False
53,1697129408350.0,10,0,0.5,0.5,1,True,True
54,1697129406553.0,11,0,0.6,0.6,1,True,True
55,1697129408678.0,1,0,0.7,0.7,1,True,True
56,1697129405541.791,2,0,-0.5,0.0,0,True,True
57,1697129406642.0,3,0,0.6,0.0,0,True,True
58,1697129408633.0,4,0,0.7,0.0,0,True,True
59,1697129408435.0,5,0,0.7,0.7,1,True,True
60,1697129408455.0,6,0,0.7,0.0,0,True,True
61,1697129408622.0,7,0,0.7,0.0,0,True,True
62,1697129408388.0,8,0,0.7,0.0,0,True,True
63,1697129408378.0,9,0,0.6,0.6,1,True,False
64,1697129408451.0,10,0,0.6,0.6,1,True,True
65,1697129406653.0,11,0,0.7,0.7,1,True,True
66,1697129408778.0,1,0,0.8,0.8,1,True,True
67,1697129406743.0,2,0,0.7,0.0,0,True,True
68,1697129406842.0,3,0,0.8,0.0,0,True,True
69,1697129408733.0,4,0,0.8,0.0,0,True,True
70,1697129408534.0,5,0,0.8,0.8,1,True,True
71,1697129408554.0,6,0,0.8,0.0,0,True,True
72,1697129408722.0,7,0,0.8,0.0,0,True,True
73,1697129408489.0,8,0,0.8,0.0,0,True,True
74,1697129408578.0,9,0,0.8,0.8,1,True,False
75,1697129408550.0,10,0,0.7,0.7,1,True,True
76,1697129406753.0,11,0,0.8,0.8,1,True,True
77,1697129408878.0,1,0,0.9,0.9,1,True,True
78,1697129406943.0,2,0,0.9,0.0,0,True,True
79,1697129406942.0,3,0,0.9,0.0,0,True,True
80,1697129408833.0,4,0,0.9,0.0,0,True,True
81,1697129408634.0,5,0,0.9,0.9,1,True,True
82,1697129408654.0,6,0,0.9,0.0,0,True,True
83,1697129408822.0,7,0,0.9,0.0,0,True,True
84,1697129408588.0,8,0,0.9,0.0,0,True,True
85,1697129408678.0,9,0,0.9,0.9,1,True,False
86,1697129408650.0,10,0,0.8,0.8,1,True,True
87,1697129406853.0,11,0,0.9,0.9,1,True,True
88,1697129408978.0,1,0,1.0,1.0,1,True,True
89,1697129407043.0,2,0,1.0,0.0,0,True,True
90,1697129407042.0,3,0,1.0,0.0,0,True,True
91,1697129408933.0,4,0,1.0,0.0,0,True,True
92,1697129408734.0,5,0,1.0,1.0,1,True,True
93,1697129408754.0,6,0,1.0,0.0,0,True,True
94,1697129408922.0,7,0,1.0,0.0,0,True,True
95,1697129408688.0,8,0,1.0,0.0,0,True,True
96,1697129408778.0,9,0,1.0,1.0,1,True,False
97,1697129408750.0,10,0,0.9,0.9,1,True,True
98,1697129406953.0,11,0,1.0,1.0,1,True,True
99,1697129409078.0,1,0,1.1,1.1,1,True,True
100,1697129406008.879,2,0,-0.0,0.0,0,True,True
101,1697129406011.871,3,0,0.0,0.0,0,True,True
102,1697129409033.0,4,0,1.1,0.0,0,True,True
103,1697129408834.0,5,0,1.1,1.1,1,True,True
104,1697129408854.0,6,0,1.1,0.0,0,True,True
105,1697129409022.0,7,0,1.1,0.0,0,True,True
106,1697129408788.0,8,0,1.1,0.0,0,True,True
107,1697129408878.0,9,0,1.1,1.1,1,True,False
108,1697129408950.0,10,0,1.1,1.1,1,True,True
109,1697129407053.0,11,0,1.1,1.1,1,True,True
110,1697129409178.0,1,0,1.2,1.2,1,True,True
111,1697129407143.0,2,0,1.1,0.0,0,True,True
112,1697129407242.0,3,0,1.2,0.0,0,True,True
113,1697129409233.0,4,0,1.3,0.0,0,True,True
114,1697129409034.0,5,0,1.3,1.3,1,True,True
115,1697129408954.0,6,0,1.2,0.0,0,True,True
116,1697129409222.0,7,0,1.3,0.0,0,True,True
117,1697129408988.0,8,0,1.3,0.0,0,True,True
118,1697129408978.0,9,0,1.2,1.2,1,True,False
119,1697129409050.0,10,0,1.2,1.2,1,True,True
120,1697129407153.0,11,0,1.2,1.2,1,True,True
121,1697129409378.0,1,0,1.4,1.4,1,True,True
122,1697129407343.0,2,0,1.3,0.0,0,True,True
123,1697129407443.0,3,0,1.4,0.0,0,True,True
124,1697129409333.0,4,0,1.4,0.0,0,True,True
125,1697129409134.0,5,0,1.4,1.4,1,True,True
126,1697129409154.0,6,0,1.4,0.0,0,True,True
127,1697129409322.0,7,0,1.4,0.0,0,True,True
128,1697129409088.0,8,0,1.4,0.0,0,True,True
129,1697129409178.0,9,0,1.4,1.4,1,True,False
130,1697129409150.0,10,0,1.3,1.3,1,True,True
131,1697129407353.0,11,0,1.4,1.4,1,True,True
132,1697129409479.0,1,0,1.5,1.5,1,True,True
133,1697129407543.0,2,0,1.5,0.0,0,True,True
134,1697129407542.0,3,0,1.5,0.0,0,True,True
135,1697129409434.0,4,0,1.5,0.0,0,True,True
136,1697129409234.0,5,0,1.5,1.5,1,True,True
137,1697129409254.0,6,0,1.5,0.0,0,True,True
138,1697129409423.0,7,0,1.5,0.0,0,True,True
139,1697129409188.0,8,0,1.5,0.0,0,True,True
140,1697129409279.0,9,0,1.5,1.5,1,True,False
141,1697129409250.0,10,0,1.4,1.4,1,True,True
142,1697129407553.0,11,0,1.6,1.6,1,True,True
143,1697129409678.0,1,0,1.7,1.7,1,True,True
144,1697129407643.0,2,0,1.6,0.0,0,True,True
145,1697129407642.0,3,0,1.6,0.0,0,True,True
146,1697129409633.0,4,0,1.7,0.0,0,True,True
147,1697129409435.0,5,0,1.7,1.7,1,True,True
148,1697129409354.0,6,0,1.6,0.0,0,True,True
149,1697129409622.0,7,0,1.7,0.0,0,True,True
150,1697129409388.0,8,0,1.7,0.0,0,True,True
151,1697129409479.0,9,0,1.7,1.7,1,True,False
152,1697129409451.0,10,0,1.6,1.6,1,True,True
153,1697129406545.0981,11,0,0.6,0.6,1,True,True
154,1697129409778.0,1,0,1.8,1.8,1,True,True
155,1697129407743.0,2,0,1.7,0.0,0,True,True
156,1697129407842.0,3,0,1.8,0.0,0,True,True
157,1697129409733.0,4,0,1.8,0.0,0,True,True
158,1697129409534.0,5,0,1.8,1.8,1,True,True
159,1697129409554.0,6,0,1.8,0.0,0,True,True
160,1697129409722.0,7,0,1.8,0.0,0,True,True
161,1697129409489.0,8,0,1.8,0.0,0,True,True
162,1697129409579.0,9,0,1.8,1.8,1,True,False
163,1697129409550.0,10,0,1.7,1.7,1,True,True
164,1697129407753.0,11,0,1.8,1.8,1,True,True
165,1697129409878.0,1,0,1.9,1.9,1,True,True
166,1697129407843.0,2,0,1.8,0.0,0,True,True
167,1697129407942.0,3,0,1.9,0.0,0,True,True
168,1697129409833.0,4,0,1.9,0.0,0,True,True
169,1697129409634.0,5,0,1.9,1.9,1,True,True
170,1697129409654.0,6,0,1.9,0.0,0,True,True
171,1697129409822.0,7,0,1.9,0.0,0,True,True
172,1697129409588.0,8,0,1.9,0.0,0,True,True
173,1697129409679.0,9,0,1.9,1.9,1,True,False
174,1697129409750.0,10,0,1.9,1.9,1,True,True
175,1697129407853.0,11,0,1.9,1.9,1,True,True
176,1697129409978.0,1,0,2.0,2.0,1,True,True
177,1697129407943.0,2,0,1.9,0.0,0,True,True
178,1697129408042.0,3,0,2.0,0.0,0,True,True
179,1697129410033.0,4,0,2.1,0.0,0,True,True
180,1697129409834.0,5,0,2.1,2.1,1,True,True
181,1697129409754.0,6,0,2.0,0.0,0,True,True
182,1697129410022.0,7,0,2.1,0.0,0,True,True
183,1697129409788.0,8,0,2.1,0.0,0,True,True
184,1697129409778.0,9,0,2.0,2.0,1,True,False
185,1697129409850.0,10,0,2.0,2.0,1,True,True
186,1697129408053.0,11,0,2.1,2.1,1,True,True
187,1697129410178.0,1,0,2.2,2.2,1,True,True
188,1697129408143.0,2,0,2.1,0.0,0,True,True
189,1697129408142.0,3,0,2.1,0.0,0,True,True
