1,1,1,1,1,2023-10-20 14:56:41.767000
1,1,1,2,2023-10-20 14:57:28.875000
1,1,3,2023-10-20 14:58:18.467000
1,1,4,2023-10-20 14:59:00.655000
1,5,2023-10-20 15:00:10.438000
2,2,2,2,1,2023-10-20 14:56:47.182000
2,2,2,2023-10-20 14:59:02.968000
3,3,3,1,2023-10-20 14:56:58.289000
3,3,3,2,2023-10-20 14:58:08.788000
3,3,3,2023-10-20 14:59:28.966000
3,4,2023-10-20 15:00:38.647000
4,4,4,4,1,2023-10-20 14:56:36.942000
4,4,2,2023-10-20 14:58:17.842000
4,4,3,2023-10-20 14:59:16.526000
5,5,5,1,2023-10-20 14:57:33.622000
5,5,2,2023-10-20 14:58:34.007000
5,5,3,2023-10-20 14:59:21.296000
5,4,2023-10-20 15:00:05.885000
6,6,6,1,2023-10-20 14:57:03.724000
6,6,6,2,2023-10-20 14:58:05.224000
6,6,3,2023-10-20 14:58:57.009000
6,4,2023-10-20 14:59:49.196000
6,5,2023-10-20 15:00:42.481000
7,7,7,1,2023-10-20 14:57:19.997000
7,7,7,2,2023-10-20 14:58:06.794000
7,7,3,2023-10-20 14:58:53.080000
7,4,2023-10-20 14:59:54.066000
7,5,2023-10-20 15:00:40.652000
8,8,8,8,1,2023-10-20 14:56:36.305000
8,8,8,2,2023-10-20 14:57:57.112000
8,8,3,2023-10-20 14:59:11.591000
8,4,2023-10-20 15:00:12.875000
9,9,9,1,2023-10-20 14:57:04.764000
9,9,9,2,2023-10-20 14:57:51.668000
9,9,3,2023-10-20 14:58:27.656000
9,9,4,2023-10-20 14:59:04.347000
9,5,2023-10-20 14:59:41.237000
9,6,2023-10-20 15:00:32.324000
10,10,10,10,1,2023-10-20 14:56:56.501000
10,10,10,2,2023-10-20 14:57:26.606000
10,10,10,3,2023-10-20 14:58:03.603000
10,10,4,2023-10-20 14:58:40.790000
10,10,5,2023-10-20 14:59:16.382000
10,6,2023-10-20 15:00:11.468000
10,7,2023-10-20 15:00:46.458000
11,11,11,11,1,2023-10-20 14:55:44.162000
