,episode,time_sec,action,updated action
0,1,180.1,"0,1,1,0,0,1,0,0,1,0,0","0,0,0,0,0,0,0,0,1,0,0"
1,1,180.2,"0,0,1,0,1,1,1,1,1,1,0","0,0,0,0,0,0,0,0,1,0,0"
2,1,180.3,"1,0,0,1,0,0,1,1,1,0,1","1,0,0,0,0,0,0,0,1,0,0"
3,1,180.4,"0,1,1,1,1,0,0,1,1,0,1","0,1,0,0,0,0,0,0,1,0,0"
4,1,180.5,"0,0,0,0,1,0,0,1,1,1,1","0,0,0,0,0,0,0,0,1,0,0"
5,1,180.6,"0,0,1,0,1,1,0,0,1,0,0","0,0,0,0,0,0,0,0,1,0,0"
6,1,180.7,"0,0,0,0,1,1,0,1,0,0,1","0,0,0,0,0,0,0,0,0,0,0"
7,1,180.8,"0,0,0,0,1,1,1,1,1,0,1","0,0,0,0,0,0,0,0,1,0,0"
8,1,180.9,"1,0,1,0,0,0,1,0,1,0,0","1,0,0,0,0,0,0,0,1,0,0"
9,1,181.0,"0,1,0,1,0,0,0,0,1,1,1","0,1,0,0,0,0,0,0,1,0,0"
10,1,181.1,"0,0,0,0,0,0,0,1,1,1,0","0,0,0,0,0,0,0,0,1,0,0"
11,1,181.2,"0,1,0,1,1,0,1,1,0,0,0","0,1,0,0,0,0,0,0,0,0,0"
12,1,181.3,"0,0,0,0,1,1,1,1,0,0,0","0,0,0,0,0,0,0,0,0,0,0"
13,1,181.4,"0,0,1,1,1,0,0,0,1,0,1","0,0,0,0,0,0,0,0,1,0,0"
14,1,181.5,"0,0,0,0,1,1,1,1,1,0,0","0,0,0,0,0,0,0,0,1,0,0"
15,1,181.6,"0,0,0,0,0,1,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0"
16,1,181.7,"0,0,0,0,1,1,0,0,0,0,1","0,0,0,0,0,0,0,0,0,0,0"
17,1,181.8,"0,0,0,1,1,1,1,1,1,0,1","0,0,0,0,0,0,0,0,1,0,0"
18,1,181.9,"1,1,1,1,1,1,0,0,1,0,1","1,1,0,0,0,0,0,0,1,0,0"
19,1,182.0,"0,0,1,0,0,1,0,0,1,1,1","0,0,0,0,0,0,0,0,1,0,0"
20,1,182.1,"0,0,1,0,1,1,1,1,1,0,0","0,0,0,0,0,0,0,0,1,0,0"
21,1,182.2,"0,0,0,1,0,0,1,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0"
22,1,182.3,"1,0,0,0,0,1,1,0,1,0,0","1,0,0,0,0,0,0,0,1,0,0"
