,time_sec,node,sg_id,demand,sig_state,pedrecall,ped.min.recall,pedwalktime,redduration
0,1697211997572.0,1,2,0.17,0,0,1,23,47.579
1,1697211997572.0,1,7,0.5,0,0,0,0,2.598
2,1697211997572.0,1,6,0.04,1,0,1,0,0.0
3,1697211997572.0,1,1,0.21,1,0,0,0,0.0
4,1697211997548.0,2,1,0.14,0,0,0,0,67.276
5,1697211997548.0,2,2,0.25,0,1,1,29,35.081
6,1697211997548.0,2,3,0.28,1,0,0,0,0.0
7,1697211997548.0,2,4,0.17,1,0,0,39,0.0
8,1697211997595.0,3,1,3.0,0,0,0,0,67.276
9,1697211997595.0,3,2,8.0,0,1,1,31,32.483
10,1697211997595.0,3,3,1.0,0,0,0,0,67.276
11,1697211997595.0,3,4,5.0,0,0,0,26,67.276
12,1697211997593.0,4,1,0.29,1,0,0,0,0.0
13,1697211997593.0,4,2,0.26,1,1,0,26,0.0
14,1697211997593.0,4,3,0.41,0,0,0,0,57.176
15,1697211997593.0,4,4,0.41,0,1,1,22,67.275
16,1697211997523.0,5,1,0.44,1,0,0,0,0.0
17,1697211997523.0,5,2,0.46,1,1,1,19,0.0
18,1697211997523.0,5,4,0.05,0,0,0,23,4.096
19,1697211997563.0,6,2,0.1,0,1,1,17,9.294
20,1697211997563.0,6,4,0.45,1,0,0,25,0.0
21,1697211997639.0,7,2,0.2,1,1,0,20,0.0
22,1697211997639.0,7,4,0.35,0,0,0,20,23.387
23,1697211997501.0,8,2,0.2,1,1,1,21,0.0
24,1697211997501.0,8,4,0.14,0,1,0,29,7.897
25,1697211997501.0,8,1,0.34,1,0,0,0,0.0
26,1697211997589.0,9,2,0.26,0,1,1,18,4.997
27,1697211997589.0,9,4,0.05,1,0,0,20,0.0
28,1697211997572.0,10,2,0.47,1,1,1,0,0.0
29,1697211997572.0,10,4,0.25,0,0,0,20,7.496
30,1697211997551.0,11,1,0.34,1,0,0,0,0.0
31,1697211997551.0,11,2,0.22,0,0,1,20,67.276
32,1697211997551.0,11,3,0.23,0,0,0,0,64.176
33,1697211997551.0,11,4,0.01,0,0,0,20,67.276
34,1697211997551.0,11,5,0.05,0,0,0,0,67.276
35,1697211997551.0,11,6,0.16,1,0,1,20,0.0
36,1697211997672.0,1,2,0.38,0,0,1,23,47.679
37,1697211997672.0,1,7,0.18,0,0,0,0,2.698
38,1697211997672.0,1,6,0.07,1,0,1,0,0.0
39,1697211997672.0,1,1,0.38,1,0,0,0,0.0
40,1697211997648.0,2,1,0.33,0,0,0,0,67.376
41,1697211997648.0,2,2,0.23,0,1,1,29,35.181
42,1697211997648.0,2,3,0.38,1,0,0,0,0.0
43,1697211997648.0,2,4,0.4,1,0,0,39,0.0
44,1697211997695.0,3,1,3.0,0,0,0,0,67.376
