datetime,node,signal_group,push_button pressed,request status
2023-10-20 13:53:07.434000,3,4,1,Button Pressed
2023-10-20 13:53:14.734000,3,4,1,Serving Push_Button Request
2023-10-20 13:53:40.739000,3,4,1,Next Button Pressed to current
2023-10-20 13:53:57.038000,3,4,1,Serving Push_Button Request
2023-10-20 13:53:12.353000,5,4,1,Button Pressed
2023-10-20 13:53:16.991970,5,4,1,Serving Push_Button Request
2023-10-20 13:53:42.958000,5,4,1,Next Button Pressed to current
2023-10-20 13:54:00.157000,5,4,1,Serving Push_Button Request
2023-10-20 13:53:59.362000,8,4,1,Button Pressed
2023-10-20 13:54:04.661000,8,4,1,Serving Push_Button Request
2023-10-20 13:54:33.555000,8,4,1,Next Button Pressed to current
2023-10-20 13:54:50.857000,8,4,1,Serving Push_Button Request
