,episode,time_sec,action,updated action
0,1,100.1,"0,0,0,1,1,0,0,0,1,1,0","0,0,0,1,0,0,0,0,0,0,0"
1,1,100.2,"0,0,0,1,1,0,0,1,1,0,1","0,0,0,1,0,0,0,1,0,0,1"
2,1,100.3,"1,1,1,1,0,1,0,0,1,1,0","1,0,1,1,0,1,0,0,0,0,0"
3,1,100.4,"0,1,0,0,1,0,0,1,0,0,0","0,0,0,0,0,0,0,1,0,0,0"
4,1,100.5,"1,1,0,0,0,0,1,1,1,1,1","1,0,0,0,0,0,0,1,0,0,1"
5,1,100.6,"0,0,0,1,0,0,0,0,1,1,0","0,0,0,0,0,0,0,0,0,0,0"
6,1,100.7,"0,1,0,1,1,1,0,0,0,1,0","0,0,0,0,0,1,0,0,0,0,0"
7,1,100.8,"0,0,0,1,1,0,0,0,1,0,0","0,0,0,0,0,0,0,0,0,0,0"
8,1,100.9,"0,0,0,1,1,0,0,1,0,0,0","0,0,0,0,0,0,0,1,0,0,0"
9,1,101.0,"1,1,1,0,1,1,0,1,1,1,0","1,0,1,0,0,1,0,1,0,0,0"
10,1,101.1,"0,0,0,1,0,0,0,0,1,1,1","0,0,0,0,0,0,0,0,0,0,1"
11,1,101.2,"0,1,0,1,1,0,0,1,1,0,1","0,0,0,0,0,0,0,1,0,0,1"
12,1,101.3,"0,1,1,1,1,1,0,1,0,0,1","0,0,1,0,0,0,0,1,0,0,1"
13,1,101.4,"0,1,0,1,1,0,0,0,1,1,0","0,0,0,0,0,0,0,0,0,0,0"
14,1,101.5,"0,1,0,1,1,0,0,0,1,1,1","0,0,0,0,0,0,0,0,0,1,1"
15,1,101.6,"0,1,0,1,1,1,0,0,0,1,1","0,0,0,0,0,0,0,0,0,1,1"
16,1,101.7,"0,1,0,1,0,0,0,0,1,1,1","0,0,0,0,0,0,0,0,0,1,1"
17,1,101.8,"0,0,0,1,1,0,0,0,1,0,1","0,0,0,0,0,0,0,0,0,0,1"
18,1,101.9,"0,0,0,1,1,0,0,0,1,0,0","0,0,0,0,0,0,0,0,0,0,0"
19,1,102.0,"0,1,1,1,1,1,0,1,1,1,0","0,0,0,0,0,0,0,1,0,1,0"
20,1,102.1,"0,0,1,1,0,0,0,1,1,0,0","0,0,0,0,0,0,0,1,0,0,0"
21,1,102.2,"0,1,1,1,1,0,0,1,1,1,1","0,0,0,0,0,0,0,1,0,1,1"
22,1,102.3,"0,1,0,1,1,1,1,0,1,1,1","0,0,0,0,0,0,0,0,0,1,1"
23,1,102.4,"1,1,1,1,1,0,1,1,0,1,1","1,0,0,0,0,0,0,1,0,1,1"
24,1,102.5,"0,1,0,1,0,1,0,1,1,1,1","0,0,0,0,0,0,0,1,0,1,1"
25,1,102.6,"0,1,1,0,0,1,0,1,0,0,0","0,0,0,0,0,0,0,1,0,0,0"
26,1,102.7,"0,1,0,1,0,1,0,1,1,1,0","0,0,0,0,0,0,0,1,0,1,0"
27,1,102.8,"0,1,0,1,0,0,0,0,1,1,0","0,0,0,0,0,0,0,0,0,1,0"
28,1,102.9,"0,1,1,1,1,0,0,1,0,1,0","0,0,0,0,0,0,0,1,0,1,0"
29,1,103.0,"0,1,0,1,1,1,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0"
30,1,103.1,"0,1,0,1,1,0,1,1,1,1,0","0,0,0,0,0,0,0,1,0,1,0"
31,1,103.2,"1,0,0,0,0,1,1,1,1,1,1","0,0,0,0,0,0,0,1,0,1,1"
32,1,103.3,"0,1,0,1,1,0,0,1,1,1,0","0,0,0,0,0,0,0,1,0,1,0"
33,1,103.4,"1,1,0,1,1,0,1,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0"
34,1,103.5,"0,1,1,1,1,0,0,1,1,1,0","0,0,0,0,0,0,0,0,0,1,0"
35,1,103.6,"1,1,0,1,1,0,0,1,0,1,0","0,0,0,0,0,0,0,0,0,1,0"
36,1,103.7,"0,1,0,1,1,0,1,1,1,1,0","0,0,0,0,0,0,0,0,0,1,0"
37,1,103.8,"0,1,1,1,1,1,0,1,1,1,0","0,0,0,0,0,0,0,0,0,1,0"
38,1,103.9,"0,1,0,0,0,0,1,0,1,0,1","0,0,0,0,0,0,0,0,0,0,1"
39,1,104.0,"0,0,0,1,0,0,0,1,0,1,0","0,0,0,0,0,0,0,0,0,1,0"
40,1,104.1,"0,1,1,1,0,1,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0"
41,1,104.2,"0,1,0,1,1,0,1,1,0,1,0","0,0,0,0,0,0,0,0,0,1,0"
42,1,104.3,"0,1,1,1,0,1,1,1,1,0,0","0,0,0,0,0,0,0,0,0,0,0"
43,1,104.4,"0,1,0,1,1,1,0,1,0,0,0","0,0,0,0,0,0,0,0,0,0,0"
44,1,104.5,"0,1,1,1,1,0,0,1,1,0,0","0,0,0,0,0,0,0,0,0,0,0"
45,1,104.6,"0,1,0,1,0,1,0,1,0,1,1","0,0,0,0,0,0,0,0,0,0,1"
46,1,104.7,"0,1,0,1,1,1,0,1,0,0,0","0,0,0,0,0,0,0,0,0,0,0"
47,1,104.8,"0,0,0,1,1,1,1,0,1,0,0","0,0,0,0,0,0,0,0,0,0,0"
48,1,104.9,"0,1,0,1,1,1,0,1,1,1,0","0,0,0,0,0,0,0,0,0,0,0"
49,1,105.0,"0,1,0,1,1,0,1,1,1,1,1","0,0,0,0,0,0,0,0,0,0,1"
50,1,105.1,"0,1,0,1,1,1,0,0,1,1,0","0,0,0,0,0,0,0,0,0,0,0"
51,1,105.2,"0,1,0,1,1,0,1,1,1,1,0","0,0,0,0,0,0,0,0,0,0,0"
52,1,105.3,"0,0,0,1,0,0,1,1,0,1,1","0,0,0,0,0,0,0,0,0,0,1"
53,1,105.4,"0,1,0,1,0,0,0,0,1,0,1","0,0,0,0,0,0,0,0,0,0,1"
54,1,105.5,"0,1,1,0,0,0,0,1,1,1,0","0,0,0,0,0,0,0,0,0,0,0"
55,1,105.6,"0,1,0,0,1,0,0,1,1,1,0","0,0,0,0,1,0,0,0,0,0,0"
56,1,105.7,"0,0,0,1,1,0,0,1,0,1,0","0,0,0,0,1,0,0,0,0,0,0"
57,1,105.8,"0,1,0,1,1,0,0,1,1,0,1","0,0,0,0,1,0,0,0,0,0,1"
58,1,105.9,"0,1,0,1,1,0,1,1,1,1,1","0,0,0,0,1,0,0,0,0,0,1"
59,1,106.0,"0,0,0,1,1,0,1,1,1,0,0","0,0,0,0,1,0,0,0,0,0,0"
60,1,106.1,"0,1,0,1,0,0,0,1,1,1,1","0,0,0,0,0,0,0,0,0,0,1"
61,1,106.2,"0,1,0,1,1,0,0,0,1,0,0","0,0,0,0,1,0,0,0,0,0,0"
62,1,106.3,"0,0,0,1,1,0,0,0,0,1,1","0,0,0,0,1,0,0,0,0,0,1"
63,1,106.4,"0,0,0,1,1,0,0,1,1,1,0","0,0,0,0,1,0,0,0,0,0,0"
64,1,106.5,"0,0,0,1,1,1,0,1,0,1,1","0,0,0,0,1,0,0,0,0,0,1"
65,1,106.6,"0,1,1,1,1,1,0,1,1,1,0","0,0,1,0,1,0,0,0,0,0,0"
66,1,106.7,"0,1,0,1,0,0,0,1,0,1,0","0,0,0,0,0,0,0,0,0,0,0"
67,1,106.8,"0,0,0,1,1,0,0,0,1,1,0","0,0,0,0,1,0,0,0,0,0,0"
68,1,106.9,"0,1,1,1,1,1,1,1,0,1,0","0,0,1,0,1,0,0,0,0,0,0"
69,1,107.0,"0,0,0,1,1,0,0,0,1,1,1","0,0,0,0,1,0,0,0,0,0,1"
70,1,107.1,"1,1,0,1,0,0,0,1,1,1,0","0,0,0,0,0,0,0,0,0,0,0"
71,1,107.2,"1,1,0,0,0,0,0,1,1,1,0","0,0,0,0,0,0,0,0,0,0,0"
72,1,107.3,"0,1,1,1,1,1,0,0,1,1,0","0,0,1,0,1,0,0,0,0,0,0"
73,1,107.4,"0,1,0,0,1,1,0,0,0,1,0","0,0,0,0,1,0,0,0,0,0,0"
74,1,107.5,"0,1,0,1,1,0,0,0,1,0,0","0,0,0,0,1,0,0,0,0,0,0"
75,1,107.6,"0,1,1,1,1,0,0,1,1,0,0","0,0,1,0,1,0,0,0,0,0,0"
76,1,107.7,"0,1,0,1,0,1,0,0,1,0,0","0,0,0,0,0,0,0,0,0,0,0"
77,1,107.8,"0,1,0,1,0,1,1,1,1,1,1","0,0,0,0,0,0,0,0,0,0,1"
78,1,107.9,"0,1,0,1,1,0,0,1,1,1,0","0,0,0,0,1,0,0,0,0,0,0"
79,1,108.0,"0,1,1,0,0,0,0,1,0,1,1","0,0,1,0,0,0,0,0,0,0,1"
80,1,108.1,"0,0,0,0,1,0,0,1,0,0,0","0,0,0,0,1,0,0,0,0,0,0"
81,1,108.2,"0,1,0,1,1,0,0,1,1,1,0","0,0,0,0,1,0,0,0,0,0,0"
82,1,108.3,"0,0,1,1,1,1,1,1,0,1,0","0,0,1,0,1,0,0,0,0,0,0"
83,1,108.4,"0,1,0,1,0,0,0,1,1,1,0","0,0,0,0,0,0,0,0,0,0,0"
84,1,108.5,"0,1,0,1,0,0,0,1,1,0,0","0,0,0,0,0,0,0,0,0,0,0"
85,1,108.6,"0,0,0,1,1,0,0,0,1,1,0","0,0,0,0,0,0,0,0,0,0,0"
86,1,108.7,"0,1,0,0,1,1,0,1,1,1,0","0,0,0,0,0,0,0,0,0,0,0"
87,1,108.8,"1,1,0,0,1,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0"
88,1,108.9,"0,1,1,1,0,0,0,1,1,1,1","0,0,0,0,0,0,0,0,0,0,1"
89,1,109.0,"0,0,1,1,1,0,0,0,1,1,1","0,0,0,0,0,0,0,0,0,0,1"
90,1,109.1,"0,1,1,1,1,1,1,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0"
91,1,109.2,"0,1,0,1,1,1,1,0,1,1,0","0,0,0,0,0,0,0,0,0,0,0"
92,1,109.3,"0,0,1,1,1,1,0,1,1,1,0","0,0,0,0,0,0,0,0,0,1,0"
93,1,109.4,"1,1,0,0,0,1,0,0,0,1,1","0,0,0,0,0,0,0,0,0,1,1"
94,1,109.5,"0,0,0,1,1,0,0,1,1,0,0","0,0,0,0,0,0,0,0,0,0,0"
95,1,109.6,"0,0,0,1,0,1,0,0,1,1,0","0,0,0,0,0,0,0,0,0,1,0"
96,1,109.7,"0,0,0,1,1,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0"
97,1,109.8,"0,1,0,1,1,1,1,1,1,0,0","0,0,0,0,0,1,0,0,0,0,0"
98,1,109.9,"0,1,0,1,1,0,0,1,0,1,0","0,0,0,0,0,0,0,0,0,1,0"
99,1,110.0,"0,0,1,0,1,0,0,1,1,1,0","0,0,0,0,0,0,0,0,0,1,0"
100,1,110.1,"0,0,0,1,1,0,1,1,1,1,0","0,0,0,0,0,0,0,0,0,1,0"
101,1,110.2,"0,1,1,1,1,0,0,1,1,0,0","0,0,0,1,0,0,0,0,0,0,0"
102,1,110.3,"0,1,1,1,0,0,1,1,0,1,0","0,0,0,1,0,0,0,0,0,1,0"
103,1,110.4,"1,1,1,1,0,0,0,0,1,1,1","0,0,0,1,0,0,0,0,0,1,1"
104,1,110.5,"1,0,0,1,1,1,1,1,1,1,0","0,0,0,1,0,1,0,0,0,1,0"
105,1,110.6,"1,1,1,1,1,0,1,0,1,1,1","0,0,0,1,0,0,1,0,0,1,1"
106,1,110.7,"0,1,0,1,1,0,1,0,1,1,0","0,0,0,1,0,0,1,0,0,1,0"
107,1,110.8,"0,1,0,1,0,0,1,0,1,1,0","0,0,0,1,0,0,1,0,0,1,0"
108,1,110.9,"1,1,1,0,1,0,0,1,1,1,0","0,0,0,0,0,0,0,0,0,1,0"
109,1,111.0,"0,1,0,1,1,0,1,0,1,1,1","0,0,0,1,0,0,1,0,0,1,1"
110,1,111.1,"0,1,0,0,1,1,1,1,0,0,1","0,0,0,0,0,1,1,0,0,0,1"
111,1,111.2,"0,1,1,1,0,1,0,1,1,1,0","0,0,0,1,0,1,0,0,0,1,0"
112,1,111.3,"0,1,0,1,1,0,0,1,1,1,0","0,1,0,1,0,0,0,0,0,1,0"
113,1,111.4,"0,0,0,0,0,0,0,1,1,0,0","0,0,0,0,0,0,0,0,0,0,0"
114,1,111.5,"0,1,1,0,1,0,1,0,1,1,0","0,1,0,0,0,0,1,0,0,1,0"
115,1,111.6,"0,1,0,1,1,0,0,1,0,1,0","0,1,0,1,0,0,0,0,0,1,0"
116,1,111.7,"0,1,0,1,1,1,1,0,0,0,0","0,1,0,1,0,1,1,0,0,0,0"
117,1,111.8,"0,1,0,1,1,0,1,0,1,1,1","0,1,0,1,0,0,1,0,0,1,1"
118,1,111.9,"0,0,0,1,1,0,0,0,0,1,0","0,0,0,1,0,0,0,0,0,1,0"
119,1,112.0,"0,0,1,1,0,0,0,1,1,1,1","0,0,0,1,0,0,0,0,0,1,1"
120,1,112.1,"0,1,0,1,0,0,1,1,0,0,0","0,1,0,1,0,0,1,0,0,0,0"
121,1,112.2,"0,1,0,0,1,0,0,1,1,1,0","0,1,0,0,0,0,0,0,0,0,0"
122,1,112.3,"0,1,0,1,1,1,0,1,0,0,0","0,1,0,1,0,1,0,0,0,0,0"
123,1,112.4,"0,1,0,1,1,0,1,1,1,0,0","0,1,0,1,0,0,1,0,0,0,0"
124,1,112.5,"0,1,0,1,1,0,1,1,1,0,1","0,1,0,1,0,0,1,0,0,0,1"
125,1,112.6,"0,1,0,0,1,1,1,1,1,1,0","0,1,0,0,0,0,1,0,0,0,0"
126,1,112.7,"0,1,0,1,1,1,0,0,1,1,1","0,1,0,1,0,0,0,0,0,0,1"
127,1,112.8,"1,1,0,1,1,0,0,1,1,1,0","1,1,0,1,0,0,0,0,0,0,0"
128,1,112.9,"0,1,0,1,1,0,1,1,1,1,1","0,1,0,1,0,0,1,0,0,0,1"
129,1,113.0,"0,1,0,1,1,0,0,0,0,1,0","0,1,0,0,0,0,0,0,0,0,0"
130,1,113.1,"0,0,1,1,1,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0"
131,1,113.2,"0,1,0,1,1,0,0,0,1,1,0","0,1,0,0,0,0,0,0,0,0,0"
132,1,113.3,"0,0,0,1,1,0,0,1,1,1,0","0,0,0,0,0,0,0,0,0,0,0"
133,1,113.4,"1,1,1,1,0,1,0,0,1,0,0","1,1,0,0,0,0,0,0,0,0,0"
134,1,113.5,"0,1,0,0,1,0,1,1,1,1,0","0,1,0,0,0,0,0,0,0,0,0"
135,1,113.6,"0,1,0,1,1,0,1,1,1,1,0","0,1,0,0,0,0,0,0,0,0,0"
136,1,113.7,"0,0,0,1,1,0,0,1,1,1,0","0,0,0,0,0,0,0,0,0,0,0"
137,1,113.8,"0,1,0,1,1,1,0,1,0,1,1","0,0,0,0,0,0,0,0,0,0,1"
138,1,113.9,"0,1,1,1,1,1,0,1,0,1,0","0,0,0,0,0,0,0,0,0,0,0"
139,1,114.0,"0,0,0,1,1,0,1,0,1,0,0","0,0,0,0,0,0,0,0,0,0,0"
140,1,114.1,"0,1,0,1,0,1,0,1,1,0,0","0,0,0,0,0,0,0,0,0,0,0"
141,1,114.2,"0,1,1,0,1,0,1,1,1,0,0","0,0,0,0,0,0,0,0,0,0,0"
142,1,114.3,"1,1,1,1,1,0,1,1,1,0,0","1,0,0,0,0,0,0,1,0,0,0"
143,1,114.4,"0,0,0,1,1,0,1,1,1,1,0","0,0,0,0,0,0,0,1,0,0,0"
144,1,114.5,"0,1,1,1,1,0,0,1,1,0,0","0,0,0,0,0,0,0,1,0,0,0"
145,1,114.6,"0,1,0,1,1,1,0,1,0,1,0","0,0,0,0,0,0,0,1,0,0,0"
146,1,114.7,"0,0,0,0,1,0,1,0,1,1,0","0,0,0,0,0,0,0,0,0,0,0"
147,1,114.8,"1,1,1,1,1,0,1,1,1,1,1","1,0,0,0,0,0,0,1,0,0,1"
148,1,114.9,"0,1,0,1,1,1,0,1,0,0,0","0,0,0,0,0,0,0,1,0,0,0"
149,1,115.0,"0,1,1,0,1,0,0,1,1,1,1","0,0,0,0,0,0,0,1,0,0,1"
150,1,115.1,"0,0,0,1,0,0,1,1,1,1,1","0,0,0,0,0,0,0,1,0,0,1"
151,1,115.2,"0,1,0,0,1,0,0,1,1,0,0","0,0,0,0,0,0,0,1,0,0,0"
152,1,115.3,"0,1,0,1,0,0,1,0,0,1,0","0,0,0,0,0,0,0,0,0,0,0"
153,1,115.4,"0,1,0,1,1,0,0,0,1,0,0","0,0,0,0,0,0,0,0,0,0,0"
154,1,115.5,"0,0,0,1,1,1,1,1,1,1,1","0,0,0,0,0,0,0,1,0,0,1"
155,1,115.6,"0,1,0,1,1,1,1,1,0,0,1","0,0,0,0,0,0,0,1,0,0,1"
156,1,115.7,"0,0,1,1,0,0,0,1,1,1,0","0,0,0,0,0,0,0,1,0,0,0"
157,1,115.8,"1,1,1,1,0,1,0,0,1,1,1","1,0,0,0,0,0,0,0,0,0,1"
158,1,115.9,"0,0,0,1,1,0,0,0,1,0,0","0,0,0,0,0,0,0,0,0,0,0"
159,1,116.0,"0,1,0,1,0,0,1,0,1,1,1","0,0,0,0,0,0,0,0,0,0,1"
160,1,116.1,"1,0,1,1,0,1,1,0,1,0,0","1,0,0,0,0,0,0,0,0,0,0"
161,1,116.2,"0,1,0,1,0,0,0,1,1,1,0","0,0,0,0,0,0,0,1,0,0,0"
