datetime,node,signal_group,push_button pressed,request status
2023-10-23 13:26:27.246000,2,4,1,Button Pressed
2023-10-23 13:26:43.146000,2,4,1,Serving Push_Button Request
2023-10-23 13:27:19.247000,2,4,1,Next Button Pressed to current
2023-10-23 13:27:35.547000,2,4,1,Serving Push_Button Request
2023-10-23 13:29:09.758000,2,4,1,Button Pressed
2023-10-23 13:29:23.458000,2,4,1,Serving Push_Button Request
2023-10-23 13:29:59.561000,2,4,1,Next Button Pressed to current
2023-10-23 13:28:02.023000,3,4,1,Button Pressed
2023-10-23 13:28:07.224000,3,4,1,Serving Push_Button Request
2023-10-23 13:28:33.229000,3,4,1,Next Button Pressed to current
2023-10-23 13:29:16.834000,3,4,1,Serving Push_Button Request
2023-10-23 13:26:55.351000,5,4,1,Button Pressed
2023-10-23 13:27:23.952000,5,4,1,Serving Push_Button Request
2023-10-23 13:27:47.052000,5,4,1,Next Button Pressed to current
2023-10-23 13:28:17.457000,5,4,1,Serving Push_Button Request
2023-10-23 13:29:43.285000,7,4,1,Button Pressed
2023-10-23 13:29:46.985000,7,4,1,Serving Push_Button Request
