,episode,time_sec,action,updated action
0,1,120.1,"0,1,1,0,0,0,1,1,1,0,1","0,0,1,0,0,0,0,0,0,0,1"
1,1,120.2,"1,0,0,0,0,0,0,1,0,0,1","0,0,0,0,0,0,0,0,0,0,1"
2,1,120.3,"0,1,0,0,0,0,0,0,1,0,1","0,0,0,0,0,0,0,0,0,0,1"
3,1,120.4,"1,1,0,0,0,0,0,0,0,1,1","0,0,0,0,0,0,0,0,0,0,1"
4,1,120.5,"1,1,0,0,0,1,0,1,1,0,1","0,0,0,0,0,0,0,1,0,0,1"
5,1,120.6,"1,0,0,0,0,0,1,1,0,1,1","0,0,0,0,0,0,0,1,0,0,1"
6,1,120.7,"1,1,1,0,1,0,1,1,0,0,0","0,0,1,0,1,0,0,1,0,0,0"
7,1,120.8,"1,1,1,0,0,0,0,1,1,1,1","0,0,1,0,0,0,0,1,0,0,1"
8,1,120.9,"1,1,1,0,0,0,1,1,1,0,1","0,0,1,0,0,0,0,1,0,0,1"
9,1,121.0,"1,0,0,0,1,0,0,1,0,0,1","0,0,0,0,1,0,0,1,0,0,1"
10,1,121.1,"1,0,1,0,0,1,0,1,1,0,0","0,0,1,0,0,0,0,1,0,0,0"
11,1,121.2,"1,1,0,0,0,0,0,0,1,0,1","0,0,0,0,0,0,0,0,0,0,1"
12,1,121.3,"0,0,0,0,1,1,0,0,1,1,1","0,0,0,0,1,0,0,0,0,0,1"
13,1,121.4,"0,1,1,0,0,1,1,1,1,0,1","0,0,1,0,0,0,0,1,0,0,1"
14,1,121.5,"1,1,0,1,0,1,0,0,1,0,1","0,0,0,0,0,0,0,0,0,0,1"
15,1,121.6,"0,0,1,1,1,0,0,0,1,0,1","0,0,1,0,1,0,0,0,0,0,1"
16,1,121.7,"1,0,0,1,0,0,1,0,1,0,0","0,0,0,1,0,0,0,0,1,0,0"
17,1,121.8,"1,1,0,1,0,0,0,1,0,1,1","0,0,0,1,0,0,0,1,0,0,1"
18,1,121.9,"1,1,0,0,0,1,1,0,0,0,1","1,0,0,0,0,0,0,0,0,0,1"
19,1,122.0,"1,1,1,0,0,1,0,1,1,0,1","1,0,1,0,0,0,0,1,1,0,1"
