,time_sec,node,sg_id,demand,sig_state,pedrecall,ped.min.recall,pedwalktime,redduration
0,1697652994070.0,1,2,0.3,0,0,1,23,17.296
1,1697652994070.0,1,7,0.15,1,0,0,0,0.0
2,1697652994070.0,1,6,0.1,0,0,1,0,6.597
3,1697652994070.0,1,1,0.29,0,0,0,0,6.597
4,1697652992307.0,2,1,0.07,0,0,0,0,16.497
5,1697652992307.0,2,2,0.4,0,1,1,29,67.996
6,1697652992307.0,2,3,0.16,0,0,0,0,112.38
7,1697652992307.0,2,4,0.49,1,0,0,39,0.0
8,1697652993014.0,3,1,0.39,0,0,0,0,12.297
9,1697652993014.0,3,2,0.23,0,1,1,31,195.153
10,1697652993014.0,3,3,0.35,0,0,0,0,54.697
11,1697652993014.0,3,4,0.45,1,0,0,26,0.0
12,1697652993467.0,4,1,2.0,0,0,0,0,50.498
13,1697652993467.0,4,2,4.0,0,1,0,26,14.698
14,1697652993467.0,4,3,4.0,0,0,0,0,127.874
15,1697652993467.0,4,4,0.0,1,1,1,22,0.0
16,1697652992150.0,5,1,0.0,0,0,0,0,69.294
17,1697652992150.0,5,2,5.0,0,1,1,19,32.794
18,1697652992150.0,5,4,3.0,0,0,0,23,57.692
19,1697652994109.0,6,2,0.42,1,1,1,17,0.0
20,1697652994109.0,6,4,0.08,0,0,0,25,16.396
21,1697652993560.0,7,2,0.33,1,1,0,20,0.0
22,1697652993560.0,7,4,0.18,0,0,0,20,17.396
23,1697652994099.0,8,2,0.44,0,1,1,21,41.397
24,1697652994099.0,8,4,0.17,1,1,0,29,0.0
25,1697652994099.0,8,1,0.18,0,0,0,0,27.196
26,1697652993417.0,9,2,0.27,1,1,1,18,0.0
27,1697652993417.0,9,4,0.36,0,0,0,20,0.0
28,1697652994223.0,10,2,0.04,1,1,1,0,0.0
29,1697652994223.0,10,4,0.42,0,0,0,20,8.498
30,1697652992220.0,11,1,0.26,0,0,0,0,33.196
31,1697652992220.0,11,2,0.15,0,0,1,20,32.196
32,1697652992220.0,11,3,0.37,0,0,0,0,16.397
33,1697652992220.0,11,4,0.12,0,0,0,20,15.497
34,1697652992220.0,11,5,0.35,0,0,0,0,33.196
35,1697652992220.0,11,6,0.4,0,0,1,20,33.196
36,1697652994270.0,1,2,0.32,0,0,1,23,17.496
37,1697652994270.0,1,7,0.13,1,0,0,0,0.0
38,1697652994270.0,1,6,0.11,0,0,1,0,6.797
39,1697652994270.0,1,1,0.23,0,0,0,0,6.797
40,1697652992408.0,2,1,0.14,0,0,0,0,16.598
41,1697652992408.0,2,2,0.46,0,1,1,29,68.097
42,1697652992408.0,2,3,0.42,0,0,0,0,112.481
43,1697652992408.0,2,4,0.23,1,0,0,39,0.0
44,1697652990833.834,3,1,0.11,0,0,0,0,10.116834
45,1697652990833.834,3,2,0.06,0,1,1,31,192.972834
46,1697652990833.834,3,3,0.47,0,0,0,0,52.516834
47,1697652990833.834,3,4,0.11,1,0,0,26,0.0
48,1697652990826.833,4,1,2.0,0,0,0,0,47.857833
49,1697652990826.833,4,2,4.0,0,1,0,26,12.057833
50,1697652990826.833,4,3,4.0,0,0,0,0,125.233833
51,1697652990826.833,4,4,0.0,1,1,1,22,0.0
52,1697652992250.0,5,1,0.0,0,0,0,0,69.394
53,1697652992250.0,5,2,5.0,0,1,1,19,32.894
54,1697652992250.0,5,4,3.0,0,0,0,23,57.792
55,1697652994309.0,6,2,0.05,1,1,1,17,0.0
56,1697652994309.0,6,4,0.39,0,0,0,25,16.596
57,1697652993660.0,7,2,0.14,1,1,0,20,0.0
58,1697652993660.0,7,4,0.46,0,0,0,20,17.496
59,1697652994299.0,8,2,0.0,0,1,1,21,41.597
60,1697652994299.0,8,4,0.07,1,1,0,29,0.0
61,1697652994299.0,8,1,0.47,0,0,0,0,27.396
62,1697652993616.0,9,2,0.13,1,1,1,18,0.0
63,1697652993616.0,9,4,0.47,0,0,0,20,0.0
64,1697652994323.0,10,2,0.4,1,1,1,0,0.0
65,1697652994323.0,10,4,0.39,0,0,0,20,8.598
66,1697652992320.0,11,1,0.09,0,0,0,0,0.1
67,1697652992320.0,11,2,0.46,0,0,1,20,32.296
68,1697652992320.0,11,3,0.46,0,0,0,0,16.497
69,1697652992320.0,11,4,0.0,0,0,0,20,15.597
70,1697652992320.0,11,5,0.11,0,0,0,0,0.1
71,1697652992320.0,11,6,0.26,0,0,1,20,0.1
72,1697652994370.0,1,2,0.17,0,0,1,23,17.596
73,1697652994370.0,1,7,0.08,1,0,0,0,0.0
74,1697652994370.0,1,6,0.36,0,0,1,0,6.897
75,1697652994370.0,1,1,0.17,0,0,0,0,6.897
