1,1,2023-10-12 13:49:35.027000
1,2,2023-10-12 13:49:55.635000
2,1,2023-10-12 13:49:33.004000
2,2,2023-10-12 13:50:06.618000
3,1,2023-10-12 13:50:23.027000
5,1,2023-10-12 13:50:35.131000
6,1,2023-10-12 13:49:34.801000
6,2,2023-10-12 13:49:56.509000
6,3,2023-10-12 13:50:34.128000
7,1,2023-10-12 13:49:34.980000
7,2,2023-10-12 13:50:26.504000
8,1,2023-10-12 13:49:34.747000
8,2,2023-10-12 13:50:03.659000
9,1,2023-10-12 13:49:34.852000
9,2,2023-10-12 13:49:58.562000
9,3,2023-10-12 13:50:34.980000
10,1,2023-10-12 13:49:34.786000
10,2,2023-10-12 13:49:49.892000
10,3,2023-10-12 13:50:21.008000
11,1,2023-10-12 13:49:33.012000
11,2,2023-10-12 13:49:49.918000
11,3,2023-10-12 13:50:23.736000
