1,1,2023-10-11 15:35:09.035000
1,2,2023-10-11 15:35:29.529000
1,3,2023-10-11 15:36:06.115000
2,1,2023-10-11 15:35:09.079000
2,2,2023-10-11 15:35:42.569000
3,1,2023-10-11 15:35:58.510000
5,1,2023-10-11 15:36:08.895000
7,1,2023-10-11 15:35:55.319000
8,1,2023-10-11 15:35:08.821000
8,2,2023-10-11 15:35:35.013000
9,1,2023-10-11 15:35:08.916000
9,2,2023-10-11 15:35:31.909000
9,3,2023-10-11 15:36:08.395000
10,1,2023-10-11 15:35:08.834000
10,2,2023-10-11 15:35:23.829000
10,3,2023-10-11 15:35:54.119000
11,1,2023-10-11 15:35:09.106000
11,2,2023-10-11 15:35:25.202000
11,3,2023-10-11 15:35:57.291000
