1,1,2023-09-12 09:47:42.259000
1,2,2023-09-12 09:48:03.862000
1,3,2023-09-12 09:48:41.058000
1,4,2023-09-12 09:49:17.643000
1,5,2023-09-12 09:49:56.231000
1,6,2023-09-12 09:50:34.320000
2,1,2023-09-12 09:47:42.145000
2,2,2023-09-12 09:48:15.849000
2,3,2023-09-12 09:49:01.536000
2,4,2023-09-12 09:49:49.421000
2,5,2023-09-12 09:50:35.206000
3,1,2023-09-12 09:48:33.634000
3,2,2023-09-12 09:49:24.014000
3,3,2023-09-12 09:50:14.698000
4,1,2023-09-12 09:48:24.115000
4,2,2023-09-12 09:49:18.195000
4,3,2023-09-12 09:50:11.378000
5,1,2023-09-12 09:47:42.312000
5,2,2023-09-12 09:48:11.316000
5,3,2023-09-12 09:49:11.699000
5,4,2023-09-12 09:50:12.979000
6,1,2023-09-12 09:47:42.256000
6,2,2023-09-12 09:48:05.359000
6,3,2023-09-12 09:48:43.754000
6,4,2023-09-12 09:49:21.639000
6,5,2023-09-12 09:49:58.728000
6,6,2023-09-12 09:50:39.417000
7,1,2023-09-12 09:47:42.275000
7,2,2023-09-12 09:48:07.378000
7,3,2023-09-12 09:48:54.568000
7,4,2023-09-12 09:49:42.452000
7,5,2023-09-12 09:50:28.937000
8,1,2023-09-12 09:48:45.136000
8,2,2023-09-12 09:49:48.113000
8,3,2023-09-12 09:50:50.497000
9,1,2023-09-12 09:47:42.319000
9,2,2023-09-12 09:48:36.319000
9,3,2023-09-12 09:50:36.280000
10,1,2023-09-12 09:47:42.323000
10,2,2023-09-12 09:47:57.525000
10,3,2023-09-12 09:48:30.225000
10,4,2023-09-12 09:49:01.913000
10,5,2023-09-12 09:49:33.101000
10,6,2023-09-12 09:50:03.692000
10,7,2023-09-12 09:50:33.984000
11,1,2023-09-12 09:48:16.117000
11,2,2023-09-12 09:48:58.705000
11,3,2023-09-12 09:49:33.493000
11,4,2023-09-12 09:50:12.280000
11,5,2023-09-12 09:50:46.772000
