1,1,2023-10-13 10:23:17.420000
1,2,2023-10-13 10:23:39.427000
1,3,2023-10-13 10:24:16.233000
2,1,2023-10-13 10:24:10.993000
3,1,2023-10-13 10:23:17.323000
3,2,2023-10-13 10:23:54.834000
4,1,2023-10-13 10:24:23.058000
5,1,2023-10-13 10:24:17.854000
6,1,2023-10-13 10:23:54.317000
7,1,2023-10-13 10:24:03.582000
8,1,2023-10-13 10:23:54.740000
9,1,2023-10-13 10:23:17.427000
9,2,2023-10-13 10:23:41.333000
9,3,2023-10-13 10:24:17.940000
10,1,2023-10-13 10:23:17.435000
10,2,2023-10-13 10:23:32.738000
10,3,2023-10-13 10:24:03.046000
11,1,2023-10-13 10:24:18.798000
