,episode,time_sec,action,updated action
0,1,300.1,"1,0,0,1,0,1,0,1,1,1,1","0,0,0,0,0,0,0,0,0,1,1"
1,1,300.2,"1,1,0,1,1,0,1,0,1,0,1","0,1,0,0,0,0,1,0,0,0,1"
2,1,300.3,"0,1,1,1,1,0,1,0,1,1,1","0,1,0,0,0,0,1,0,0,1,1"
3,1,300.4,"1,0,1,1,0,1,1,0,0,1,0","0,0,0,0,0,0,1,0,0,1,0"
4,1,300.5,"1,0,0,1,1,0,0,1,1,1,1","0,0,0,0,0,0,0,0,0,1,1"
5,1,300.6,"1,0,0,1,1,1,0,1,0,1,1","0,0,0,0,0,0,0,0,0,1,1"
6,1,300.7,"1,1,0,1,0,1,0,1,1,0,0","0,1,0,0,0,0,0,0,0,0,0"
7,1,300.8,"1,1,0,1,1,1,1,1,1,0,0","0,1,0,0,0,0,1,0,0,0,0"
8,1,300.9,"1,1,0,1,0,1,1,1,1,1,1","0,1,0,0,0,0,1,0,0,1,1"
9,1,301.0,"0,1,0,1,1,1,0,1,1,1,1","0,1,0,0,0,0,0,0,0,1,1"
10,1,301.1,"1,1,1,0,1,1,1,1,1,1,0","0,1,0,0,0,0,1,0,0,1,0"
11,1,301.2,"1,1,1,1,0,1,0,1,0,1,1","0,1,0,0,0,0,0,0,0,1,1"
12,1,301.3,"1,1,0,1,1,1,0,1,0,1,1","0,1,0,0,0,0,0,0,0,1,1"
13,1,301.4,"1,0,0,1,1,1,1,0,1,1,1","0,0,0,0,0,0,1,0,0,1,1"
14,1,301.5,"0,1,1,1,0,1,0,0,1,1,0","0,1,0,0,0,0,0,0,0,1,0"
15,1,301.6,"0,1,0,1,1,1,0,1,0,1,0","0,1,0,0,0,0,0,0,0,0,0"
16,1,301.7,"1,0,1,1,1,1,0,0,1,1,0","0,0,0,0,0,0,0,0,0,0,0"
17,1,301.8,"1,0,0,1,0,1,0,1,0,1,0","0,0,0,0,0,0,0,0,0,0,0"
18,1,301.9,"1,1,0,1,1,1,0,1,1,1,1","0,1,0,0,0,0,0,0,0,0,1"
19,1,302.0,"0,1,1,1,0,1,0,0,1,1,0","0,1,0,0,0,0,0,0,0,0,0"
20,1,302.1,"1,1,0,1,0,0,1,0,1,0,0","0,1,0,0,0,0,1,0,0,0,0"
21,1,302.2,"1,1,1,0,1,1,0,1,0,0,1","0,1,0,0,0,0,0,0,0,0,1"
22,1,302.3,"1,1,1,1,0,1,1,0,0,1,0","0,1,0,0,0,0,1,0,0,0,0"
23,1,302.4,"1,0,0,1,1,0,0,1,0,1,1","0,0,0,0,0,0,0,0,0,0,1"
24,1,302.5,"0,1,1,1,1,1,0,1,1,0,1","0,1,0,0,0,0,0,0,0,0,1"
25,1,302.6,"1,1,0,1,0,0,0,1,0,1,1","0,1,0,0,0,0,0,0,0,0,1"
26,1,302.7,"1,1,1,1,0,0,0,0,1,1,1","0,1,0,0,0,0,0,0,0,0,1"
27,1,302.8,"0,1,1,1,0,0,1,0,1,1,0","0,1,0,0,0,0,0,0,0,0,0"
28,1,302.9,"1,0,1,1,1,1,0,1,0,1,1","0,0,0,0,0,0,0,0,0,0,1"
29,1,303.0,"1,1,0,1,0,0,0,0,0,1,1","0,1,0,0,0,0,0,0,0,0,1"
30,1,303.1,"1,0,1,1,1,1,0,1,0,1,1","0,0,0,0,0,0,0,0,0,0,1"
31,1,303.2,"0,0,0,1,1,0,1,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0"
32,1,303.3,"0,1,1,1,0,1,0,1,1,1,1","0,1,1,0,0,0,0,0,0,0,1"
33,1,303.4,"1,1,0,1,0,0,0,1,0,1,1","0,1,0,0,0,0,0,0,0,0,1"
34,1,303.5,"0,1,1,1,1,1,1,1,1,0,1","0,1,1,0,0,0,0,0,0,0,1"
35,1,303.6,"1,0,1,1,1,1,0,0,0,1,1","0,0,1,0,0,0,0,0,0,0,1"
36,1,303.7,"1,0,1,1,1,1,0,1,1,1,1","1,0,1,0,0,0,0,0,0,0,1"
37,1,303.8,"1,1,1,1,0,1,0,1,1,0,0","1,1,1,0,0,0,0,0,0,0,0"
38,1,303.9,"1,1,0,1,0,1,0,1,1,1,1","1,1,0,0,0,0,0,0,0,0,1"
39,1,304.0,"1,1,0,0,1,0,0,0,1,0,1","1,1,0,0,0,0,0,0,0,0,1"
40,1,304.1,"0,1,0,1,1,1,1,1,1,1,1","0,1,0,0,0,0,0,0,0,0,1"
41,1,304.2,"0,1,0,1,0,1,0,0,1,1,0","0,1,0,0,0,0,0,0,0,0,0"
42,1,304.3,"1,1,1,1,0,1,0,1,0,0,1","1,1,1,0,0,0,0,0,0,0,1"
43,1,304.4,"0,1,1,1,0,1,0,1,1,0,1","0,1,1,0,0,0,0,0,0,0,1"
44,1,304.5,"0,1,1,1,1,1,0,0,1,1,0","0,1,1,0,0,0,0,0,0,0,0"
45,1,304.6,"0,1,0,1,0,1,0,1,1,1,0","0,1,0,0,0,0,0,0,0,0,0"
46,1,304.7,"1,1,1,1,1,1,1,0,1,1,1","1,1,1,0,0,0,0,0,0,0,1"
47,1,304.8,"1,1,0,1,1,0,0,0,0,1,1","1,1,0,0,0,0,0,0,0,0,1"
48,1,304.9,"1,1,0,1,0,1,0,0,1,1,0","1,1,0,0,0,0,0,0,0,0,0"
49,1,305.0,"0,0,1,1,1,1,1,1,1,0,1","0,0,1,0,0,0,0,0,0,0,1"
50,1,305.1,"1,1,1,0,0,0,1,1,1,1,1","1,1,1,0,0,0,0,0,0,0,1"
51,1,305.2,"1,1,0,1,1,1,0,1,1,0,0","1,1,0,0,0,0,0,0,0,0,0"
52,1,305.3,"1,0,1,1,0,0,1,0,1,1,0","1,0,1,0,0,0,0,0,0,0,0"
53,1,305.4,"1,1,1,0,1,1,0,0,0,1,1","1,1,1,0,0,0,0,0,0,0,1"
54,1,305.5,"1,1,1,1,1,1,1,0,1,1,1","1,1,1,0,0,0,0,0,0,0,1"
55,1,305.6,"1,1,1,1,0,0,0,1,1,0,0","1,1,1,0,0,0,0,0,0,0,0"
56,1,305.7,"1,1,1,1,0,0,0,1,1,1,0","1,1,1,0,0,0,0,0,0,0,0"
57,1,305.8,"0,1,1,1,1,1,1,0,1,1,0","0,1,1,0,0,0,0,0,0,0,0"
58,1,305.9,"1,1,0,1,1,1,0,1,1,1,1","1,1,0,1,0,0,0,0,0,0,1"
59,1,306.0,"1,0,1,1,0,0,0,1,1,1,0","1,0,1,1,0,0,0,0,0,0,0"
60,1,306.1,"1,1,0,1,1,0,1,0,0,1,1","1,1,0,1,0,0,0,0,0,0,1"
61,1,306.2,"0,1,1,1,0,1,1,1,0,1,1","0,1,1,1,0,0,0,0,0,0,1"
62,1,306.3,"1,1,1,1,1,1,0,0,1,1,1","1,1,1,1,0,0,0,0,0,0,1"
63,1,306.4,"0,0,0,0,1,0,0,1,1,1,1","0,0,0,0,0,0,0,0,0,0,1"
64,1,306.5,"0,1,1,0,1,0,0,1,1,1,1","0,1,1,0,0,0,0,0,0,0,1"
65,1,306.6,"0,1,0,1,0,0,1,1,1,1,0","0,1,0,1,0,0,0,0,0,0,0"
66,1,306.7,"0,1,0,1,0,1,0,0,1,1,1","0,1,0,1,0,0,0,0,0,0,1"
67,1,306.8,"1,1,1,1,1,0,0,1,1,0,0","1,1,0,1,0,0,0,0,0,0,0"
68,1,306.9,"1,0,0,1,0,1,0,1,1,1,1","1,0,0,1,0,0,0,0,0,0,1"
69,1,307.0,"1,0,1,0,1,1,0,0,1,1,1","1,0,0,0,0,0,0,0,0,0,1"
70,1,307.1,"1,1,0,0,0,0,0,0,1,1,1","1,1,0,0,0,0,0,0,0,0,1"
71,1,307.2,"1,1,0,0,1,1,1,1,1,1,1","1,1,0,0,0,0,0,0,0,0,1"
72,1,307.3,"1,0,1,1,1,0,0,1,0,1,1","1,0,0,1,0,0,0,0,0,0,1"
73,1,307.4,"1,1,0,1,0,1,0,0,1,1,0","1,1,0,1,0,0,0,0,0,0,0"
74,1,307.5,"0,1,0,0,0,1,0,1,0,1,0","0,1,0,0,0,0,0,0,0,0,0"
75,1,307.6,"0,0,1,1,1,1,0,0,1,1,1","0,0,0,1,0,0,0,0,0,0,1"
76,1,307.7,"1,1,0,1,1,0,0,1,1,1,1","0,1,0,1,0,0,0,0,0,0,1"
77,1,307.8,"0,0,0,1,1,1,0,1,0,1,1","0,0,0,1,0,0,0,0,0,0,1"
78,1,307.9,"1,1,1,1,1,1,1,1,1,1,0","0,1,0,1,0,0,0,0,0,0,0"
