,time_sec,node,is_curph_mingreenmet,curr_phase_elapsed_time,cycle_elapsed_time,iscurrsg_mainstreet,sg_vehexists,isotherphases_demand
0,1697654338781.0,1,0,0.0,0.0,0,True,True
1,1697654336922.0,2,0,0.0,0.0,0,True,True
2,1697654337631.0,3,0,0.0,0.0,1,True,True
3,1697654338176.0,4,1,0.0,0.0,0,True,True
4,1697654336869.0,5,0,0.0,0.0,0,True,True
5,1697654338822.0,6,0,0.0,0.0,1,True,True
6,1697654338175.0,7,0,0.0,0.0,1,True,True
7,1697654338813.0,8,0,0.0,0.0,1,True,True
8,1697654338131.0,9,0,0.0,0.0,1,True,True
9,1697654338829.0,10,0,0.0,0.0,1,True,True
10,1697654336836.0,11,0,0.0,0.0,0,True,True
11,1697654338881.0,1,0,0.0,0.0,0,True,True
12,1697654337122.0,2,0,0.0,0.0,0,True,True
13,1697654337731.0,3,0,0.0,0.0,1,True,True
14,1697654338276.0,4,1,0.0,0.0,0,True,True
15,1697654336869.0,5,0,0.0,0.0,0,True,True
16,1697654338922.0,6,0,0.0,0.0,1,True,True
17,1697654338275.0,7,0,0.0,0.0,1,True,True
18,1697654338913.0,8,0,0.0,0.0,1,True,True
19,1697654338231.0,9,0,0.0,0.0,1,True,True
20,1697654338929.0,10,0,0.0,0.0,1,True,True
21,1697654336936.0,11,0,0.0,0.0,0,True,True
22,1697654338981.0,1,0,0.0,0.0,0,True,True
23,1697654337222.0,2,0,0.0,0.0,0,True,True
24,1697654337930.0,3,0,0.0,0.0,1,True,True
25,1697654338376.0,4,1,0.0,0.0,0,True,True
26,1697654337069.0,5,0,0.0,0.0,0,True,True
27,1697654339022.0,6,0,0.0,0.0,1,True,True
28,1697654338375.0,7,0,0.0,0.0,1,True,True
29,1697654339113.0,8,0,0.0,0.0,1,True,True
30,1697654338331.0,9,0,0.0,0.0,1,True,True
31,1697654339129.0,10,0,0.0,0.0,1,True,True
32,1697654337035.0,11,0,0.0,0.0,0,True,True
33,1697654339081.0,1,0,0.0,0.0,0,True,True
34,1697654337322.0,2,0,0.0,0.0,0,True,True
35,1697654337930.0,3,0,0.0,0.0,1,True,True
36,1697654338477.0,4,1,0.0,0.0,0,True,True
37,1697654337169.0,5,0,0.0,0.0,0,True,True
38,1697654339222.0,6,0,0.0,0.0,1,True,True
39,1697654338476.0,7,0,0.0,0.0,1,True,True
40,1697654339113.0,8,0,0.0,0.0,1,True,True
41,1697654338432.0,9,0,0.0,0.0,1,True,True
42,1697654339229.0,10,0,0.0,0.0,1,True,True
43,1697654337235.0,11,0,0.0,0.0,0,True,True
44,1697654339181.0,1,0,0.0,0.0,0,True,True
45,1697654337423.0,2,0,0.0,0.0,0,True,True
46,1697654338031.0,3,0,0.0,0.0,1,True,True
47,1697654338576.0,4,1,0.0,0.0,0,True,True
48,1697654337269.0,5,0,0.0,0.0,0,True,True
49,1697654339322.0,6,0,0.0,0.0,1,True,True
50,1697654338575.0,7,0,0.0,0.0,1,True,True
51,1697654339213.0,8,0,0.0,0.0,1,True,True
52,1697654338531.0,9,0,0.0,0.0,1,True,True
53,1697654339329.0,10,0,0.0,0.0,1,True,True
54,1697654337235.0,11,0,0.0,0.0,0,True,True
55,1697654339381.0,1,0,0.0,0.0,0,True,True
56,1697654337522.0,2,0,0.0,0.0,0,True,True
57,1697654338231.0,3,0,0.0,0.0,1,True,True
58,1697654338776.0,4,1,0.0,0.0,0,True,True
59,1697654337470.0,5,0,0.0,0.0,0,True,True
60,1697654339423.0,6,0,0.0,0.0,1,True,True
61,1697654338775.0,7,0,0.0,0.0,1,True,True
62,1697654339414.0,8,0,0.0,0.0,1,True,True
63,1697654338731.0,9,0,0.0,0.0,1,True,True
64,1697654339430.0,10,0,0.0,0.0,1,True,True
65,1697654337436.0,11,0,0.0,0.0,0,True,True
66,1697654339482.0,1,0,0.0,0.0,0,True,True
67,1697654337622.0,2,0,0.0,0.0,0,True,True
68,1697654338331.0,3,0,0.0,0.0,1,True,True
69,1697654338876.0,4,0,0.0,0.0,1,True,True
70,1697654337569.0,5,0,0.0,0.0,0,True,True
71,1697654339522.0,6,0,0.0,0.0,1,True,True
72,1697654338875.0,7,0,0.0,0.0,1,True,True
73,1697654339513.0,8,0,0.0,0.0,1,True,True
74,1697654338831.0,9,0,0.0,0.0,1,True,True
75,1697654339529.0,10,0,0.0,0.0,1,True,True
76,1697654337535.0,11,0,0.0,0.0,0,True,True
77,1697654339581.0,1,0,0.0,0.0,0,True,True
78,1697654337822.0,2,0,0.0,0.0,0,True,True
79,1697654338432.0,3,0,0.0,0.0,1,True,True
80,1697654338976.0,4,0,0.1,0.0,1,True,True
81,1697654337669.0,5,0,0.0,0.0,0,True,True
82,1697654339622.0,6,0,0.0,0.0,1,True,True
83,1697654338975.0,7,0,0.0,0.0,1,True,True
84,1697654339613.0,8,0,0.0,0.0,1,True,True
85,1697654338931.0,9,0,0.0,0.0,1,True,True
86,1697654339629.0,10,0,0.0,0.0,1,True,True
87,1697654337635.0,11,0,0.0,0.0,0,True,True
88,1697654339681.0,1,0,0.0,0.0,0,True,True
89,1697654337922.0,2,0,0.0,0.0,0,True,True
90,1697654338531.0,3,0,0.0,0.0,1,True,True
91,1697654339076.0,4,0,0.2,0.0,1,True,True
92,1697654337769.0,5,0,0.0,0.0,0,True,True
93,1697654339722.0,6,0,0.0,0.0,1,True,True
94,1697654339075.0,7,0,0.0,0.0,1,True,True
95,1697654339713.0,8,0,0.0,0.0,1,True,True
96,1697654339031.0,9,0,0.0,0.0,1,True,True
97,1697654339829.0,10,0,0.0,0.0,1,True,True
98,1697654337735.0,11,0,0.0,0.0,0,True,True
99,1697654339781.0,1,0,0.0,0.0,0,True,True
100,1697654338022.0,2,0,0.0,0.0,0,True,True
101,1697654338631.0,3,0,0.0,0.0,1,True,True
102,1697654339176.0,4,0,0.3,0.0,1,True,True
103,1697654337869.0,5,0,0.0,0.0,0,True,True
104,1697654339922.0,6,0,0.0,0.0,1,True,True
105,1697654339175.0,7,0,0.0,0.0,1,True,True
106,1697654339913.0,8,0,0.0,0.0,1,True,True
107,1697654339131.0,9,0,0.0,0.0,1,True,True
108,1697654339929.0,10,0,0.0,0.0,1,True,True
109,1697654337935.0,11,0,0.0,0.0,0,True,True
110,1697654339981.0,1,0,0.0,0.0,0,True,True
111,1697654338122.0,2,0,0.0,0.0,0,True,True
112,1697654338831.0,3,0,0.0,0.0,1,True,True
113,1697654339376.0,4,0,0.5,0.0,1,True,True
114,1697654338069.0,5,0,0.0,0.0,0,True,True
115,1697654340022.0,6,0,0.0,0.0,1,True,True
116,1697654339375.0,7,0,0.0,0.0,1,True,True
117,1697654340013.0,8,0,0.0,0.0,1,True,True
118,1697654339331.0,9,0,0.0,0.0,1,True,True
