
Intersection : 2
Signal Groups : 1, 2, 3, 4

1694526462145, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526462345, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526462645, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526462845, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526462945, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526463145, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526463345, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526463545, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526463745, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526463945, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526464145, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526464345, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526464545, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526464845, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526464945, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526465146, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526465346, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526465646, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526465746, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526465946, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526466146, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526466346, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526466546, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526466746, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526466946, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526467146, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526467346, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526467646, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526467746, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526467946, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526468146, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526468447, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526468546, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526468746, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526469046, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526469246, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526469346, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526469546, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526469746, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526469946, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526470146, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526470447, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526470546, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526470846, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526470946, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526471146, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526471346, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526471546, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526471746, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526472046, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526472246, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526472346, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526472546, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526472746, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526472946, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526473147, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526473347, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526473547, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526473747, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526473947, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526474147, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526474347, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526474547, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526474647, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526474947, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526475047, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526475247, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526475448, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526475647, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526475847, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526476047, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526476147, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526476347, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526476547, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
1694526476847, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0;
