1,1,2023-10-11 15:47:34.582000
1,2,2023-10-11 15:47:55.989000
1,3,2023-10-11 15:48:32.601000
2,1,2023-10-11 15:47:34.529000
2,2,2023-10-11 15:48:07.941000
3,1,2023-10-11 15:48:20.092000
4,1,2023-10-11 15:48:28.937000
6,1,2023-10-11 15:47:34.327000
6,2,2023-10-11 15:47:56.135000
6,3,2023-10-11 15:48:33.547000
7,1,2023-10-11 15:47:34.484000
7,2,2023-10-11 15:47:59.592000
8,1,2023-10-11 15:48:35.590000
9,1,2023-10-11 15:47:34.364000
9,2,2023-10-11 15:47:57.372000
9,3,2023-10-11 15:48:33.584000
10,1,2023-10-11 15:47:34.378000
10,2,2023-10-11 15:47:51.485000
10,3,2023-10-11 15:48:22.095000
