,episode,time_sec,action,updated action
0,1,360.1,"0,1,1,1,1,1,0,0,1,1,1","0,1,1,0,0,0,0,0,1,0,1"
1,1,360.2,"0,1,1,1,1,1,0,1,1,0,1","0,1,1,0,0,0,0,0,1,0,1"
2,1,360.3,"0,1,1,0,1,1,1,0,0,0,1","0,1,1,0,0,0,0,0,0,0,1"
3,1,360.4,"0,1,0,0,1,1,1,0,0,1,1","0,0,0,0,0,0,0,0,0,0,1"
4,1,360.5,"1,0,1,0,1,0,0,1,1,1,0","0,0,1,0,0,0,0,0,1,0,0"
5,1,360.6,"1,1,1,1,1,1,0,1,0,1,1","0,0,1,1,0,0,0,0,0,0,1"
6,1,360.7,"0,0,1,1,1,1,0,1,0,0,0","0,0,1,1,0,0,0,0,0,0,0"
7,1,360.8,"0,0,0,1,1,1,0,1,0,1,0","0,0,0,1,0,0,0,0,0,0,0"
8,1,360.9,"1,1,0,1,1,1,1,0,1,1,0","0,0,0,1,0,0,0,0,1,0,0"
9,1,361.0,"1,0,1,1,1,0,1,1,0,0,0","0,0,1,1,0,0,0,0,0,0,0"
10,1,361.1,"0,1,1,1,1,0,0,1,0,1,0","0,0,0,1,0,0,0,0,0,0,0"
11,1,361.2,"0,1,1,0,1,1,1,0,0,1,1","0,0,0,0,0,0,0,0,0,0,1"
12,1,361.3,"1,1,1,1,0,0,1,1,0,0,0","0,0,0,1,0,0,0,0,0,0,0"
13,1,361.4,"0,0,0,1,1,0,1,1,0,1,0","0,0,0,1,0,0,0,0,0,0,0"
14,1,361.5,"0,1,0,1,1,1,1,1,1,1,1","0,0,0,1,0,0,0,0,1,0,1"
15,1,361.6,"0,0,0,1,1,0,1,1,0,1,0","0,0,0,1,0,0,0,0,0,0,0"
16,1,361.7,"0,1,0,1,1,1,0,1,1,1,1","0,0,0,1,0,0,0,0,0,0,1"
17,1,361.8,"0,1,0,1,1,1,0,1,0,1,0","0,0,0,1,0,0,0,0,0,0,0"
18,1,361.9,"1,0,1,1,1,1,1,1,1,1,0","0,0,0,1,0,0,0,0,0,0,0"
19,1,362.0,"0,1,1,1,1,1,1,1,1,1,0","0,0,0,1,0,0,0,0,0,0,0"
20,1,362.1,"0,0,0,0,1,0,0,1,1,1,1","0,0,0,0,0,0,0,0,0,0,1"
21,1,362.2,"0,1,1,1,0,1,0,1,0,0,1","0,0,0,1,0,0,0,0,0,0,1"
22,1,362.3,"1,0,0,1,1,0,0,1,1,1,0","0,0,0,1,0,0,0,0,0,0,0"
23,1,362.4,"0,1,0,1,1,1,0,0,1,1,1","0,0,0,1,0,0,0,0,0,0,1"
24,1,362.5,"0,0,0,1,0,1,0,1,0,0,0","0,0,0,1,0,0,0,0,0,0,0"
25,1,362.6,"0,1,1,1,1,1,0,1,0,0,0","0,0,0,1,0,0,0,0,0,0,0"
26,1,362.7,"0,1,0,0,0,1,0,0,1,1,0","0,0,0,0,0,0,0,0,0,0,0"
27,1,362.8,"0,1,1,1,1,1,1,1,1,0,1","0,0,0,1,0,0,0,0,0,0,1"
28,1,362.9,"0,0,1,1,1,0,1,0,0,1,1","0,0,0,1,0,0,0,0,0,0,1"
29,1,363.0,"0,0,1,0,0,1,0,1,0,1,0","0,0,0,0,0,0,0,0,0,0,0"
30,1,363.1,"1,1,1,1,1,1,1,0,1,1,0","0,0,0,1,0,0,0,0,0,0,0"
31,1,363.2,"0,1,1,1,0,0,0,0,0,1,0","0,1,0,1,0,0,0,0,0,0,0"
32,1,363.3,"0,1,1,0,1,1,1,1,1,0,0","0,1,0,0,0,0,1,0,0,0,0"
33,1,363.4,"1,1,1,1,1,1,0,1,1,1,1","0,1,0,1,0,0,0,0,0,0,1"
34,1,363.5,"1,0,1,1,0,1,0,1,1,0,0","0,0,0,1,0,0,0,0,0,0,0"
35,1,363.6,"0,1,1,1,0,1,0,1,1,1,1","0,1,0,1,0,0,0,0,0,0,1"
36,1,363.7,"0,0,1,1,1,1,1,1,0,0,1","0,0,0,1,0,0,1,0,0,0,1"
37,1,363.8,"0,1,1,1,0,1,0,0,1,1,0","0,1,0,1,0,0,0,0,0,0,0"
38,1,363.9,"0,0,1,1,0,1,0,1,0,1,1","0,0,0,1,0,0,0,0,0,0,1"
39,1,364.0,"0,0,1,1,0,1,1,1,1,1,1","0,0,0,1,0,0,1,1,0,0,1"
40,1,364.1,"0,1,1,1,1,1,1,1,0,1,0","0,1,0,1,0,0,1,1,0,0,0"
41,1,364.2,"0,1,1,1,0,0,0,1,0,0,0","0,1,0,1,0,0,0,1,0,0,0"
42,1,364.3,"1,0,1,1,1,1,0,0,0,1,0","0,0,0,1,0,0,0,0,0,0,0"
43,1,364.4,"0,0,1,1,1,0,0,1,1,1,0","0,0,0,1,0,0,0,1,0,0,0"
44,1,364.5,"1,1,1,1,0,1,0,0,0,1,0","0,1,0,1,0,1,0,0,0,0,0"
45,1,364.6,"1,0,0,1,0,1,1,1,1,1,1","0,0,0,1,0,1,1,1,0,0,1"
46,1,364.7,"0,1,1,0,1,1,1,0,0,1,0","0,1,0,0,0,1,1,0,0,0,0"
47,1,364.8,"0,0,0,0,0,1,1,0,1,1,0","0,0,0,0,0,1,1,0,0,0,0"
48,1,364.9,"0,1,1,1,1,0,0,1,1,1,0","0,1,0,1,0,0,0,1,0,0,0"
49,1,365.0,"1,0,1,1,1,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0"
50,1,365.1,"1,1,0,1,1,1,1,1,1,1,1","0,1,0,0,0,1,1,1,0,0,1"
51,1,365.2,"0,1,1,1,1,0,0,0,0,0,1","0,1,0,0,0,0,0,0,0,0,1"
52,1,365.3,"0,1,1,1,0,0,0,0,1,0,1","0,1,0,0,0,0,0,0,0,0,1"
53,1,365.4,"1,1,1,1,1,1,0,1,0,1,0","0,1,0,0,0,1,0,1,0,0,0"
54,1,365.5,"1,1,1,1,0,0,0,1,1,1,0","0,1,0,0,0,0,0,1,0,0,0"
55,1,365.6,"0,1,1,1,1,1,0,0,1,0,0","0,1,0,0,0,1,0,0,0,0,0"
56,1,365.7,"0,0,1,0,1,0,1,1,1,1,1","0,0,0,0,0,0,1,1,0,0,1"
57,1,365.8,"0,0,1,0,0,1,0,1,1,1,0","0,0,0,0,0,1,0,1,0,0,0"
