,time_sec,node,is_curph_mingreenmet,curr_phase_elapsed_time,cycle_elapsed_time,iscurrsg_mainstreet,sg_vehexists,isotherphases_demand
0,1697215705281.0,1,1,15.3,15.3,0,True,True
1,1697215705169.0,2,1,199.8,0.0,0,True,True
2,1697215705118.0,3,1,31.4,73.8,1,True,True
3,1697215705199.0,4,0,14.5,63.1,0,True,True
4,1697215704345.0,5,0,16.5,56.7,1,True,True
5,1697215705171.0,6,1,28.9,28.9,0,True,True
6,1697215705261.0,7,0,14.5,35.7,1,True,True
7,1697215705118.0,8,1,164.8,0.0,1,True,True
8,1697215705206.0,9,0,15.6,29.7,1,True,True
9,1697215705169.0,10,0,1.6,1.6,0,True,True
10,1697215705171.0,11,0,7.6,7.6,0,True,True
11,1697215705381.0,1,0,0.1,15.4,1,True,True
12,1697215705269.0,2,1,199.9,0.0,0,True,True
13,1697215705318.0,3,1,31.6,74.0,1,True,True
14,1697215705299.0,4,0,14.6,63.2,0,True,True
15,1697215704545.0,5,0,16.7,56.9,1,True,True
16,1697215705271.0,6,1,29.0,29.0,0,True,True
17,1697215705361.0,7,0,14.6,35.8,1,True,True
18,1697215705318.0,8,1,165.0,0.0,1,True,True
19,1697215705306.0,9,0,15.7,29.8,1,True,True
20,1697215705369.0,10,0,1.8,1.8,0,True,True
21,1697215705271.0,11,0,7.7,7.7,0,True,True
22,1697215705482.0,1,0,0.2,15.5,1,True,True
23,1697215705369.0,2,1,200.0,0.0,0,True,True
24,1697215705419.0,3,1,31.7,74.1,1,True,True
25,1697215705500.0,4,0,14.8,63.4,0,True,True
26,1697215704645.0,5,0,16.8,57.0,1,True,True
27,1697215705371.0,6,1,29.1,29.1,0,True,True
28,1697215705462.0,7,0,14.7,35.9,1,True,True
29,1697215703226.145,8,1,162.9,0.0,1,True,True
30,1697215705407.0,9,0,15.8,29.9,1,True,True
31,1697215705470.0,10,0,1.9,1.9,0,True,True
32,1697215705472.0,11,0,7.9,7.9,0,True,True
33,1697215705581.0,1,0,0.3,15.6,1,True,True
34,1697215705470.0,2,1,200.1,0.0,0,True,True
35,1697215705518.0,3,1,31.8,74.2,1,True,True
36,1697215705599.0,4,0,14.9,63.5,0,True,True
37,1697215704745.0,5,0,16.9,57.1,1,True,True
38,1697215705472.0,6,1,29.2,29.2,0,True,True
39,1697215705561.0,7,0,14.8,36.0,1,True,True
40,1697215705518.0,8,1,165.2,0.0,1,True,True
41,1697215705506.0,9,0,15.9,30.0,1,True,True
42,1697215705569.0,10,0,2.0,2.0,0,True,True
43,1697215705571.0,11,0,8.0,8.0,0,True,True
44,1697215705681.0,1,0,0.4,15.7,1,True,True
45,1697215705669.0,2,1,200.3,0.0,0,True,True
46,1697215705618.0,3,1,31.9,74.3,1,True,True
47,1697215705699.0,4,0,15.0,63.6,0,True,True
48,1697215704845.0,5,0,17.0,57.2,1,True,True
49,1697215705571.0,6,1,29.3,29.3,0,True,True
50,1697215705661.0,7,0,14.9,36.1,1,True,True
51,1697215705618.0,8,1,165.3,0.0,1,True,True
52,1697215705606.0,9,0,16.0,30.1,1,True,True
53,1697215705669.0,10,0,2.1,2.1,0,True,True
54,1697215705671.0,11,0,8.1,8.1,0,True,True
55,1697215705781.0,1,0,0.5,15.8,1,True,True
56,1697215703515.5671,2,1,198.1,0.0,0,True,True
57,1697215705718.0,3,1,32.0,74.4,1,True,True
58,1697215705799.0,4,0,15.1,63.7,0,True,True
59,1697215704945.0,5,0,17.1,57.3,1,True,True
60,1697215705671.0,6,1,29.4,29.4,0,True,True
61,1697215705761.0,7,0,15.0,36.2,1,True,True
62,1697215705718.0,8,1,165.4,0.0,1,True,True
63,1697215705706.0,9,0,16.1,30.2,1,True,True
64,1697215705769.0,10,0,2.2,2.2,0,True,True
65,1697215703520.571,11,0,5.9,5.9,0,True,True
66,1697215705881.0,1,0,0.6,15.9,1,True,True
67,1697215705769.0,2,1,200.4,0.0,0,True,True
68,1697215705818.0,3,1,32.1,74.5,1,True,True
69,1697215703594.573,4,0,12.9,61.5,0,True,True
70,1697215705045.0,5,0,17.2,57.4,1,True,True
71,1697215705771.0,6,1,29.5,29.5,0,True,True
72,1697215705861.0,7,0,15.1,36.3,1,True,True
73,1697215705818.0,8,1,165.5,0.0,1,True,True
74,1697215705806.0,9,0,16.2,30.3,1,True,True
75,1697215703599.574,10,0,0.0,0.0,0,True,True
76,1697215705771.0,11,0,8.2,8.2,0,True,True
77,1697215705981.0,1,0,0.7,16.0,1,True,True
78,1697215705869.0,2,1,200.5,0.0,0,True,True
79,1697215705918.0,3,1,32.2,74.6,1,True,True
80,1697215705899.0,4,0,15.2,63.8,0,True,True
81,1697215705145.0,5,0,17.3,57.5,1,True,True
82,1697215705871.0,6,1,29.6,29.6,0,True,True
83,1697215705961.0,7,0,15.2,36.4,1,True,True
84,1697215705918.0,8,1,165.6,0.0,1,True,True
85,1697215705906.0,9,0,16.3,30.4,1,True,True
86,1697215705869.0,10,0,2.3,2.3,0,True,True
87,1697215705871.0,11,0,8.3,8.3,0,True,True
88,1697215703761.956,1,0,-1.5,13.8,1,True,True
89,1697215705969.0,2,1,200.6,0.0,0,True,True
90,1697215703752.959,3,0,30.0,72.4,1,True,True
91,1697215705999.0,4,0,15.3,63.9,0,True,True
92,1697215703754.958,5,0,15.9,56.1,1,True,True
93,1697215703755.9568,6,1,27.5,27.5,0,True,True
94,1697215703756.959,7,0,13.0,34.2,1,True,True
95,1697215703757.96,8,1,163.4,0.0,1,True,True
96,1697215703758.956,9,0,14.2,28.2,1,True,True
97,1697215705969.0,10,0,2.4,2.4,0,True,True
98,1697215705971.0,11,0,8.4,8.4,0,True,True
99,1697215706081.0,1,0,0.8,16.1,1,True,True
100,1697215703820.0469,2,1,198.4,0.0,0,True,True
101,1697215706019.0,3,1,32.3,74.7,1,True,True
102,1697215703821.052,4,0,13.1,61.7,0,True,True
103,1697215705245.0,5,0,17.4,57.6,1,True,True
104,1697215705971.0,6,1,29.7,29.7,0,True,True
105,1697215706061.0,7,0,15.3,36.5,1,True,True
106,1697215706018.0,8,1,165.7,0.0,1,True,True
107,1697215706006.0,9,0,16.4,30.5,1,True,True
108,1697215706069.0,10,0,2.5,2.5,0,True,True
109,1697215703824.05,11,0,6.3,6.3,0,True,True
110,1697215706181.0,1,0,0.9,16.2,1,True,True
