,time_sec,node,sg_id,demand,sig_state,pedrecall,ped.min.recall,pedwalktime,redduration
0,1697052971212,1,2,0.23,0,0,1,23,7.495
1,1697052971212,1,7,0.29,1,0,0,0,0.0
2,1697052971212,1,6,0.18,0,0,1,0,7.495
3,1697052971212,1,1,0.22,0,0,0,0,7.495
4,1697052971157,2,1,0.24,1,0,0,0,0.0
5,1697052971157,2,2,0.49,1,1,1,29,0.0
6,1697052971157,2,3,0.2,0,0,0,0,17.491
7,1697052971157,2,4,0.05,0,0,0,39,17.191
8,1697052971103,3,1,0.12,0,0,0,0,13.692
9,1697052971103,3,2,0.49,0,1,1,33,13.692
10,1697052971103,3,3,0.05,1,0,0,0,0.0
11,1697052971103,3,4,0.31,1,0,0,29,0.0
12,1697052971149,4,1,0.21,0,0,0,0,1.499
13,1697052971149,4,2,0.36,0,1,0,22,1.799
14,1697052971149,4,3,0.4,0,0,0,0,28.588
15,1697052971149,4,4,0.31,0,1,0,19,28.888
16,1697052970993,5,1,0.34,0,0,0,0,3.098
17,1697052970993,5,2,0.11,0,1,1,22,3.098
18,1697052970993,5,4,0.34,1,1,0,28,0.0
19,1697052970958,6,2,0.4,1,1,1,17,0.0
20,1697052970958,6,4,0.06,0,0,0,25,43.783
21,1697052971111,7,2,0.21,0,1,0,20,16.792
22,1697052971111,7,4,0.09,1,0,0,20,0.0
23,1697052970999,8,2,6.0,1,1,1,21,0.0
24,1697052970999,8,4,0.0,0,1,0,29,2.799
25,1697052970999,8,1,0.0,1,0,0,0,0.0
26,1697052970994,9,2,0.44,0,1,1,18,3.599
27,1697052970994,9,4,0.07,1,0,0,20,0.0
28,1697052971011,10,2,0.38,1,1,1,0,0.0
29,1697052971011,10,4,0.01,0,0,0,20,2.399
30,1697052971184,11,1,0.04,0,0,0,0,16.292
31,1697052971184,11,2,0.38,0,0,1,20,15.292
32,1697052971184,11,3,0.4,0,0,0,0,0.6
33,1697052971184,11,4,0.14,0,0,0,20,31.887
34,1697052971184,11,5,0.46,0,0,0,0,16.292
35,1697052971184,11,6,0.35,0,0,1,20,16.292
36,1697052971312,1,2,0.29,0,0,1,23,7.595
37,1697052971312,1,7,0.39,1,0,0,0,0.0
38,1697052971312,1,6,0.01,0,0,1,0,7.595
39,1697052971312,1,1,0.12,0,0,0,0,7.595
40,1697052971257,2,1,0.4,1,0,0,0,0.0
41,1697052971257,2,2,0.16,1,1,1,29,0.0
42,1697052971257,2,3,0.08,0,0,0,0,17.591
43,1697052971257,2,4,0.22,0,0,0,39,17.291
44,1697052971303,3,1,0.33,0,0,0,0,13.892
45,1697052971303,3,2,0.44,0,1,1,33,13.892
46,1697052971303,3,3,0.18,1,0,0,0,0.0
47,1697052971303,3,4,0.15,1,0,0,29,0.0
48,1697052971249,4,1,0.32,0,0,0,0,1.599
49,1697052971249,4,2,0.13,0,1,0,22,1.899
50,1697052971249,4,3,0.04,1,0,0,0,0.0
51,1697052971249,4,4,0.15,1,1,0,19,0.0
52,1697052971093,5,1,0.01,0,0,0,0,3.198
53,1697052971093,5,2,0.48,0,1,1,22,3.198
54,1697052971093,5,4,0.23,1,1,0,28,0.0
55,1697052971157,6,2,0.39,1,1,1,17,0.0
56,1697052971157,6,4,0.06,0,0,0,25,43.982
57,1697052971211,7,2,0.11,0,1,0,20,16.892
58,1697052971211,7,4,0.4,1,0,0,20,0.0
59,1697052971098,8,2,6.0,1,1,1,21,0.0
60,1697052971098,8,4,0.0,0,1,0,29,2.898
61,1697052971098,8,1,0.0,1,0,0,0,0.0
62,1697052971093,9,2,0.25,0,1,1,18,3.698
63,1697052971093,9,4,0.38,1,0,0,20,0.0
64,1697052971111,10,2,0.03,1,1,1,0,0.0
65,1697052971111,10,4,0.29,0,0,0,20,2.499
66,1697052971284,11,1,0.39,0,0,0,0,16.392
67,1697052971284,11,2,0.47,0,0,1,20,15.392
68,1697052971284,11,3,0.03,0,0,0,0,0.7
69,1697052971284,11,4,0.18,0,0,0,20,31.987
70,1697052971284,11,5,0.49,0,0,0,0,16.392
71,1697052971284,11,6,0.22,0,0,1,20,16.392
72,1697052971413,1,2,0.37,0,0,1,23,7.696
73,1697052971413,1,7,0.33,1,0,0,0,0.0
74,1697052971413,1,6,0.17,0,0,1,0,7.696
75,1697052971413,1,1,0.45,0,0,0,0,7.696
76,1697052971458,2,1,0.36,1,0,0,0,0.0
77,1697052971458,2,2,0.46,1,1,1,29,0.0
78,1697052971458,2,3,0.31,0,0,0,0,17.792
79,1697052971458,2,4,0.26,0,0,0,39,17.492
80,1697052971404,3,1,0.12,0,0,0,0,13.993
81,1697052971404,3,2,0.2,0,1,1,33,13.993
82,1697052971404,3,3,0.17,1,0,0,0,0.0
83,1697052971404,3,4,0.38,1,0,0,29,0.0
84,1697052971349,4,1,0.45,0,0,0,0,1.699
85,1697052971349,4,2,0.14,0,1,0,22,1.999
86,1697052971349,4,3,0.23,1,0,0,0,0.0
87,1697052971349,4,4,0.36,1,1,0,19,0.0
88,1697052971193,5,1,0.17,0,0,0,0,3.298
89,1697052971193,5,2,0.46,0,1,1,22,3.298
90,1697052971193,5,4,0.31,1,1,0,28,0.0
91,1697052971157,6,2,0.31,1,1,1,17,0.0
92,1697052971157,6,4,0.45,0,0,0,25,43.982
93,1697052971311,7,2,0.11,0,1,0,20,16.992
94,1697052971311,7,4,0.43,1,0,0,20,0.0
95,1697052971198,8,2,7.0,1,1,1,21,0.0
96,1697052971198,8,4,0.0,0,1,0,29,2.998
97,1697052971198,8,1,0.0,1,0,0,0,0.0
98,1697052971193,9,2,0.13,0,1,1,18,3.798
99,1697052971193,9,4,0.37,1,0,0,20,0.0
100,1697052971211,10,2,0.26,1,1,1,0,0.0
101,1697052971211,10,4,0.21,0,0,0,20,2.599
102,1697052971384,11,1,0.33,0,0,0,0,16.492
103,1697052971384,11,2,0.26,0,0,1,20,15.492
104,1697052971384,11,3,0.42,0,0,0,0,0.8
105,1697052971384,11,4,0.07,0,0,0,20,32.087
106,1697052971384,11,5,0.25,0,0,0,0,16.492
107,1697052971384,11,6,0.45,0,0,1,20,16.492
108,1697052971512,1,2,0.16,0,0,1,23,7.795
109,1697052971512,1,7,0.1,1,0,0,0,0.0
110,1697052971512,1,6,0.37,0,0,1,0,7.795
111,1697052971512,1,1,0.36,0,0,0,0,7.795
112,1697052971557,2,1,0.04,1,0,0,0,0.0
113,1697052971557,2,2,0.36,1,1,1,29,0.0
114,1697052971557,2,3,0.47,0,0,0,0,17.891
115,1697052971557,2,4,0.01,0,0,0,39,17.591
116,1697052971503,3,1,0.29,0,0,0,0,14.092
117,1697052971503,3,2,0.3,0,1,1,33,14.092
118,1697052971503,3,3,0.17,1,0,0,0,0.0
119,1697052971503,3,4,0.16,1,0,0,29,0.0
120,1697052971450,4,1,0.35,0,0,0,0,1.8
121,1697052971450,4,2,0.02,0,1,0,22,2.1
122,1697052971450,4,3,0.38,1,0,0,0,0.0
123,1697052971450,4,4,0.27,1,1,0,19,0.0
124,1697052971293,5,1,0.05,0,0,0,0,3.398
125,1697052971293,5,2,0.01,0,1,1,22,3.398
126,1697052971293,5,4,0.49,1,1,0,28,0.0
127,1697052971258,6,2,0.07,1,1,1,17,0.0
128,1697052971258,6,4,0.38,0,0,0,25,44.083
129,1697052971412,7,2,0.48,0,1,0,20,17.093
130,1697052971412,7,4,0.07,1,0,0,20,0.0
131,1697052971298,8,2,7.0,1,1,1,21,0.0
132,1697052971298,8,4,0.0,0,1,0,29,3.098
133,1697052971298,8,1,0.0,1,0,0,0,0.0
134,1697052971293,9,2,0.33,0,1,1,18,3.898
135,1697052971293,9,4,0.02,1,0,0,20,0.0
136,1697052971311,10,2,0.3,1,1,1,0,0.0
137,1697052971311,10,4,0.14,0,0,0,20,2.699
138,1697052971485,11,1,0.32,0,0,0,0,16.593
139,1697052971485,11,2,0.36,0,0,1,20,15.593
140,1697052971485,11,3,0.43,0,0,0,0,0.901
141,1697052971485,11,4,0.43,0,0,0,20,32.188
142,1697052971485,11,5,0.22,0,0,0,0,16.593
143,1697052971485,11,6,0.34,0,0,1,20,16.593
144,1697052971612,1,2,0.29,0,0,1,23,7.895
145,1697052971612,1,7,0.32,1,0,0,0,0.0
146,1697052971612,1,6,0.49,0,0,1,0,7.895
147,1697052971612,1,1,0.36,0,0,0,0,7.895
148,1697052971657,2,1,0.0,1,0,0,0,0.0
149,1697052971657,2,2,0.03,1,1,1,29,0.0
150,1697052971657,2,3,0.06,0,0,0,0,17.991
151,1697052971657,2,4,0.04,0,0,0,39,17.691
152,1697052971603,3,1,0.5,0,0,0,0,14.192
153,1697052971603,3,2,0.03,0,1,1,33,14.192
154,1697052971603,3,3,0.3,1,0,0,0,0.0
155,1697052971603,3,4,0.04,1,0,0,29,0.0
156,1697052971549,4,1,0.22,0,0,0,0,1.899
157,1697052971549,4,2,0.24,0,1,0,22,2.199
158,1697052971549,4,3,0.27,1,0,0,0,0.0
159,1697052971549,4,4,0.04,1,1,0,19,0.0
160,1697052971393,5,1,0.25,0,0,0,0,3.498
161,1697052971393,5,2,0.1,0,1,1,22,3.498
162,1697052971393,5,4,0.32,1,1,0,28,0.0
163,1697052971357,6,2,0.23,1,1,1,17,0.0
164,1697052971357,6,4,0.3,0,0,0,25,44.182
165,1697052971511,7,2,0.26,0,1,0,20,17.192
166,1697052971511,7,4,0.15,1,0,0,20,0.0
167,1697052971298,8,2,7.0,1,1,1,21,0.0
168,1697052971298,8,4,0.0,0,1,0,29,3.098
169,1697052971298,8,1,0.0,1,0,0,0,0.0
170,1697052971393,9,2,0.31,0,1,1,18,3.998
171,1697052971393,9,4,0.18,1,0,0,20,0.0
172,1697052971412,10,2,0.08,1,1,1,0,0.0
173,1697052971412,10,4,0.3,0,0,0,20,2.8
174,1697052971584,11,1,0.26,0,0,0,0,16.692
175,1697052971584,11,2,0.06,0,0,1,20,15.692
176,1697052971584,11,3,0.41,0,0,0,0,1.0
177,1697052971584,11,4,0.27,0,0,0,20,0.099
178,1697052971584,11,5,0.4,0,0,0,0,16.692
179,1697052971584,11,6,0.34,0,0,1,20,16.692
180,1697052971812,1,2,0.03,0,0,1,23,8.095
181,1697052971812,1,7,0.11,1,0,0,0,0.0
182,1697052971812,1,6,0.32,0,0,1,0,8.095
183,1697052971812,1,1,0.3,0,0,0,0,8.095
184,1697052971657,2,1,0.19,1,0,0,0,0.0
185,1697052971657,2,2,0.21,1,1,1,29,0.0
186,1697052971657,2,3,0.18,0,0,0,0,17.991
187,1697052971657,2,4,0.1,0,0,0,39,17.691
188,1697052971703,3,1,0.01,0,0,0,0,14.292
189,1697052971703,3,2,0.1,0,1,1,33,14.292
190,1697052971703,3,3,0.27,1,0,0,0,0.0
191,1697052971703,3,4,0.04,1,0,0,29,0.0
192,1697052971649,4,1,0.14,0,0,0,0,1.999
193,1697052971649,4,2,0.02,0,1,0,22,2.299
194,1697052971649,4,3,0.5,1,0,0,0,0.0
195,1697052971649,4,4,0.2,1,1,0,19,0.0
196,1697052971494,5,1,0.26,0,0,0,0,3.599
197,1697052971494,5,2,0.47,0,1,1,22,3.599
198,1697052971494,5,4,0.49,1,1,0,28,0.0
199,1697052971557,6,2,0.1,1,1,1,17,0.0
200,1697052971557,6,4,0.21,0,0,0,25,44.382
201,1697052971711,7,2,0.38,0,1,0,20,17.392
202,1697052971711,7,4,0.38,1,0,0,20,0.0
203,1697052971499,8,2,7.0,1,1,1,21,0.0
204,1697052971499,8,4,0.0,0,1,0,29,3.299
205,1697052971499,8,1,0.0,1,0,0,0,0.0
206,1697052971593,9,2,0.2,0,1,1,18,4.198
207,1697052971593,9,4,0.49,1,0,0,20,0.0
208,1697052971511,10,2,0.16,1,1,1,0,0.0
209,1697052971511,10,4,0.43,0,0,0,20,2.899
210,1697052971784,11,1,0.17,0,0,0,0,16.892
211,1697052971784,11,2,0.17,0,0,1,20,15.892
212,1697052971784,11,3,0.04,0,0,0,0,1.2
213,1697052971784,11,4,0.1,0,0,0,20,0.299
214,1697052971784,11,5,0.15,0,0,0,0,16.892
215,1697052971784,11,6,0.1,0,0,1,20,16.892
216,1697052971912,1,2,0.17,0,0,1,23,8.195
217,1697052971912,1,7,0.3,1,0,0,0,0.0
218,1697052971912,1,6,0.04,0,0,1,0,8.195
219,1697052971912,1,1,0.22,0,0,0,0,8.195
220,1697052971857,2,1,0.42,1,0,0,0,0.0
221,1697052971857,2,2,0.14,1,1,1,29,0.0
222,1697052971857,2,3,0.21,0,0,0,0,18.191
223,1697052971857,2,4,0.04,0,0,0,39,17.891
224,1697052971803,3,1,0.37,0,0,0,0,14.392
225,1697052971803,3,2,0.49,0,1,1,33,14.392
226,1697052971803,3,3,0.5,1,0,0,0,0.0
227,1697052971803,3,4,0.28,1,0,0,29,0.0
228,1697052971849,4,1,0.01,0,0,0,0,2.199
229,1697052971849,4,2,0.01,0,1,0,22,2.499
230,1697052971849,4,3,0.35,1,0,0,0,0.0
231,1697052971849,4,4,0.16,1,1,0,19,0.0
232,1697052971693,5,1,0.23,0,0,0,0,3.798
233,1697052971693,5,2,0.13,0,1,1,22,3.798
234,1697052971693,5,4,0.18,1,1,0,28,0.0
235,1697052971657,6,2,0.01,1,1,1,17,0.0
236,1697052971657,6,4,0.47,0,0,0,25,44.482
237,1697052971811,7,2,0.05,0,1,0,20,17.492
238,1697052971811,7,4,0.09,1,0,0,20,0.0
239,1697052971698,8,2,7.0,1,1,1,21,0.0
240,1697052971698,8,4,0.0,0,1,0,29,3.498
241,1697052971698,8,1,0.0,1,0,0,0,0.0
242,1697052971693,9,2,0.19,0,1,1,18,4.298
243,1697052971693,9,4,0.37,1,0,0,20,0.0
244,1697052971711,10,2,0.3,1,1,1,0,0.0
245,1697052971711,10,4,0.47,0,0,0,20,3.099
246,1697052971884,11,1,0.39,0,0,0,0,16.992
247,1697052971884,11,2,0.39,0,0,1,20,15.992
248,1697052971884,11,3,0.46,0,0,0,0,1.3
249,1697052971884,11,4,0.09,0,0,0,20,0.399
250,1697052971884,11,5,0.34,0,0,0,0,16.992
251,1697052971884,11,6,0.23,0,0,1,20,16.992
252,1697052971912,1,2,0.4,0,0,1,23,8.195
253,1697052971912,1,7,0.39,1,0,0,0,0.0
254,1697052971912,1,6,0.27,0,0,1,0,8.195
255,1697052971912,1,1,0.2,0,0,0,0,8.195
256,1697052971857,2,1,0.08,1,0,0,0,0.0
257,1697052971857,2,2,0.4,1,1,1,29,0.0
258,1697052971857,2,3,0.2,0,0,0,0,18.191
259,1697052971857,2,4,0.2,0,0,0,39,17.891
260,1697052971803,3,1,0.39,0,0,0,0,14.392
261,1697052971803,3,2,0.48,0,1,1,33,14.392
262,1697052971803,3,3,0.46,1,0,0,0,0.0
263,1697052971803,3,4,0.44,1,0,0,29,0.0
264,1697052971949,4,1,0.19,0,0,0,0,2.299
265,1697052971949,4,2,0.29,0,1,0,22,2.599
266,1697052971949,4,3,0.01,1,0,0,0,0.0
267,1697052971949,4,4,0.42,1,1,0,19,0.0
268,1697052971793,5,1,0.21,0,0,0,0,3.898
269,1697052971793,5,2,0.15,0,1,1,22,3.898
270,1697052971793,5,4,0.32,1,1,0,28,0.0
271,1697052971758,6,2,0.33,1,1,1,17,0.0
272,1697052971758,6,4,0.15,0,0,0,25,44.583
273,1697052971811,7,2,0.01,0,1,0,20,17.492
274,1697052971811,7,4,0.02,1,0,0,20,0.0
275,1697052971698,8,2,7.0,1,1,1,21,0.0
276,1697052971698,8,4,0.0,0,1,0,29,3.498
277,1697052971698,8,1,0.0,1,0,0,0,0.0
278,1697052971793,9,2,0.35,0,1,1,18,4.398
279,1697052971793,9,4,0.38,1,0,0,20,0.0
280,1697052971711,10,2,0.09,1,1,1,0,0.0
281,1697052971711,10,4,0.42,0,0,0,20,3.099
282,1697052971984,11,1,0.39,0,0,0,0,17.092
283,1697052971984,11,2,0.44,0,0,1,20,16.092
284,1697052971984,11,3,0.37,0,0,0,0,1.4
285,1697052971984,11,4,0.44,0,0,0,20,0.499
286,1697052971984,11,5,0.08,0,0,0,0,17.092
287,1697052971984,11,6,0.45,0,0,1,20,17.092
288,1697052972012,1,2,0.3,0,0,1,23,8.295
289,1697052972012,1,7,0.15,1,0,0,0,0.0
290,1697052972012,1,6,0.28,0,0,1,0,8.295
291,1697052972012,1,1,0.06,0,0,0,0,8.295
292,1697052972057,2,1,0.04,1,0,0,0,0.0
293,1697052972057,2,2,0.25,1,1,1,29,0.0
294,1697052972057,2,3,0.28,0,0,0,0,18.391
295,1697052972057,2,4,0.21,0,0,0,39,18.091
296,1697052972002,3,1,0.35,0,0,0,0,14.591
297,1697052972002,3,2,0.39,0,1,1,33,14.591
298,1697052972002,3,3,0.32,1,0,0,0,0.0
299,1697052972002,3,4,0.25,1,0,0,29,0.0
300,1697052972048,4,1,0.43,0,0,0,0,2.398
301,1697052972048,4,2,0.01,0,1,0,22,2.698
302,1697052972048,4,3,0.35,1,0,0,0,0.0
303,1697052972048,4,4,0.43,1,1,0,19,0.0
304,1697052971893,5,1,0.07,0,0,0,0,3.998
305,1697052971893,5,2,0.0,0,1,1,22,3.998
306,1697052971893,5,4,0.14,1,1,0,28,0.0
307,1697052971857,6,2,0.46,1,1,1,17,0.0
308,1697052971857,6,4,0.07,0,0,0,25,44.682
309,1697052972010,7,2,0.2,0,1,0,20,17.691
310,1697052972010,7,4,0.06,1,0,0,20,0.0
311,1697052971898,8,2,7.0,1,1,1,21,0.0
312,1697052971898,8,4,0.0,0,1,0,29,3.698
313,1697052971898,8,1,0.0,1,0,0,0,0.0
314,1697052971893,9,2,0.07,0,1,1,18,4.498
315,1697052971893,9,4,0.14,1,0,0,20,0.0
316,1697052971911,10,2,0.48,1,1,1,0,0.0
317,1697052971911,10,4,0.45,0,0,0,20,3.299
318,1697052972083,11,1,0.05,0,0,0,0,17.191
319,1697052972083,11,2,0.09,0,0,1,20,16.191
320,1697052972083,11,3,0.38,0,0,0,0,1.499
321,1697052972083,11,4,0.22,0,0,0,20,0.598
322,1697052972083,11,5,0.15,0,0,0,0,17.191
323,1697052972083,11,6,0.49,0,0,1,20,17.191
324,1697052972112,1,2,0.12,0,0,1,23,8.395
325,1697052972112,1,7,0.42,1,0,0,0,0.0
326,1697052972112,1,6,0.24,0,0,1,0,8.395
327,1697052972112,1,1,0.08,0,0,0,0,8.395
328,1697052972057,2,1,0.06,1,0,0,0,0.0
329,1697052972057,2,2,0.4,1,1,1,29,0.0
330,1697052972057,2,3,0.42,0,0,0,0,18.391
331,1697052972057,2,4,0.17,0,0,0,39,18.091
332,1697052972002,3,1,0.09,0,0,0,0,14.591
333,1697052972002,3,2,0.43,0,1,1,33,14.591
334,1697052972002,3,3,0.42,1,0,0,0,0.0
335,1697052972002,3,4,0.47,1,0,0,29,0.0
336,1697052972048,4,1,0.33,0,0,0,0,2.398
337,1697052972048,4,2,0.23,0,1,0,22,2.698
338,1697052972048,4,3,0.31,1,0,0,0,0.0
339,1697052972048,4,4,0.45,1,1,0,19,0.0
340,1697052971893,5,1,0.25,0,0,0,0,3.998
341,1697052971893,5,2,0.2,0,1,1,22,3.998
342,1697052971893,5,4,0.41,1,1,0,28,0.0
343,1697052971957,6,2,0.13,1,1,1,17,0.0
344,1697052971957,6,4,0.48,0,0,0,25,44.782
345,1697052972010,7,2,0.5,0,1,0,20,17.691
346,1697052972010,7,4,0.08,1,0,0,20,0.0
347,1697052971898,8,2,7.0,1,1,1,21,0.0
348,1697052971898,8,4,0.0,0,1,0,29,3.698
349,1697052971898,8,1,0.0,1,0,0,0,0.0
350,1697052971893,9,2,0.11,0,1,1,18,4.498
351,1697052971893,9,4,0.23,1,0,0,20,0.0
352,1697052972010,10,2,0.24,1,1,1,0,0.0
353,1697052972010,10,4,0.44,0,0,0,20,3.398
354,1697052972083,11,1,0.22,0,0,0,0,17.191
355,1697052972083,11,2,0.08,0,0,1,20,16.191
356,1697052972083,11,3,0.03,0,0,0,0,1.499
357,1697052972083,11,4,0.3,0,0,0,20,0.598
358,1697052972083,11,5,0.38,0,0,0,0,17.191
359,1697052972083,11,6,0.1,0,0,1,20,17.191
360,1697052972312,1,2,0.11,0,0,1,23,8.595
361,1697052972312,1,7,0.1,1,0,0,0,0.0
362,1697052972312,1,6,0.18,0,0,1,0,8.595
363,1697052972312,1,1,0.43,0,0,0,0,8.595
364,1697052972257,2,1,0.11,1,0,0,0,0.0
365,1697052972257,2,2,0.46,1,1,1,29,0.0
366,1697052972257,2,3,0.01,0,0,0,0,18.591
367,1697052972257,2,4,0.25,0,0,0,39,18.291
368,1697052972202,3,1,0.28,0,0,0,0,14.791
369,1697052972202,3,2,0.02,0,1,1,33,14.791
370,1697052972202,3,3,0.4,1,0,0,0,0.0
371,1697052972202,3,4,0.01,1,0,0,29,0.0
372,1697052972148,4,1,0.48,0,0,0,0,2.498
373,1697052972148,4,2,0.13,0,1,0,22,2.798
374,1697052972148,4,3,0.05,1,0,0,0,0.0
375,1697052972148,4,4,0.29,1,1,0,19,0.0
376,1697052972092,5,1,0.39,0,0,0,0,4.197
377,1697052972092,5,2,0.08,0,1,1,22,4.197
378,1697052972092,5,4,0.47,1,1,0,28,0.0
379,1697052971957,6,2,0.34,1,1,1,17,0.0
380,1697052971957,6,4,0.07,0,0,0,25,44.782
381,1697052972210,7,2,0.11,0,1,0,20,17.891
382,1697052972210,7,4,0.46,1,0,0,20,0.0
383,1697052971998,8,2,7.0,1,1,1,21,0.0
384,1697052971998,8,4,0.0,0,1,0,29,3.798
385,1697052971998,8,1,0.0,1,0,0,0,0.0
386,1697052972092,9,2,0.25,0,1,1,18,4.697
387,1697052972092,9,4,0.15,1,0,0,20,0.0
388,1697052972110,10,2,0.36,1,1,1,0,0.0
389,1697052972110,10,4,0.25,0,0,0,20,3.498
390,1697052972283,11,1,0.16,0,0,0,0,17.391
391,1697052972283,11,2,0.06,0,0,1,20,16.391
392,1697052972283,11,3,0.19,0,0,0,0,1.699
393,1697052972283,11,4,0.47,0,0,0,20,0.798
394,1697052972283,11,5,0.28,0,0,0,0,17.391
395,1697052972283,11,6,0.24,0,0,1,20,17.391
396,1697052972413,1,2,0.37,0,0,1,23,8.696
397,1697052972413,1,7,0.11,1,0,0,0,0.0
398,1697052972413,1,6,0.42,0,0,1,0,8.696
399,1697052972413,1,1,0.22,0,0,0,0,8.696
400,1697052972357,2,1,0.13,1,0,0,0,0.0
401,1697052972357,2,2,0.33,1,1,1,29,0.0
402,1697052972357,2,3,0.09,0,0,0,0,18.691
403,1697052972357,2,4,0.09,0,0,0,39,18.391
404,1697052972403,3,1,0.48,0,0,0,0,14.992
405,1697052972403,3,2,0.36,0,1,1,33,14.992
406,1697052972403,3,3,0.35,1,0,0,0,0.0
407,1697052972403,3,4,0.39,1,0,0,29,0.0
408,1697052972348,4,1,0.39,0,0,0,0,2.698
409,1697052972348,4,2,0.19,0,1,0,22,2.998
410,1697052972348,4,3,0.3,1,0,0,0,0.0
411,1697052972348,4,4,0.11,1,1,0,19,0.0
412,1697052972192,5,1,0.5,0,0,0,0,4.297
413,1697052972192,5,2,0.03,0,1,1,22,4.297
414,1697052972192,5,4,0.37,1,1,0,28,0.0
415,1697052972157,6,2,0.05,1,1,1,17,0.0
416,1697052972157,6,4,0.46,0,0,0,25,44.982
417,1697052972310,7,2,0.19,0,1,0,20,17.991
418,1697052972310,7,4,0.49,1,0,0,20,0.0
419,1697052972198,8,2,7.0,1,1,1,21,0.0
420,1697052972198,8,4,0.0,0,1,0,29,3.998
421,1697052972198,8,1,0.0,1,0,0,0,0.0
