1,1,1,2023-10-13 10:04:29.137000
1,1,2,2023-10-13 10:04:51.141000
1,1,3,2023-10-13 10:05:31.035000
1,4,2023-10-13 10:06:08.133000
2,2,1,2023-10-13 10:04:28.993000
2,2,2,2023-10-13 10:05:02.196000
2,3,2023-10-13 10:06:18.592000
3,3,1,2023-10-13 10:05:20.735000
3,2,2023-10-13 10:06:06.332000
4,4,1,2023-10-13 10:04:29.063000
4,4,2,2023-10-13 10:05:02.667000
4,3,2023-10-13 10:06:00.860000
5,5,1,2023-10-13 10:05:07.153000
5,2,2023-10-13 10:06:07.449000
6,6,1,2023-10-13 10:04:29.022000
6,6,2,2023-10-13 10:04:50.926000
6,6,3,2023-10-13 10:05:31.221000
6,4,2023-10-13 10:06:09.119000
6,5,2023-10-13 10:06:46.924000
7,7,1,2023-10-13 10:04:29.084000
7,7,2,2023-10-13 10:04:54.388000
7,3,2023-10-13 10:05:40.982000
7,4,2023-10-13 10:06:27.486000
8,1,2023-10-13 10:06:17.941000
9,9,1,2023-10-13 10:04:29.041000
9,9,2,2023-10-13 10:04:52.345000
9,9,3,2023-10-13 10:05:28.740000
9,4,2023-10-13 10:06:05.538000
9,5,2023-10-13 10:06:42.343000
10,10,1,2023-10-13 10:04:29.054000
10,10,2,2023-10-13 10:04:44.557000
10,10,3,2023-10-13 10:05:14.855000
10,4,2023-10-13 10:05:45.453000
10,5,2023-10-13 10:06:15.952000
10,6,2023-10-13 10:06:46.656000
11,11,1,2023-10-13 10:05:02.203000
11,11,2,2023-10-13 10:05:34.598000
11,3,2023-10-13 10:06:32.901000
