1,1,1,2023-10-18 14:11:34.138000
1,2,2023-10-18 14:12:25.229000
2,2,1,2023-10-18 14:10:59.880000
2,2,2,2023-10-18 14:11:33.173000
2,3,2023-10-18 14:12:44.862000
3,3,1,2023-10-18 14:10:55.588000
3,3,2,2023-10-18 14:11:33.180000
4,1,2023-10-18 14:12:16.628000
5,5,1,2023-10-18 14:11:23.816000
5,2,2023-10-18 14:12:00.313000
6,6,1,2023-10-18 14:11:43.976000
6,2,2023-10-18 14:12:29.667000
7,1,2023-10-18 14:11:59.725000
7,2,2023-10-18 14:12:46.016000
8,1,2023-10-18 14:12:33.255000
9,1,2023-10-18 14:13:03.168000
10,1,2023-10-18 14:13:03.877000
11,1,2023-10-18 14:12:11.081000
