1,1,2023-10-04 16:15:49.025000
1,2,2023-10-04 16:15:53.225000
1,3,2023-10-04 16:15:55.426000
1,4,2023-10-04 16:15:57.525000
1,5,2023-10-04 16:15:59.725000
1,6,2023-10-04 16:16:01.825000
1,7,2023-10-04 16:16:03.925000
1,8,2023-10-04 16:16:06.025000
1,9,2023-10-04 16:16:08.125000
1,10,2023-10-04 16:16:10.225000
1,11,2023-10-04 16:16:12.426000
1,12,2023-10-04 16:16:14.524000
2,1,2023-10-04 16:15:53.596000
2,2,2023-10-04 16:15:55.796000
2,3,2023-10-04 16:15:57.896000
2,4,2023-10-04 16:16:00.096000
2,5,2023-10-04 16:16:02.196000
2,6,2023-10-04 16:16:04.296000
2,7,2023-10-04 16:16:06.396000
2,8,2023-10-04 16:16:08.497000
2,9,2023-10-04 16:16:10.596000
2,10,2023-10-04 16:16:12.796000
2,11,2023-10-04 16:16:14.995000
2,12,2023-10-04 16:16:17.095000
2,13,2023-10-04 16:16:19.195000
2,14,2023-10-04 16:16:21.295000
2,15,2023-10-04 16:16:23.496000
2,16,2023-10-04 16:16:25.595000
2,17,2023-10-04 16:16:27.796000
2,18,2023-10-04 16:16:29.896000
2,19,2023-10-04 16:16:31.996000
2,20,2023-10-04 16:16:34.096000
2,21,2023-10-04 16:16:36.297000
2,22,2023-10-04 16:16:38.397000
2,23,2023-10-04 16:16:40.498000
2,24,2023-10-04 16:16:42.697000
2,25,2023-10-04 16:16:44.798000
2,26,2023-10-04 16:16:46.898000
2,27,2023-10-04 16:16:48.999000
2,28,2023-10-04 16:16:51.100000
2,29,2023-10-04 16:16:53.300000
2,30,2023-10-04 16:16:55.401000
2,31,2023-10-04 16:17:20.708000
2,32,2023-10-04 16:17:22.808000
2,33,2023-10-04 16:17:24.908000
2,34,2023-10-04 16:17:27.109000
2,35,2023-10-04 16:17:29.310000
2,36,2023-10-04 16:17:31.411000
2,37,2023-10-04 16:17:33.510000
2,38,2023-10-04 16:17:35.711000
2,39,2023-10-04 16:17:37.811000
2,40,2023-10-04 16:17:39.911000
2,41,2023-10-04 16:17:42.012000
2,42,2023-10-04 16:17:44.212000
2,43,2023-10-04 16:17:46.312000
2,44,2023-10-04 16:17:48.414000
2,45,2023-10-04 16:17:50.513000
2,46,2023-10-04 16:17:52.713000
2,47,2023-10-04 16:17:54.813000
2,48,2023-10-04 16:17:56.914000
2,49,2023-10-04 16:17:59.014000
2,50,2023-10-04 16:18:01.214000
2,51,2023-10-04 16:18:03.314000
2,52,2023-10-04 16:18:05.415000
2,53,2023-10-04 16:18:07.515000
2,54,2023-10-04 16:18:09.715000
2,55,2023-10-04 16:18:11.815000
2,56,2023-10-04 16:18:13.915000
2,57,2023-10-04 16:18:16.015000
2,58,2023-10-04 16:18:18.116000
2,59,2023-10-04 16:18:20.216000
2,60,2023-10-04 16:18:22.316000
2,61,2023-10-04 16:18:24.516000
2,62,2023-10-04 16:18:26.517000
2,63,2023-10-04 16:18:43.519000
2,64,2023-10-04 16:18:45.719000
2,65,2023-10-04 16:18:47.819000
2,66,2023-10-04 16:18:49.919000
2,67,2023-10-04 16:18:52.019000
2,68,2023-10-04 16:18:54.219000
2,69,2023-10-04 16:18:56.319000
2,70,2023-10-04 16:18:58.420000
2,71,2023-10-04 16:19:00.518000
2,72,2023-10-04 16:19:02.618000
2,73,2023-10-04 16:19:04.818000
2,74,2023-10-04 16:19:06.918000
2,75,2023-10-04 16:19:09.117000
2,76,2023-10-04 16:19:11.217000
2,77,2023-10-04 16:19:13.417000
2,78,2023-10-04 16:19:15.515000
2,79,2023-10-04 16:19:17.615000
2,80,2023-10-04 16:19:19.714000
2,81,2023-10-04 16:19:21.814000
