,episode,time_sec,action,updated action
0,1,240.1,"0,0,1,0,0,0,1,1,1,1,0","0,0,0,0,0,0,0,1,0,0,0"
1,1,240.2,"0,1,1,1,0,1,1,1,1,1,1","0,0,0,0,0,0,0,1,0,0,1"
2,1,240.3,"0,1,0,0,0,1,0,1,0,1,1","0,0,0,0,0,0,0,1,0,0,1"
3,1,240.4,"0,0,1,0,0,1,1,1,0,0,0","0,0,0,0,0,0,0,1,0,0,0"
4,1,240.5,"1,0,0,1,0,1,1,0,1,1,0","0,0,0,0,0,0,0,0,0,0,0"
5,1,240.6,"0,0,1,1,1,1,1,1,0,1,0","0,0,0,0,0,0,0,0,0,0,0"
6,1,240.7,"1,0,1,1,0,0,1,0,1,1,1","0,0,0,0,0,0,0,0,0,0,1"
7,1,240.8,"0,0,1,0,0,0,1,1,0,1,0","0,0,0,0,0,0,0,0,0,0,0"
8,1,240.9,"1,0,1,0,0,0,1,0,1,0,1","0,0,0,0,0,0,0,0,0,0,1"
9,1,241.0,"0,0,1,0,0,1,1,0,1,0,1","0,0,0,0,0,0,0,0,0,0,1"
10,1,241.1,"1,1,0,0,0,0,1,0,0,0,1","0,0,0,0,0,0,0,0,0,0,1"
11,1,241.2,"0,1,1,1,0,1,0,0,0,1,1","0,0,0,0,0,0,0,0,0,0,1"
12,1,241.3,"0,1,0,1,0,0,1,1,0,1,0","0,0,0,0,0,0,0,0,0,0,0"
13,1,241.4,"1,1,1,0,1,0,0,0,1,1,0","0,0,0,0,0,0,0,0,0,0,0"
14,1,241.5,"1,1,1,1,0,0,1,0,0,1,0","0,0,0,0,0,0,0,0,0,0,0"
15,1,241.6,"0,1,1,0,0,0,0,1,1,0,0","0,0,0,0,0,0,0,0,0,0,0"
16,1,241.7,"1,0,1,1,0,1,0,1,1,1,0","1,0,0,0,0,0,0,0,0,0,0"
17,1,241.8,"1,1,1,1,0,1,0,1,1,1,1","1,0,0,0,0,0,0,0,0,0,1"
18,1,241.9,"0,0,1,1,0,0,1,0,1,1,1","0,0,0,0,0,0,0,0,0,0,1"
19,1,242.0,"1,1,1,0,0,0,1,1,1,1,0","1,1,0,0,0,0,0,0,0,0,0"
20,1,242.1,"1,1,1,1,0,1,1,1,1,0,0","1,1,0,0,0,0,0,0,0,0,0"
21,1,242.2,"1,0,1,1,1,1,1,1,1,0,1","1,0,0,0,0,0,0,0,0,0,1"
22,1,242.3,"0,0,0,0,0,0,1,1,1,1,0","0,0,0,0,0,0,0,0,0,0,0"
23,1,242.4,"0,0,1,1,0,0,0,1,0,1,0","0,0,0,0,0,0,0,0,0,0,0"
24,1,242.5,"1,1,1,0,1,1,1,0,0,1,0","1,1,0,0,0,0,0,0,0,0,0"
25,1,242.6,"0,1,0,0,1,0,1,1,1,1,1","0,1,0,0,0,0,0,0,0,0,1"
26,1,242.7,"1,0,0,1,0,0,1,0,0,1,1","1,0,0,0,0,0,0,0,0,0,1"
27,1,242.8,"0,1,1,0,0,1,1,0,1,1,1","0,1,0,0,0,0,0,0,0,0,1"
28,1,242.9,"0,0,1,0,0,1,1,1,1,1,0","0,0,0,0,0,0,0,0,0,0,0"
29,1,243.0,"0,0,1,0,0,0,1,0,1,1,1","0,0,0,0,0,0,0,0,0,0,1"
30,1,243.1,"0,0,0,0,0,1,1,1,0,1,0","0,0,0,0,0,0,0,0,0,0,0"
31,1,243.2,"0,0,1,1,0,1,1,1,0,0,0","0,0,0,0,0,0,0,0,0,0,0"
32,1,243.3,"0,0,1,0,0,1,1,0,1,1,1","0,0,0,0,0,0,0,0,0,0,1"
33,1,243.4,"1,0,0,1,1,0,1,1,1,1,1","1,0,0,0,0,0,0,0,0,0,1"
34,1,243.5,"1,0,0,0,0,0,1,0,1,1,1","1,0,0,0,0,0,0,0,0,0,1"
35,1,243.6,"0,0,0,1,0,0,1,0,1,1,1","0,0,0,0,0,0,0,0,0,0,1"
36,1,243.7,"0,1,0,1,0,0,1,1,0,1,1","0,1,0,0,0,0,0,0,0,0,1"
37,1,243.8,"0,1,1,1,1,0,1,0,1,0,0","0,1,0,0,0,0,0,0,0,0,0"
38,1,243.9,"0,0,1,1,0,0,0,1,1,0,1","0,0,0,0,0,0,0,0,0,0,1"
39,1,244.0,"0,0,0,1,1,1,1,0,1,0,1","0,0,0,0,0,0,0,0,0,0,1"
40,1,244.1,"1,0,0,1,1,0,1,0,0,1,1","1,0,0,0,0,0,0,0,0,0,1"
41,1,244.2,"0,0,0,0,0,0,1,0,1,1,1","0,0,0,0,0,0,0,0,0,0,1"
42,1,244.3,"1,0,0,0,0,1,0,1,1,0,0","1,0,0,0,0,0,0,0,0,0,0"
43,1,244.4,"1,0,1,1,1,0,1,1,1,1,0","1,0,0,0,0,0,0,0,0,0,0"
44,1,244.5,"0,0,1,0,0,0,1,1,0,1,0","0,0,0,0,0,0,0,0,0,0,0"
45,1,244.6,"0,0,1,0,1,1,1,1,1,1,1","0,0,0,0,0,0,0,0,0,0,1"
46,1,244.7,"0,0,1,1,1,0,0,1,1,0,1","0,0,0,0,0,0,0,0,0,0,1"
47,1,244.8,"0,0,1,1,1,1,1,1,0,1,0","0,0,0,0,0,0,0,0,0,0,0"
48,1,244.9,"0,1,0,1,0,1,1,0,1,1,0","0,1,0,0,0,0,0,0,0,0,0"
