,time_sec,node,is_curph_mingreenmet,curr_phase_elapsed_time,cycle_elapsed_time,iscurrsg_mainstreet,sg_vehexists,isotherphases_demand
0,1697207065233.0,1,0,9.0,9.0,0,True,True
1,1697207065093.0,2,0,14.1,14.1,0,True,True
2,1697207065136.0,3,0,21.8,30.3,1,True,True
3,1697207065158.0,4,0,2.1,2.1,0,True,True
4,1697207065154.0,5,0,7.3,7.3,0,True,True
5,1697207065119.0,6,0,15.5,30.8,1,True,True
6,1697207065183.0,7,1,21.6,21.6,0,True,True
7,1697207065143.0,8,1,30.4,30.4,0,True,True
8,1697207065139.0,9,0,7.2,7.2,0,True,True
9,1697207065147.0,10,0,5.9,22.1,1,True,True
10,1697207065198.0,11,0,6.4,6.4,0,True,True
11,1697207065333.0,1,0,9.1,9.1,0,True,True
12,1697207065193.0,2,0,14.2,14.2,0,True,True
13,1697207065236.0,3,0,21.9,30.4,1,True,True
14,1697207065258.0,4,0,2.2,2.2,0,True,True
15,1697207065254.0,5,0,7.4,7.4,0,True,True
16,1697207065219.0,6,0,15.6,30.9,1,True,True
17,1697207065283.0,7,0,0.1,21.7,1,True,True
18,1697207065243.0,8,1,30.5,30.5,0,True,True
19,1697207065239.0,9,0,7.3,7.3,0,True,True
20,1697207065247.0,10,0,6.0,22.2,1,True,True
21,1697207065298.0,11,0,6.5,6.5,0,True,True
22,1697207065434.0,1,0,9.2,9.2,0,True,True
23,1697207065293.0,2,0,14.3,14.3,0,True,True
24,1697207065336.0,3,0,22.0,30.5,1,True,True
25,1697207065358.0,4,0,2.3,2.3,0,True,True
26,1697207065354.0,5,0,7.5,7.5,0,True,True
27,1697207065319.0,6,0,15.7,31.0,1,True,True
28,1697207065383.0,7,0,0.2,21.8,1,True,True
29,1697207065343.0,8,1,30.6,30.6,0,True,True
30,1697207065339.0,9,0,7.4,7.4,0,True,True
31,1697207065448.0,10,0,6.2,22.4,1,True,True
32,1697207065398.0,11,0,6.6,6.6,0,True,True
33,1697207065533.0,1,0,9.3,9.3,0,True,True
34,1697207065393.0,2,0,14.4,14.4,0,True,True
35,1697207065437.0,3,0,22.1,30.6,1,True,True
36,1697207065459.0,4,0,2.4,2.4,0,True,True
37,1697207065455.0,5,0,7.6,7.6,0,True,True
38,1697207065420.0,6,0,15.8,31.1,1,True,True
39,1697207065484.0,7,0,0.3,21.9,1,True,True
40,1697207065444.0,8,1,30.7,30.7,0,True,True
41,1697207065440.0,9,0,7.5,7.5,0,True,True
42,1697207065547.0,10,0,6.3,22.5,1,True,True
43,1697207063464.343,11,0,4.7,4.7,0,True,True
44,1697207065633.0,1,0,9.4,9.4,0,True,True
45,1697207065494.0,2,0,14.5,14.5,0,True,True
46,1697207065636.0,3,0,22.3,30.8,1,True,True
47,1697207065658.0,4,0,2.6,2.6,0,True,True
48,1697207065554.0,5,0,7.7,7.7,0,True,True
49,1697207065619.0,6,0,16.0,31.3,1,True,True
50,1697207065683.0,7,0,0.5,22.1,1,True,True
51,1697207065643.0,8,1,30.9,30.9,0,True,True
52,1697207065539.0,9,0,7.6,7.6,0,True,True
53,1697207065647.0,10,0,6.4,22.6,1,True,True
54,1697207065598.0,11,0,6.8,6.8,0,True,True
55,1697207065733.0,1,0,9.5,9.5,0,True,True
56,1697207065693.0,2,0,14.7,14.7,0,True,True
57,1697207065736.0,3,0,22.4,30.9,1,True,True
58,1697207065758.0,4,0,2.7,2.7,0,True,True
59,1697207065754.0,5,0,7.9,7.9,0,True,True
60,1697207065719.0,6,0,16.1,31.4,1,True,True
61,1697207065783.0,7,0,0.6,22.2,1,True,True
62,1697207065743.0,8,1,31.0,31.0,0,True,True
63,1697207065739.0,9,0,7.8,7.8,0,True,True
64,1697207065747.0,10,0,6.5,22.7,1,True,True
65,1697207065798.0,11,0,7.0,7.0,0,True,True
66,1697207065933.0,1,0,9.7,9.7,0,True,True
67,1697207065793.0,2,0,14.8,14.8,0,True,True
68,1697207065836.0,3,0,22.5,31.0,1,True,True
69,1697207065858.0,4,0,2.8,2.8,0,True,True
70,1697207065854.0,5,0,8.0,8.0,0,True,True
