1,1,2023-10-13 10:04:29.137000
1,2,2023-10-13 10:04:51.141000
1,3,2023-10-13 10:05:31.035000
2,1,2023-10-13 10:04:28.993000
2,2,2023-10-13 10:05:02.196000
3,1,2023-10-13 10:05:20.735000
4,1,2023-10-13 10:04:29.063000
4,2,2023-10-13 10:05:02.667000
5,1,2023-10-13 10:05:07.153000
6,1,2023-10-13 10:04:29.022000
6,2,2023-10-13 10:04:50.926000
6,3,2023-10-13 10:05:31.221000
7,1,2023-10-13 10:04:29.084000
7,2,2023-10-13 10:04:54.388000
9,1,2023-10-13 10:04:29.041000
9,2,2023-10-13 10:04:52.345000
9,3,2023-10-13 10:05:28.740000
10,1,2023-10-13 10:04:29.054000
10,2,2023-10-13 10:04:44.557000
10,3,2023-10-13 10:05:14.855000
11,1,2023-10-13 10:05:02.203000
11,2,2023-10-13 10:05:34.598000
