1,1,2023-10-12 11:07:17.883000
1,2,2023-10-12 11:07:38.488000
1,3,2023-10-12 11:08:15.498000
4,1,2023-10-12 11:08:08.859000
5,1,2023-10-12 11:07:17.604000
5,2,2023-10-12 11:07:45.010000
6,1,2023-10-12 11:07:17.660000
6,2,2023-10-12 11:07:39.465000
6,3,2023-10-12 11:08:16.374000
7,1,2023-10-12 11:07:17.813000
7,2,2023-10-12 11:07:44.118000
8,1,2023-10-12 11:07:17.673000
8,2,2023-10-12 11:07:45.480000
9,1,2023-10-12 11:07:17.770000
9,2,2023-10-12 11:07:40.975000
9,3,2023-10-12 11:08:17.185000
10,1,2023-10-12 11:07:17.676000
10,2,2023-10-12 11:07:32.778000
10,3,2023-10-12 11:08:03.987000
11,1,2023-10-12 11:07:51.081000
