,episode,time_sec,action,updated action
0,1,360.1,"0,0,0,1,1,1,0,1,0,1,1","0,0,0,1,1,1,0,0,0,0,0"
1,1,360.2,"1,0,0,0,1,0,0,1,1,1,0","1,0,0,0,1,0,0,0,0,0,0"
2,1,360.3,"1,1,0,0,1,1,0,1,1,1,1","1,0,0,0,1,0,0,0,0,0,0"
3,1,360.4,"1,0,1,0,0,1,0,1,1,1,1","1,0,0,0,0,0,0,0,0,0,0"
4,1,360.5,"1,1,1,0,0,1,0,1,1,1,1","1,0,0,0,0,0,0,0,0,0,0"
5,1,360.6,"1,0,0,1,1,1,1,0,0,1,0","1,0,0,1,1,0,1,0,0,0,0"
6,1,360.7,"1,1,0,1,0,1,1,1,0,1,0","1,0,0,1,0,0,1,0,0,0,0"
7,1,360.8,"1,0,1,1,1,1,0,1,0,1,1","1,0,0,1,1,0,0,0,0,0,0"
8,1,360.9,"1,1,1,0,0,1,0,1,0,1,1","1,0,0,0,0,0,0,0,0,0,0"
9,1,361.0,"1,0,1,1,1,0,1,1,1,1,0","1,0,0,1,1,0,1,0,0,0,0"
10,1,361.1,"0,0,1,1,0,1,0,1,1,1,1","0,0,0,1,0,0,0,0,0,0,0"
11,1,361.2,"0,1,0,0,1,1,0,1,1,1,0","0,0,0,0,1,0,0,0,0,0,0"
12,1,361.3,"1,0,0,0,1,0,0,1,0,1,1","1,0,0,0,1,0,0,0,0,0,0"
13,1,361.4,"1,0,1,1,0,0,1,1,1,1,0","1,0,0,1,0,0,1,0,0,0,0"
14,1,361.5,"0,0,1,0,1,1,0,1,1,1,1","0,0,0,0,1,0,0,0,0,0,0"
15,1,361.6,"1,1,0,1,1,1,0,0,1,1,1","1,0,0,1,1,0,0,0,0,0,0"
16,1,361.7,"0,1,1,1,1,1,1,1,1,0,1","0,0,0,1,1,0,1,0,0,0,0"
17,1,361.8,"1,1,1,1,0,1,0,1,1,1,1","1,0,0,1,0,0,0,0,0,0,0"
18,1,361.9,"0,0,1,1,1,1,0,1,0,1,0","0,0,0,1,1,0,0,0,0,0,0"
19,1,362.0,"1,0,0,1,1,1,1,1,0,0,0","1,0,0,1,1,0,1,0,0,0,0"
20,1,362.1,"0,0,1,1,1,0,0,1,0,1,0","0,0,0,1,1,0,0,0,0,0,0"
21,1,362.2,"0,0,1,1,0,0,1,1,0,1,0","0,0,0,1,0,0,1,0,0,0,0"
22,1,362.3,"1,1,1,0,1,0,0,0,0,0,1","1,0,0,0,1,0,0,0,0,0,0"
23,1,362.4,"1,0,0,1,0,1,0,0,1,1,1","1,0,0,1,0,0,0,0,0,0,0"
24,1,362.5,"1,0,1,0,1,0,0,1,1,0,0","1,0,0,0,1,0,0,0,0,0,0"
25,1,362.6,"1,0,1,0,1,1,1,1,0,0,0","1,0,0,0,1,0,1,0,0,0,0"
26,1,362.7,"0,0,0,0,1,1,0,0,1,0,0","0,0,0,0,1,0,0,0,0,0,0"
27,1,362.8,"1,0,1,0,1,1,1,1,1,0,1","1,0,0,0,1,0,1,0,0,0,0"
28,1,362.9,"1,1,1,1,1,0,0,1,0,1,1","1,0,0,1,1,0,0,0,0,0,0"
29,1,363.0,"1,1,1,1,1,0,0,1,1,1,1","1,0,0,1,1,0,0,0,0,0,0"
30,1,363.1,"1,1,0,0,1,1,0,1,1,1,1","1,0,0,0,1,0,0,0,0,0,0"
31,1,363.2,"0,0,1,1,1,0,0,1,0,1,1","0,0,0,1,1,0,0,0,0,0,0"
32,1,363.3,"1,1,0,1,1,0,0,1,1,1,0","1,0,0,1,1,0,0,0,0,0,0"
33,1,363.4,"0,0,1,0,1,1,0,1,0,1,1","0,0,0,0,1,0,0,0,0,0,1"
34,1,363.5,"0,0,0,1,1,0,0,1,1,1,0","0,0,0,1,1,0,0,0,0,0,0"
