,episode,time_sec,action,updated action
0,1,300.1,"1,1,0,1,1,1,1,1,0,1,1","0,0,0,1,0,0,1,1,0,1,1"
1,1,300.2,"1,1,1,1,1,1,0,0,0,1,0","0,0,1,1,0,0,0,0,0,1,0"
2,1,300.3,"1,0,1,0,1,1,1,1,0,1,1","0,0,1,0,0,0,1,1,0,1,1"
3,1,300.4,"0,0,1,0,1,1,0,1,0,0,0","0,0,1,0,0,0,0,1,0,0,0"
4,1,300.5,"1,1,1,0,1,1,1,0,1,1,0","0,0,1,0,0,0,1,0,0,1,0"
5,1,300.6,"0,1,1,1,0,1,0,1,0,1,1","0,0,1,1,0,0,0,1,0,0,1"
6,1,300.7,"1,1,1,1,1,0,0,1,0,0,0","0,0,1,1,0,0,0,1,0,0,0"
7,1,300.8,"0,1,1,1,1,0,1,1,1,1,1","0,0,1,1,0,0,1,1,0,0,1"
8,1,300.9,"1,0,1,1,0,1,0,1,0,1,1","0,0,1,1,0,0,0,1,0,0,1"
9,1,301.0,"1,0,1,0,1,0,0,1,1,1,0","0,0,1,0,0,0,0,1,0,0,0"
10,1,301.1,"1,1,1,0,1,1,0,1,1,0,0","0,0,1,0,0,0,0,1,0,0,0"
11,1,301.2,"0,0,1,1,1,1,0,0,1,1,0","0,0,1,1,0,0,0,0,0,0,0"
12,1,301.3,"0,0,1,1,1,1,0,1,1,1,0","0,0,1,1,0,0,0,0,0,0,0"
13,1,301.4,"1,0,1,1,1,1,0,1,1,1,0","0,0,1,1,0,0,0,0,0,0,0"
14,1,301.5,"1,0,1,0,1,1,1,1,1,0,0","0,0,1,0,0,0,1,0,0,0,0"
15,1,301.6,"0,1,1,1,1,1,1,1,1,0,0","0,0,1,1,0,0,1,0,0,0,0"
16,1,301.7,"0,1,1,1,1,0,0,1,0,0,0","0,0,1,1,0,0,0,0,0,0,0"
17,1,301.8,"0,0,1,0,0,1,0,1,0,1,0","0,0,1,0,0,0,0,0,0,0,0"
18,1,301.9,"1,1,0,1,1,1,0,1,1,1,0","0,0,0,1,0,0,0,0,0,0,0"
19,1,302.0,"0,1,1,1,0,1,1,1,1,1,1","0,0,1,1,0,0,1,0,0,0,1"
20,1,302.1,"0,1,1,1,1,1,1,1,1,0,0","0,0,1,1,0,0,1,0,0,0,0"
21,1,302.2,"1,0,0,0,1,1,0,1,1,0,1","0,0,0,0,0,0,0,0,0,0,1"
22,1,302.3,"0,1,1,0,1,0,1,1,0,0,0","0,0,1,0,0,0,1,0,0,0,0"
23,1,302.4,"0,0,1,1,0,1,1,1,1,0,0","0,0,1,1,0,0,1,0,0,0,0"
24,1,302.5,"0,1,1,0,1,1,0,1,0,0,1","0,0,1,0,0,0,0,0,0,0,1"
25,1,302.6,"1,1,1,1,1,1,0,1,0,0,0","0,1,1,1,0,0,0,0,0,0,0"
26,1,302.7,"0,0,1,1,1,1,0,1,0,1,0","0,0,0,1,0,0,0,0,0,0,0"
27,1,302.8,"1,1,1,1,1,0,1,1,1,1,0","0,1,0,1,0,0,0,0,0,0,0"
28,1,302.9,"0,1,1,0,0,0,0,0,0,1,1","0,1,0,0,0,0,0,0,0,0,1"
29,1,303.0,"0,1,0,0,1,1,0,0,0,1,0","0,1,0,0,0,0,0,0,0,0,0"
30,1,303.1,"0,1,0,1,1,1,0,0,1,0,1","0,1,0,0,0,0,0,0,0,0,1"
