,episode,time_sec,action,updated action
0,1,60.1,"1,1,0,0,0,1,0,0,0,0,0","1,0,0,0,0,1,0,0,0,0,0"
1,1,60.2,"1,0,1,0,0,1,1,1,0,0,1","1,0,0,0,0,1,1,0,0,0,0"
2,1,60.3,"0,0,0,0,0,1,0,1,0,1,1","0,0,0,0,0,1,0,0,0,0,0"
3,1,60.4,"1,1,1,0,0,0,0,1,1,1,0","1,0,0,0,0,0,0,0,0,0,0"
4,1,60.5,"1,1,0,1,0,1,0,1,1,1,0","1,0,0,0,0,1,0,0,0,0,0"
5,1,60.6,"1,1,0,0,0,1,1,0,0,0,0","1,0,0,0,0,1,1,0,0,0,0"
6,1,60.7,"0,0,0,0,0,1,0,1,0,1,0","0,0,0,0,0,1,0,0,0,0,0"
7,1,60.8,"1,0,1,1,1,0,0,0,0,1,0","1,0,0,0,1,0,0,0,0,0,0"
8,1,60.9,"1,1,1,1,0,0,0,1,1,1,0","1,0,0,0,0,0,0,0,0,0,0"
9,1,61.0,"0,1,1,0,0,0,1,1,1,1,0","0,0,0,0,0,0,1,0,0,0,0"
10,1,61.1,"1,0,1,1,1,0,0,1,1,0,1","1,0,0,0,1,0,0,0,0,0,0"
11,1,61.2,"1,1,1,0,1,1,1,1,0,1,1","1,0,0,0,1,1,1,0,0,0,0"
12,1,61.3,"1,0,1,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0,0"
13,1,61.4,"1,1,1,1,0,1,0,1,0,1,0","1,0,0,0,0,1,0,0,0,0,0"
14,1,61.5,"0,0,1,0,1,1,1,0,0,1,0","0,0,0,0,1,1,1,0,0,0,0"
15,1,61.6,"1,0,1,1,0,0,0,0,1,0,1","1,0,0,1,0,0,0,0,0,0,0"
16,1,61.7,"0,0,0,1,0,1,1,1,1,1,0","0,0,0,1,0,1,1,0,0,0,0"
17,1,61.8,"0,1,1,1,1,1,0,1,0,1,0","0,0,0,1,1,1,0,0,0,0,0"
18,1,61.9,"1,0,1,0,1,1,0,0,0,0,0","0,0,0,0,1,1,0,0,0,0,0"
19,1,62.0,"1,1,1,0,0,1,1,1,1,1,0","0,0,0,0,0,1,0,0,0,0,0"
20,1,62.1,"1,0,1,0,0,1,1,0,1,0,0","0,0,0,0,0,1,0,0,0,0,0"
21,1,62.2,"1,1,1,1,1,1,1,0,0,1,0","0,0,0,1,1,1,0,0,0,0,0"
22,1,62.3,"1,0,1,0,0,1,1,1,1,0,0","0,0,0,0,0,1,0,0,0,0,0"
23,1,62.4,"1,0,1,0,1,0,1,1,1,1,1","0,0,0,0,1,0,0,0,0,0,0"
24,1,62.5,"0,0,0,1,0,1,0,0,1,1,0","0,0,0,1,0,1,0,0,0,0,0"
25,1,62.6,"0,1,0,0,0,1,1,1,0,0,0","0,0,0,0,0,1,0,0,0,0,0"
26,1,62.7,"0,0,1,0,1,1,0,0,0,1,0","0,0,0,0,0,1,0,0,0,0,0"
27,1,62.8,"1,1,1,1,0,1,0,0,1,1,1","0,0,0,1,0,1,0,0,0,0,0"
28,1,62.9,"1,0,1,1,1,1,0,1,0,1,0","0,0,0,1,0,1,0,1,0,0,0"
29,1,63.0,"0,0,1,0,0,0,1,1,1,1,0","0,0,0,0,0,0,0,1,0,0,0"
30,1,63.1,"1,0,1,1,0,0,1,0,0,0,0","0,0,0,1,0,0,0,0,0,0,0"
31,1,63.2,"0,0,1,1,0,0,0,0,0,0,1","0,0,0,1,0,0,0,0,0,0,0"
32,1,63.3,"0,0,1,1,1,0,1,0,1,0,1","0,0,0,1,0,0,0,0,0,0,0"
