1,1,1,2023-10-11 15:55:17.969000
1,1,2,2023-10-11 15:55:38.577000
1,1,3,2023-10-11 15:56:16.092000
1,4,2023-10-11 15:56:53.805000
2,2,1,2023-10-11 15:55:17.917000
2,2,2,2023-10-11 15:55:51.231000
2,3,2023-10-11 15:56:39.449000
3,3,1,2023-10-11 15:55:17.964000
3,3,2,2023-10-11 15:55:55.779000
3,3,2023-10-11 15:56:41.895000
5,5,1,2023-10-11 15:55:17.757000
5,5,2,2023-10-11 15:55:45.068000
5,3,2023-10-11 15:56:45.390000
6,6,1,2023-10-11 15:55:17.814000
6,6,2,2023-10-11 15:55:40.222000
6,6,3,2023-10-11 15:56:17.137000
6,4,2023-10-11 15:56:55.650000
7,7,1,2023-10-11 15:55:17.971000
7,7,2,2023-10-11 15:55:43.281000
7,3,2023-10-11 15:56:31.299000
7,4,2023-10-11 15:57:19.716000
8,8,1,2023-10-11 15:55:17.758000
8,8,2,2023-10-11 15:55:43.768000
8,3,2023-10-11 15:56:45.191000
9,9,1,2023-10-11 15:55:17.852000
9,9,2,2023-10-11 15:55:40.861000
9,9,3,2023-10-11 15:56:17.276000
9,4,2023-10-11 15:56:53.588000
10,10,1,2023-10-11 15:55:17.763000
10,10,2,2023-10-11 15:55:32.969000
10,10,3,2023-10-11 15:56:04.181000
10,4,2023-10-11 15:56:34.892000
10,5,2023-10-11 15:57:05.603000
11,11,1,2023-10-11 15:55:55.658000
11,2,2023-10-11 15:56:28.370000
11,3,2023-10-11 15:57:03.484000
