1,1,1,2023-10-11 15:35:09.035000
1,1,2,2023-10-11 15:35:29.529000
1,1,3,2023-10-11 15:36:06.115000
1,4,2023-10-11 15:36:43.198000
2,2,1,2023-10-11 15:35:09.079000
2,2,2,2023-10-11 15:35:42.569000
2,3,2023-10-11 15:36:30.449000
3,3,1,2023-10-11 15:35:58.510000
3,2,2023-10-11 15:37:09.389000
4,1,2023-10-11 15:36:11.149000
4,2,2023-10-11 15:37:02.234000
5,5,1,2023-10-11 15:36:08.895000
5,2,2023-10-11 15:37:09.179000
7,7,1,2023-10-11 15:35:55.319000
7,2,2023-10-11 15:36:48.497000
8,8,1,2023-10-11 15:35:08.821000
8,8,2,2023-10-11 15:35:35.013000
8,3,2023-10-11 15:36:45.184000
9,9,1,2023-10-11 15:35:08.916000
9,9,2,2023-10-11 15:35:31.909000
9,9,3,2023-10-11 15:36:08.395000
9,4,2023-10-11 15:36:44.679000
10,10,1,2023-10-11 15:35:08.834000
10,10,2,2023-10-11 15:35:23.829000
10,10,3,2023-10-11 15:35:54.119000
10,4,2023-10-11 15:36:24.704000
10,5,2023-10-11 15:36:54.995000
11,11,1,2023-10-11 15:35:09.106000
11,11,2,2023-10-11 15:35:25.202000
11,11,3,2023-10-11 15:35:57.291000
11,4,2023-10-11 15:36:29.375000
11,5,2023-10-11 15:37:01.470000
